source_word,target_word,confidence_score
proving,Nhi'pede,0.10444130917939765
prayers,sniumbainmi,0.10445488743215826
example,nhior,0.10467866024277127
near,la,0.10468808174615442
Take,Mia'ala,0.10473939147606726
coming,Nmai,0.1048095903823638
worthily,miy,0.10484732862737794
lived,la,0.1048819339553901
Master,Tuna,0.10507089144723392
examined,awualol,0.10527703234655926
repent,dioinia,0.1052780851221466
exhort,muno,0.10547830363122992
hate,riy,0.10575607668123012
well,de,0.10604518522417293
produced,rpoka-rpah,0.10611519814814431
hope,aranni,0.10619906227665046
lump,nwah,0.10629149566352424
evil,yatyatni-halalli,0.10631913504536068
great,de,0.10638294566766027
said,Nakot,0.10645743979953196
who,mak,0.10671431163568328
increase,totpa,0.1069418553675131
dried,nkerna-nhau,0.10695041105816554
It,de,0.1070199514235237
longer,olek,0.10706169734450433
mouth,nurnu,0.10714309516173877
where,gen,0.10718596097239404
teaches,mamni-tun,0.10720632823980793
rather,pa,0.10734364020086229
gathering,raleʼega,0.10737047946568085
child,de,0.10755424005609407
fearful,msiusa,0.10764462357350398
show,la,0.10773292836485068
terrified,hmuakmuakur,0.10778357474214852
did,edonna,0.10799827761438956
call,a,0.1080512097377317
freely,Nal,0.10814201088505418
Prisca,mpiak,0.1084072836381535
born,de,0.10840945180550787
joined,a,0.10843547319638318
coconut,prahni,0.10852334151153568
opened,Noma,0.1087514799902717
urged,atehra,0.10886355172169529
prepared,tiarga,0.1089125513440582
crazy,Lirmu-yatmu,0.10907495200400703
fever,tema,0.10918844896227965
subjection,ratu,0.10919827636491276
fulfilled,lirni,0.10934579358972796
seat,watghudi,0.10939829216930216
Being,la,0.10952636307801211
together,pa,0.10956360837279995
image,de,0.10958223576950722
young,pa,0.10970723075188744
burning,mana,0.10977527032504177
desiring,nwokmarga,0.10979942354126966
rebuke,Nter,0.10991037698110148
receives,emekwalima,0.10991587263734079
leave,doinia,0.11011610167869848
after,la,0.11013922848828103
first,ulu,0.11022847740428783
violence,rwanapal,0.11029684025057096
person,de,0.11044694600208647
purpose,Nwaror,0.11048008505649669
hour,lera,0.110551920455759
needed,ma'ana,0.1105906204000137
testify,nohora,0.11065367502250188
over,plolli,0.11102498643318673
later,hota,0.11113940108264218
Watch,orahnioratmi,0.11126839759140833
Hold,Muawurrer,0.11133851876774216
ravaged,a-ntot,0.11140534192394497
work,kniarni,0.1114443406179917
inheritance,totpena,0.11150676692647275
dwelling,natiaka,0.11152460943654376
pass,di,0.11154580112548339
tears,mitiaka,0.11162167806548452
allow,Muolin,0.11178029343859976
To,Nakot,0.11186416010474726
Always,rkokioil,0.1121251074834327
just,la,0.11231251285285897
roll,kwaklol,0.11241476375666011
only,a,0.11242150884483612
hid,rade,0.11269953319039978
refuse,Yana,0.1127108037072353
honor,la,0.11272883887860366
enticed,kenna,0.11280439250829193
trust,itahnia'ar,0.11300197302771177
gentleness,mnapnapla,0.11316254981194568
behold,dodo'ondi,0.11321801304873678
refuted,pniok,0.11326217668517516
part,de,0.11333468767929672
their,ir,0.11336529217639131
decree,propinsi,0.11341972057840743
We,ami,0.11350481727611399
examining,maklaka,0.11356271949673606
indeed,de,0.11363769563100656
way,talan,0.11368770721882665
perfect,la,0.11381852328695044
pleasure,rhi,0.11423814708687897
imaginations,watu-werna,0.11425528409418542
laid,inonni,0.11433300410917976
hang,mpia'ur,0.11460085660399306
arise,Mumat,0.11475108210236225
fear,ramta'at,0.11480273170959833
drinks,nor,0.1148417712747296
edifies,irmeh,0.11484981048008773
brothers,ama-hyali,0.11487278273933309
prisons,atiorna,0.1149095479119236
spoke,Nakot,0.1150268154470696
set,la,0.11506823255526268
deceived,mak,0.11545897579921856
pure,me,0.11562651274906222
back,owa'ana,0.11563923236503064
touch,to'ola,0.11565773612247018
excellent,la,0.11577460944704758
perish,ai,0.11596579523753711
produces,it,0.11602843367782213
secret,nohora,0.11605860499267932
knowledge,Uplerlawna,0.11620841720121919
command,la,0.11625490986601272
when,la'pa,0.1164364090579654
Your,o,0.11659370436063372
condemned,niukmu,0.11660070019276822
weak,hya,0.11676405549506833
Out,nage'gota,0.11679325015812295
much,la,0.11704930765659026
righteous,riy,0.11711955831427404
speak,nohora,0.11712190072886436
shun,olie'tu,0.11713712756568205
mocking,rwaliktia,0.11723087476161316
write,tiy,0.11759250247668139
toward,la,0.11773840762224742
truth,kaplola,0.11791278947626982
compels,namer,0.11806499512623132
consuming,kamutni-kaki'ira,0.11822212603864353
withstand,namer,0.11852042149067255
anoint,mirarga,0.1186591715367657
whom,maka,0.11883135213626114
put,la,0.11894905342740193
handed,lupmi-rommi,0.11901925407607904
swears,rwet,0.11904186988278709
hearts,ralamni,0.11926587910085357
”,”,0.11932552695112386
salvation,mormiori-lewlewna,0.11936252359866283
ashamed,muola-mua,0.11936491087300743
cry,Nkakru,0.11946283024137758
loves,riy,0.11962541021983221
between,a,0.11966249984559536
taking,ma'ta,0.11971037441981011
cast,doinia,0.11995363330411277
present,miy,0.12012769223463175
Also,Yana,0.12018897298293399
kiss,kalwieda,0.12023224880238799
Chaldaeans,nwatitin,0.12026952657727329
That,Hade,0.12033328632119886
Such,Amparan,0.12038383691633565
stay,pa,0.12039226407986708
kept,pa,0.12041152838322305
rest,korni,0.12046452111325731
report,hihi'ini-yapyapni,0.12047054448989611
fruit,wo'oni,0.12049223113964426
above,nareh,0.12049584596080046
encircled,rgor,0.12049705092528488
Euodia,na'ru,0.12066586493881679
bear,miy,0.12067310510791607
Love,rimormior,0.12071293380397508
multitude,riy,0.12071655524631053
True,Amin,0.12085666769990806
enrolled,rekna,0.12088446793038302
husband,muanke,0.12094492527742541
save,Namori-nalewna,0.12094613473272546
exceedingly,yeher,0.12096064913974043
would,hota,0.12100420281262143
those,mak,0.12105866695740064
Feast,maka,0.12153779434550858
mankind,rhakra,0.12166669271157969
Cling,kirkir,0.12169833016437534
blasphemes,Napolu-naliella,0.12184811120693506
hardship,a,0.12187248326630114
prayed,pa,0.12200295661418895
elders,o'ta-mata,0.12213234831368532
testimony,nohora,0.12216899351468476
saw,ramkek,0.12219831759187677
bitter,mernu,0.12223009328511177
temptation,amlawanni,0.12227410404015501
offer,totpa,0.1223450435909794
find,edonna,0.12236706768093439
season,pa,0.12242336948048871
robbers,rpera-rdaitia,0.12242704223666422
yours,A'mu,0.12243683679182014
beating,rmolu-rhelam,0.1224980705173717
Keep,ploi-ple'eru,0.12252012215465269
tormentors,nhio'la,0.12259365628597885
return-I,ina-ama,0.12269299737528018
Arise,pa,0.1227887352461486
Now,La,0.12290543997059938
commanded,pa,0.12304071033963027
depend,petanni-ga'ar,0.12315395987994338
righteousness,yamkekni,0.12318844781679561
fail,omuwali,0.12329073667248644
withered,walli,0.12339557835005865
fullness,Uplerlawna,0.12340174828322324
iniquities,Awueyata-wuaniawua,0.12344741537797954
lives,de,0.1235598036548838
lay,e,0.12363767085677953
ought,plollolli,0.12410094152192405
You,miy,0.12410342356557486
plainly,Nto'pi-ngaur,0.12411955805935776
tide,dewede,0.12415679951271427
There,La,0.12422013562980279
day,lera,0.12424746706598909
angry,nawenan,0.1243319840761207
forget,mhiortaplinga,0.12437302040148708
members,it,0.1244775376297146
confirmation,rawo'or,0.1245622111410339
yourself,inon,0.12457342224452865
living,mak,0.1246070616096446
lawless,Nanpena,0.1246407100586154
formed,rana,0.12479910431945601
labors,maplin,0.12489024092642352
sardonyx,sepah,0.12498894319901971
This,di,0.12515028297752978
confidence,a,0.12521913456561853
subjected,rru,0.12540083401100136
judges,ktorna,0.12556396110485293
comes,Nmai,0.1255677280801904
weep,mkio,0.1255878205240359
rules,na'ohma-nakatlia,0.12580401745139497
Even,emkade,0.1259487752912685
higher,ktullu,0.12616054707224517
overthrow,likti-lara,0.12631455686654547
you-,plola,0.12634866640147943
your,miy,0.12644599234028628
entrust,agotil,0.1267358854636861
furtherance,amro,0.1267751796784685
protect,nayoryori,0.1268182905679951
beaten,rliwar,0.12682336340107378
perished,nhi'nande,0.12685887891476597
baptism,Yohansi,0.12700358050096175
partakers,rlernan,0.12718405369091246
says,lirni,0.12728329595224172
revived,nahmuakru,0.12735204749330137
pray,la,0.12744249955370326
redeem,a'uwelia,0.12757893600871203
Why,Nihya'pa,0.12801088239057956
sold,welli,0.12822612142315887
And,Ne,0.12829409928005397
word,lirni-tunnu,0.12836853144087648
knowing,niohora,0.12845842087051496
guard,yatiaka,0.12848411512402874
saying,riwra,0.12851238473889967
slandered,hihi'-yapyap,0.12853680441179552
whose,maka,0.12862681167375017
itself,ida,0.12863324317512004
return,pa,0.1289784426274822
defense,naheri-nahelta,0.12902488322563416
spread,ra,0.1291759306845409
drinking,Me,0.12937372112959478
life,mormiori-dardiari,0.12941512734499735
Abba,Hadom,0.12942936379199552
submission,mtie'ela,0.1295290627813003
searching,normar,0.12975334200550376
men,rimormiori,0.1297870822604683
Then,Noma,0.13007162743385797
gate,gaini,0.13014578939564647
proper,multieri,0.13034376141614717
restore,agakal,0.13045720983148418
brotherly,mtiulla-msiayni,0.13047808465499855
open,nhiari,0.13067133519040947
Finally,li'ru,0.13072361417958642
secure,iskut,0.13073668719464426
grounded,tniutgeni-nhia'argeni,0.13098401318287825
famous,elee,0.13125543091059855
foreordained,Na'ohi-na'ar,0.13140514742403497
gain,rler,0.13145903458059105
He,Noma,0.13153661829593905
n't,edonna,0.13156687519755744
Have,Hoi,0.13160503512428662
ruin,kenna,0.1317024588926271
opposed,tehra-o'ta,0.13191071325530013
rejoice,ralmu,0.1320440103794043
commits,yamkekni,0.13220255830158711
on,la,0.13225677246363454
neighbor,rimormior,0.13225809503797206
passing,tiomar,0.13227396696167304
These,Ir,0.13247120207611604
once,ululu,0.13254143042208413
rich,kre,0.1327576491240416
disobedience,katlina-katailla,0.1328160753424816
slanderers,rira,0.13283599924803854
poured,nwalia,0.13285459758978682
dead,kmati,0.1328612404857373
weapons,Keki-rautu,0.13305402902235253
wonder,twer,0.13320446505549885
wash,kohma,0.13322844401725065
tombs,tniamin,0.13323377326159555
wo,hota,0.13328307887867896
lustful,twehwa,0.13329640785300448
mantle,Muo'ludoinia,0.13335240410269203
teaching,wniatutu-wniaye,0.1334617979193914
lust,nko,0.13361937579359773
sit,la,0.13379988376638607
garment,rain,0.13385876866897187
generation,tuwu,0.1340235162534286
anxious,nohora,0.13406372933996596
impossible,Namori-nalewna,0.13410663659814998
help,Ntulan,0.13415089909113703
consented,nnia'ohma-nniakat,0.13426631848758216
wish,edon,0.13430123226898383
built,kariria,0.1343079474984766
at,la,0.13437780579275824
weary,mipre'et,0.13442350201464529
saved,plalahwa,0.1344934204129009
porch,Kalareini,0.13501626855356563
voice,lirni,0.13525004885982142
subject,natlina-natailla,0.13528251276706085
malice,Tmori-tdar,0.13531633762318346
spoken,lirni,0.13548016948999805
disciple,mutwualli,0.1355872411116171
seemed,amaltier,0.1356523386095003
wolves,ohpora-ahdiawra,0.13571746736168291
Their,re,0.13588450255212095
spies,Rhopna,0.13588586140394068
reaps,meman,0.13592663327783716
pains,ma'ta,0.13600413354428317
recognize,a-ntarwa,0.1360639885301739
sea,i,0.1361973965982097
imposed,namou-nawitan,0.13629958296075434
Know,inmi-narmi,0.1364291290892351
doctrines,doini-temun,0.13668038977570185
straw,tniena,0.13672003283670284
theirs,genni-tienni,0.13692526677292866
ungodliness,yatyatni,0.1369430682146778
Sit,Mumtatnu,0.13713766550291848
torn,ema,0.1372062514807355
own,wamueheni,0.13748918768301852
carry,yohya,0.13753731732090288
foaming,ownu,0.1378953796252244
yield,nawo,0.13812033238070284
blamelessly,mho'ola,0.13822810826709125
overcome,yatyatni,0.13823501984529263
into,la,0.13825022653382812
rolled,targa,0.13836502185531943
Remember,Mhioratreria,0.13848129730252873
Glory,Ama'uli-mawed,0.138490991332627
vomit,Ahu,0.138518692300898
taught,a,0.1385270036717747
soldier,kniarni,0.13857688237072366
marvel,rer,0.13861014481382616
reasoning,Tiranus,0.13864757460572041
deceit,putra-palka,0.13870581881748306
solved,Mpwetnan,0.13875576190147312
bowed,nruʼuwa,0.1387765768268387
teeth,inni-rwakwak,0.13880433491792066
consolation,pesiayni,0.13888903139201889
talk,rwahauru-rwahauru,0.13895849327173773
faint,rmokal,0.13902798989108056
Or,Onde,0.13909195747784744
business,mensiarni,0.1391935316768782
known,niohora,0.13924922022651637
wearing,nhiolmi-knia'atmi,0.13940805485611166
resulting,inhatta,0.1394303619294069
contrary,newat,0.13955032361679814
skins,ulit,0.1399178240191091
asking,ti,0.1400928306554934
learn,rwatutu,0.140319964970276
hospitality,kwaloha-kwalakta,0.14053903494578313
grandchild,nei,0.14056152299037006
can,ta'en,0.14063604034290902
authority,plolli,0.14066698367542627
heart,ralamni,0.14075422424708764
land,keranni,0.14076548503545291
dipped,Nto,0.14080208881984793
enters,ntawniokur,0.14091900306626878
Give,mamni,0.1410458872583502
mourning,knio,0.14136925245200527
abundance,narehi-nalawna,0.14138480392509034
evident,riy,0.14143005430202052
woe,yatlorni-yatra'ani,0.14146258695562178
Word,E,0.14152342894810357
resist,hankerna-ralmha'ara,0.14158146545064235
death,matmiati,0.1416381093648502
takes,nmai,0.14164519144736903
reward,hota,0.1417231177304285
vow,rlokra-rhautu,0.14178265394160447
counted,maka,0.14186491173334423
shone,hitititni,0.14195573433698666
greediness,amteku,0.14195857348006471
talking,rwahauru,0.14215745466728394
profess,lira-yatu,0.1422655353983066
grow,mak,0.14230964455084547
distressed,kdunti-kwetria,0.14232529947275097
beginning,ler,0.14250189230902827
pieces,atre,0.14255890446762343
many,harahu,0.14258314154147583
carrying,kekna,0.14274006929161046
always,nhi'inde,0.14282145432363733
beside,a-yayap,0.14283859392651177
us,it,0.14284287914860758
hypocrites,riy,0.14308734943447482
holy,do,0.14315318475617775
end,noha,0.14316034259436006
reigned,hairmu,0.14318468192138528
adversary,hyo'nu-hya'nu,0.14329927549824145
Shall,kwair,0.14329927549824145
not,edonna,0.14337094305138579
strongholds,rwakoha-rwananna,0.14339531818353204
stained,sukmi,0.1434512532642554
lame,lakni,0.14346129520344766
greet,miy,0.1435301731545311
arose,namat,0.1435502687854341
craftiness,nwutu,0.14357467440554653
myself,u,0.1436234980944012
In,La,0.14366802828063271
spare,kropan,0.14368239580182487
lifted,rhaun,0.1437671934281879
entreat,mpahla,0.1437901980194546
violent,onde,0.1437988256901633
What,hya,0.1438002636856102
lower,oke'ela,0.1438017016954371
worshiped,gaini,0.14380457775823152
anger,nha'ata,0.14385060258669397
loss,gora,0.14393981761409835
fables,tuntunu,0.14412273731189043
though,ho'mana,0.14417751435904877
appearing,kawuwu-kawei,0.14444160077569715
moreover,rwutga,0.14446615793512843
Say,Mpuatut,0.14447482616464882
appeared,owa'ana,0.14452829174085138
region,pa,0.1446294969627651
excellence,khala,0.14470617091295734
down,pa,0.14485819218961926
slaughter,rotna,0.1449031051903535
serve,a,0.14497702462185338
prophecies,pa,0.14504372939410082
wickedness,yatyatni-halalli,0.14510030748057423
builds,liar,0.1451017584909041
power,plolli,0.14518158640873915
snake,inonnila,0.14521352987140113
tempt,podpodku-padpadku,0.14522079072941466
dressed,samomuounu,0.14528034346108948
raised,matmiatni,0.1453166680873438
provoke,Yahudi,0.14532393410239705
master,orrom,0.14533120048076015
celestial,haneka-harahu,0.1454227879840973
cup,kropna-krieutu,0.14542715073317772
few,doma,0.14560176806350167
suffer,kropna-krieutu,0.14567458715078818
Make,Mpiahi,0.14575910291853902
generosity,de,0.14593265949669496
baptized,rharania,0.1460392292313481
muzzle,Hayor,0.1461122671039103
surrounded,kawunu-ka'ara,0.14611518937847504
sleeping,wotelu,0.14615610735975107
thinks,de,0.14618534150454005
keeps,mak,0.14618826524060738
inventors,atulu-apetna,0.14628331850197707
disqualified,ami,0.14658204106513856
should,totpena,0.1465835068928783
question,utian,0.14667001667982277
resurrection,rmori,0.14671842577238806
jealousy,namehra,0.1468578745045319
rejection,Nharia,0.14689312462425813
writes,enhorat,0.1469489546186425
sake,yoma,0.14710186102899728
steps,yeheni,0.14712981303794956
mind,rer,0.1472711254775842
greeted,noka,0.1473005826482986
pigeons,tnialwialli,0.14738162025205337
driven,lia'-nod,0.14742436711992274
ransom,tniuwu-nhiaiya,0.14753055088581765
convert,Penatu,0.14754087838583796
An,Adoh,0.1475895749101899
speech,niairia,0.14759400266385317
empty,nawal,0.14781408164594753
longed,Hihi'imi-yapyapmi,0.14789983868043813
lest,totpena,0.14805521506938157
its,de,0.14806261801520712
Honor,muatu,0.14813074248692137
outbursts,payah,0.1481485192426038
declare,Nlernan,0.14826263753232374
better,de,0.14829674186080363
unskilled,uplinu,0.14830860607471472
heading,nnehn,0.14831750485804002
serving,tulanni-kniarni,0.14832937073305735
generations,O,0.14837090877191667
baskets,kriou,0.1484050380056456
Tell,nohor,0.14849262281304645
thigh,MAKTORNA-KRAUTU,0.14850301766045879
calls,Makamori-Kalewna,0.14850450269806056
cloth,ra,0.14859214620694514
deny,A,0.14864862195221581
discerned,tlili-tloha,0.1486798414407573
kill,rwenna,0.14896111205808651
restored,nwetar,0.14899388710786257
newborn,Mliekur,0.14905945884291383
sorrowful,Amuat,0.1491086565815124
mute,naltieri,0.14912804196689078
safe,nliwan,0.14923097582394468
fruits,Hota,0.14925336214925072
talked,nwahaurnohora,0.14928023017248712
home,romni,0.14959554399725214
releasing,nu,0.14965240110613762
deeds,niohora,0.1497062856691752
walking,ulti,0.14972275426635506
Eli,eli,0.14976618016154278
pain,nmalui,0.14999699776292735
Bear,Mi'upa-mi,0.15004350404033442
heard,ratlin,0.15030931621686514
listen,mitlina,0.15031683187056574
becomes,inni-wakwak,0.15039802487991538
worse,hota,0.1504040409212306
bountifully,liawanni,0.1505048453943754
Eloi,Eloi,0.1505454871890273
answer,ta,0.1506042113795038
man,riy,0.15070816414493543
risen,Nmori,0.15072625020977498
standing,lia,0.15076242885108865
wisdom,kirkira-ralma-rior,0.15086799949669955
Leave,Miolin,0.15086799949669955
watch,repreparreria,0.15089364923678011
dry,kerna-khag,0.15096307628242533
dwell,la,0.15114887510910655
sought,talan,0.15128497033036786
pay,la,0.15132582278719056
swore,Aliokra,0.1513454964229115
snare,tniokalli,0.1513999906099889
glorified,ra'uli-rawedia,0.15142573079624644
multiplied,liawanni,0.15153328124100165
Those,mak,0.1517319199193547
anointed,wu'ru,0.15174102410767276
but,Mere,0.15177744632394974
strengthens,karurnian,0.15185183549650735
decreed,nukmu,0.15185790969141028
abound,yeher,0.15188524657540048
expectation,watghudni-lokarni,0.15195057127523182
wrote,horat,0.152125414948041
period,Iramkek,0.15228370767753885
children-you,upni-a'na,0.1524299702317023
number,liawanni,0.15244368954638307
brother,hyalli,0.15246655781489227
sues,lawawna,0.1525260313690293
apostles,lirni-tunnu,0.1525901057568839
crying,polpuolu-hawaunia,0.15261146986714264
ate,ra'an,0.15267863368884138
turned,Noma,0.15285890081328066
holding,pitpit,0.15291088167580305
led,rodia,0.1529169982334004
one,ida,0.15305162441867945
ages,Ululu-plialiaini,0.15317411470779724
since,di,0.15319709254829833
partiality,wialmi,0.1532614488410441
father,amni,0.15328443978264777
Kingdom,Ray,0.15352221489241638
leper,ulityata,0.15367888744102293
sending,pa,0.15371423765025258
From,hota,0.15373114714639935
healed,Nhi,0.15377112244122054
endurance,kropna-krieutu,0.15387726112934133
urge,Yanie,0.15388033870533957
divorce,patke,0.15388187751642068
She,Ruta,0.15388957180265203
entering,la,0.15399117244456553
sufficient,nohora,0.15404970020966555
strictly,memieheni,0.1540712686774524
lack,mhuoratdoinia,0.15409900400191867
Praetorium,rler,0.1541467820983816
served,pa,0.1542115373445127
Men,mutnu,0.1542531800811122
children,upni-a'nani,0.15431798002378164
teach,riy,0.15449245790264418
Shepherd,emkare,0.15454035798872373
stood,lia,0.15482032933431655
tore,nlihira-nnaiya,0.15492874150468341
old,happe,0.15498297605470263
began,Yesus,0.1551923443641876
justified,Uplerlawna,0.1552823820323185
hidden,kayade,0.15537713318152066
Zealot,Romawi,0.15550614973652502
name,nanni,0.1555294774085172
means,la,0.15559325756829395
measure,pa,0.15576450432006517
perfected,plol,0.1558174732557428
bright,Naniair,0.155875136387869
fade,lomarni,0.155875136387869
private,makwohorulu,0.1559125509101652
demon,hegana,0.15592814294484494
jar,huwua,0.15593593954690563
Neither,Hade,0.15609507535070632
listens,katlin,0.15610756345625196
bringing,pa,0.1561387880913026
appoint,rwahora,0.15622312580600548
share,pa,0.15631688780727662
quench,hopopnu,0.15638099087150778
desires,kiwra,0.15655467014553975
grumbling,heri,0.15659694561341037
false,riwra,0.1567692970294852
disregards,rukum,0.1568037900689269
slapping,klili-kdioria,0.1568680928040151
approaching,a,0.15687279891739056
rib,Ruh,0.15693399124069574
Fill,mhiaur,0.1569622419016023
threw,to'orni,0.15697009020990346
every,honona,0.1570313204842127
cursed,ai,0.15709885847164756
leaving,tete'-omiomia,0.1572513182954255
immortality,Rdi'na-rlo,0.15727333502112167
edge,mhuaplia,0.15728591739121145
blessing,de,0.1573441239481952
defile,khi,0.15736615366759232
redemption,Nwe'er,0.15736772733699733
sackcloth,do'oni-halli,0.1574417075528346
high,o'ta,0.15751729771264697
move,Ya'unni-yamta'ata,0.15753777629242846
there,hande,0.1575503798186662
lusts,ralma-riorni,0.15766543358544935
seed,wini-hgona,0.15771904894696337
despise,a,0.15772378058940603
beforehand,mlier,0.15785632422563478
faith,pesiayni,0.1578768468817279
hurried,nwasiorgerun,0.15789263535582662
beckoned,rkawlia,0.1581122587218494
plague,wniohorni-tniatarni,0.15811858333868975
disputes,rkokna-rrarnia,0.1581407214899916
struck,ndawar,0.1583717755718038
seem,rtu,0.15840345309456486
how,emkameni,0.15841771004689661
sealed,cap,0.15847633544464373
sheep,duma,0.15849535374597232
please,nhi,0.15873010053929434
hoping,a,0.1590908271373083
exist,penpuenu-wuhur,0.1590971908976681
earnest,miy,0.15911946606361901
until,la'pa,0.15914492721502702
departure,prehena-mau,0.15931530342216257
hull,rria'geni,0.15954966913478855
With,namni,0.15961350176811803
pride,tulu-petna,0.15962148264272663
multitudes,re,0.15962946391638894
body,inonni,0.159648620601437
doctrine,kaplola,0.15975402347015452
shut,rho'la,0.15979556491641075
service,a,0.15995224132893163
discern,makatu,0.1599586395465483
sign,kamehi-kayona,0.16001623502334883
thrown,rnaklia,0.1600594452399219
begged,rwak,0.16022919820505319
married,rmehlim,0.16031895168467677
yet,ma'ta,0.1603397945031496
despised,naplinu-naplo'ola,0.160360640031365
immediately,dewade,0.16050021449427998
inwardly,rwehwa-rlakta,0.1606238472519438
possession,ra'olu,0.16067204163491539
lost,matromni,0.16080867092952905
parts,la,0.16088426876896655
chains,nhio'la,0.1609293226714739
insight,ukru-rehermi,0.16094219753227515
greatest,inponni,0.1610291297885393
blackness,wowta,0.1611580046354356
sows,wini-hgona,0.1611805683355067
teachers,kwatutu-kwaye,0.16138055620709799
bush,ahla,0.1614289776368114
Whoever,riy,0.16154201748048666
wedding,he,0.16154201748048666
neck,hletan,0.16180878182939518
judgment,watghudi,0.1618783745669481
gates,puohra,0.1619123725952752
adultery,patke,0.16200306891652827
thing,a,0.16211975312742335
mystery,ululu,0.1622186763453451
Which,maka,0.16228519963899
deepest,wuwulla,0.16229006826800824
petitions,Npolu-nhaunu,0.16246218694715625
instruct,a-ka'atga,0.16252555955692127
Later,mukekrer,0.16260033851215858
birth,nayor,0.1627369801779739
choked,pede,0.1628639645399758
sink,nteprernu,0.16298778820005697
thorns,ruwnu-ahla,0.1630301705344537
Do,Yana,0.16307093317220472
morals,irod,0.16325694003979102
wage,matowar,0.16332388910882864
remains,de,0.1634921993795201
doing,mhi,0.16353634823317958
produce,wro'onni,0.16354779617822932
testing,Yesus,0.16358378065153548
fools,matmi,0.16360177585712532
pleased,kla,0.16370978866949823
best,samomuou,0.16374253390164617
matters,lira-tunu,0.1638375321181288
trouble,a,0.1639391428841246
far,oliet,0.1639801327933708
self-control,na'hirmi,0.16407362811269763
place,gen,0.16413762930708325
send,pa,0.16415568543937611
preached,nohora,0.16416389342884607
poverty,Nhoratnan,0.16429034830566597
denies,kreher,0.16430842123797265
thought,de,0.16434785999153087
go,pa,0.1643675829180818
eager,totpa,0.16448432534060947
exhortation,aruri,0.1644941946962076
lord,upni-matromni,0.16450899983995176
eating,noma,0.16452709682525007
most,de,0.16456000553537645
opening,ukotkota,0.16457481660236267
act,nalialiai,0.16458139972668837
dish,tema,0.16460938094297792
mighty,a-yapyapi,0.16465877116542374
steadfastness,atiahana,0.16477736817046124
messengers,enade,0.1648515346723493
farmer,Mak,0.16491913765923027
Put,Hoi,0.16499666787210293
boasts,mpio'on,0.1650065679691752
sixth,nwawuau,0.16525095849414867
dying,nmat,0.16525591609726717
heresies,ntet,0.16532699142128848
beloved,kden,0.1653567529582023
ca,niana,0.1653666746610279
sincere,ampehwa-mlakat,0.16538486599574567
copy,Horta-hair,0.1653865198526749
See,harilla,0.16539313544578
nor,onde,0.16541629210567077
Listen,Mitlin,0.1655321240465943
Surely,edonno,0.1655950382066653
boldness,pia,0.16568448367539992
valley,Mtiwria,0.16587844796828502
glorify,ra'uli-rawedia,0.16588176557042028
never,emkade,0.16603444701744158
destruction,matmiati-molmuolu,0.16609921308033976
know,niohora,0.16611250154891782
hold,la,0.16612579108061593
deliver,lia,0.16613409757783063
enough,Hadewa,0.16624211984468967
stone,watu,0.16637017557209816
housetop,roma,0.16645171693413063
sand,miakmu,0.16667657849939743
dull,lolioi,0.16676660815760708
stole,kalim,0.16677327895534846
rose,noma,0.1668900611196061
changed,nnio'luga,0.1669935650404001
condemn,nto'on,0.16701026523189982
bring,pa,0.16715897053199896
run,kawlari,0.16715897053199896
peace,kalwiedni-paitiotni,0.16724089849827217
thanksgiving,Uplerlawna,0.16728104113083497
including,kliwra,0.16729609710204527
buried,rkenia,0.16729777007138114
spot,kuku,0.16742329046319782
fall,hota,0.16751874894184374
friends,mutwualli,0.16752880036832002
plot,naphyar,0.16766287703212943
princes,o'ta-mata,0.16767964415817496
Go,Mlia,0.1677232465337193
apostle,lirni-tunnu,0.1678574788167004
Much,Plollolli,0.1680640705435109
rulers,plolli,0.16816830257583898
clothes,plalahwani,0.16819689361744655
shamefully,i-ramalia,0.16819689361744655
heap,raniutin,0.16820362162775057
hand,limni,0.16821876063494218
drunken,npehera-nma'wu,0.168496550703773
deceivers,rputra-rpalka,0.1686938070405514
night,mel,0.16881531031755137
priest,imam,0.16883388102305638
wounded,namno,0.16887609476981066
consume,nweyata-nwaniawu,0.16901632011393727
shame,amola-ma,0.16901801028558927
gotten,galla,0.16923618421078418
trade,mensiarni,0.16924803115831727
grace,kalwiedni,0.1692632641665966
deceive,nalahar,0.16932251667763948
occasion,rlernana,0.1694834494994701
entrusted,a-mhiopan,0.1694834494994701
milk,uh,0.1695224351760359
darkened,rmela-rka'ara,0.16974974750441832
took,na'nama,0.16990598913225094
shaken,nawniatiri-nawnialiakra,0.1699501704327455
quiet,Hoi,0.16998076421678135
sorrow,miy,0.17000456318966092
lady,hararar,0.17010489547705715
accept,amreiniana-ma'nana,0.17020869111775005
uncleanness,kakdeha-kaktiahli,0.17021549960156349
followed,reria,0.1703585406900752
platter,totopa,0.17046249110154832
Is,de,0.1705034070091252
ever,liarni,0.1705323950522306
Desiring,wual,0.1705323950522306
wife,hawni,0.17053751110082252
calling,Npol,0.17055115464744514
afraid,ramta'at,0.1707149623710336
compare,yawalliohora,0.1707166695291931
cut,doinia,0.17091823409894547
affliction,kropna-krieutu,0.17102252602755014
am,A,0.1710259465122754
troubled,mimta'ata,0.17117993915042914
endures,pitpitga,0.1712039060195519
kindled,edon,0.1712381502250622
stumbles,mel'utni,0.17128610362028723
translated,Nan,0.1713889061201253
traitors,Rhol,0.17139404786443468
caused,la,0.17144718825560773
