verse,text
MAT 24:40,"Kemudian, akan ada dua orang di ladang; yang satu akan diambil dan yang satu akan ditinggalkan."
MAT 24:41,"Dua perempuan akan menggiling pada batu kilangan, yang satu akan diambil dan yang satu akan ditinggalkan."
MAT 24:42,"Karena itu, berjaga-jagalah karena kamu tidak tahu pada hari apa Tuhanmu akan datang."
MAT 24:43,"Namun, ketahuilah ini bahwa jika tuan rumah sudah mengetahui kapan, pada waktu malam, si pencuri akan datang, ia akan berjaga-jaga dan tidak akan membiarkan rumahnya dibongkar."
MAT 24:44,"Oleh karena itu, kamu juga harus siap sedia karena Anak Manusia datang pada waktu yang kamu tidak menduganya.”"
MAT 24:45,"“Lalu, siapakah hamba yang setia dan bijaksana, yang tuannya angkat atas seluruh rumahnya untuk memberi mereka makanan pada waktu yang tepat?"
MAT 24:46,"Diberkatilah hamba itu, yang ketika tuannya datang, tuannya itu mendapati dia sedang bekerja demikian rupa."
MAT 24:47,"Sesungguhnya, Aku berkata kepadamu bahwa tuan itu akan mengangkat hambanya tersebut atas semua miliknya."
MAT 24:48,"Namun, jika hamba yang jahat itu berkata dalam hatinya, ‘Tuanku menunda datang,’"
MAT 24:49,"lalu ia mulai memukuli hamba-hamba yang lain, lalu makan serta minum bersama dengan para pemabuk;"
MAT 24:50,"tuan dari hamba itu akan datang pada hari ketika ia tidak mengharapkannya dan pada waktu yang tidak ia ketahui,"
MAT 24:51,"dan akan memenggalnya, dan menempatkan ia bersama-sama orang-orang munafik. Di tempat itu, akan ada tangisan dan kertak gigi.”"
MAT 25:1,"“Kemudian, Kerajaan Surga akan diumpamakan dengan sepuluh gadis yang membawa pelita-pelitanya dan pergi untuk bertemu mempelai laki-laki."
MAT 25:2,"Lima di antara mereka bodoh, dan lima yang lainnya bijaksana."
MAT 25:3,"Ketika yang bodoh itu membawa pelita-pelitanya, mereka tidak membawa minyak bersamanya."
MAT 25:4,"Namun, yang bijaksana membawa minyak dalam guci kecil bersama dengan pelita-pelita mereka."
MAT 25:5,"Sekarang, ketika mempelai laki-laki itu menunda kedatangannya, mereka semua mengantuk dan tidur."
MAT 25:6,"Namun, pada tengah malam ada teriakan, ‘Lihat, mempelai laki-laki datang! Keluarlah untuk menyambutnya!’"
MAT 25:7,"Kemudian, semua gadis itu bangun dan merapikan pelita-pelita mereka."
MAT 25:8,"Dan, yang bodoh berkata kepada yang bijaksana, ‘Berilah kepada kami sedikit minyakmu karena pelita-pelita kami hampir padam.’"
MAT 25:9,"Akan tetapi, yang bijaksana menjawab, ‘Tidak, tidak akan cukup untuk kami dan kamu. Lebih baik, pergilah kepada yang menjual minyak dan belilah untuk dirimu sendiri.’"
MAT 25:10,"Sementara mereka pergi untuk membeli, mempelai laki-laki itu datang, dan mereka yang siap, masuk bersama-sama dengan dia ke perjamuan kawin, dan pintu ditutup."
MAT 25:11,"Setelah itu, datang pula gadis-gadis yang lainnya dan berkata, ‘Tuan, tuan! Bukakanlah bagi kami.’"
MAT 25:12,"Akan tetapi, ia menjawab, ‘Sesungguhnya, aku berkata kepadamu, aku tidak mengenalmu.’"
MAT 25:13,"Oleh karena itu, berjaga-jagalah karena kamu tidak tahu hari atau waktunya.”"
MAT 25:14,"“Sebab, Kerajaan Surga sama seperti seseorang yang akan pergi ke luar negeri, yang memanggil hamba-hambanya dan mempercayakan miliknya kepada mereka."
MAT 25:15,"Kepada yang seorang, ia memberikan 5 talenta. Kepada yang lainnya, 2 talenta, dan kepada yang lainnya lagi, 1 talenta. Masing-masing sesuai kemampuannya. Kemudian, ia pergi."
MAT 25:16,"Orang yang menerima 5 talenta itu langsung pergi, dan menjalankan talenta itu, dan ia menghasilkan 5 talenta lagi."
MAT 25:17,"Demikian juga orang yang menerima 2 talenta, ia juga menghasilkan 2 talenta lagi."
MAT 25:18,"Akan tetapi, orang yang menerima 1 talenta itu pergi, menggali lubang di tanah, dan menyembunyikan uang tuannya."
MAT 25:19,"Lama sesudah itu, tuan dari hamba-hamba itu datang dan mengadakan perhitungan dengan mereka."
MAT 25:20,"Orang yang telah menerima 5 talenta itu menghadap dan membawa 5 talenta lagi, katanya, ‘Tuan, engkau mempercayakan 5 talenta kepadaku. Lihatlah, aku telah menghasilkan 5 talenta lagi.’"
MAT 25:21,"Tuannya berkata kepadanya, ‘Bagus sekali, hamba yang baik dan setia. Kamu setia dengan hal-hal kecil, aku akan mengangkat engkau atas banyak hal, masuklah ke dalam sukacita tuanmu.’"
MAT 25:22,"Dan, orang yang menerima 2 talenta juga menghadap dan berkata, ‘Tuan, engkau mempercayakan 2 talenta kepadaku. Lihat, aku telah menghasilkan dua talenta lagi.’"
MAT 25:23,"Tuannya menjawab, ‘Bagus sekali, hamba yang baik dan setia. Kamu setia dengan hal-hal kecil, aku akan mengangkat engkau atas banyak hal, masuklah ke dalam sukacita tuanmu.’"
MAT 25:24,"Kemudian, orang yang menerima 1 talenta juga menghadap dan berkata, ‘Tuan, aku tahu engkau orang yang kejam, menuai di tempat yang engkau tidak menabur, dan mengumpulkan di tempat yang engkau tidak menyebarkan benih."
MAT 25:25,"Karena itu, aku takut, dan pergi dan menyembunyikan talentamu di dalam tanah. Lihat, engkau memiliki apa yang menjadi milikmu.’"
MAT 25:26,"Namun, tuannya menjawab dan berkata kepadanya, ‘Kamu hamba yang jahat dan malas! Kamu tahu bahwa aku menuai di tempat yang aku tidak menabur dan mengumpulkan di tempat yang aku tidak menyebarkan benih."
MAT 25:27,"Karena itu, seharusnya kamu menyimpan uangku di bank dan ketika aku kembali, aku akan menerima milikku kembali dengan bunganya."
MAT 25:28,"Ambillah 1 talenta itu darinya dan berikan kepada dia, yang memiliki 10 talenta itu."
MAT 25:29,"Sebab, setiap orang yang memiliki akan diberi lagi, dan ia akan berkelimpahan. Akan tetapi, dari orang yang tidak memiliki, bahkan apa yang ia miliki akan diambil."
MAT 25:30,Lemparkanlah hamba yang tidak berguna itu ke dalam kegelapan yang paling pekat. Di tempat itu akan ada tangisan dan kertak gigi.’”
MAT 25:31,"“Ketika Anak Manusia datang dalam kemuliaan-Nya, dan para malaikat bersama-Nya, lalu Ia akan duduk di takhta kemuliaan-Nya."
MAT 25:32,"Semua bangsa akan dikumpulkan di hadapan-Nya, dan Ia akan memisahkan mereka satu dari yang lain, seperti gembala yang memisahkan domba dari kambing-kambing."
MAT 25:33,"Dan, Ia akan menempatkan domba-domba di sebelah kanan-Nya, dan kambing-kambing di sebelah kiri."
MAT 25:34,"Kemudian Raja akan berkata kepada mereka yang di sebelah kanan-Nya, ‘Marilah, kamu yang diberkati oleh Bapa-Ku, warisilah Kerajaan yang disediakan untukmu dari permulaan dunia."
MAT 25:35,"Karena ketika Aku lapar, kamu memberi Aku makan. Aku haus dan kamu memberi Aku minum. Aku orang asing, dan kamu mengundang Aku masuk."
MAT 25:36,Aku telanjang dan kamu memakaikan Aku pakaian. Aku sakit dan kamu menengok Aku. Aku di penjara dan kamu datang kepada-Ku.’
MAT 25:37,"Lalu, orang-orang benar itu akan menjawab-Nya, ‘Tuhan, kapan kami melihat Engkau lapar dan memberi-Mu makan, atau haus dan memberi-Mu minum?"
MAT 25:38,"Kapan kami melihat Engkau seorang asing dan mengundang Engkau masuk, atau telanjang dan memakaikan Engkau pakaian?"
MAT 25:39,Kapan kami melihat Engkau sakit atau di penjara dan kami datang kepada-Mu?’
MAT 25:40,"Raja itu akan menjawab, ‘Aku mengatakan yang sebenarnya kepadamu, sebagaimana kamu melakukannya terhadap satu dari saudara-saudara-Ku yang paling kecil ini, kamu melakukannya untuk-Ku.’"
MAT 25:41,"Kemudian, Ia akan berkata juga kepada mereka yang di sebelah kiri-Nya, ‘Pergilah dari hadapan-Ku, kamu yang terkutuk, ke dalam api abadi yang telah disiapkan untuk Iblis dan malaikat-malaikatnya."
MAT 25:42,"Sebab, Aku lapar dan kamu tidak memberi-Ku makan. Aku haus dan kamu tidak memberi-Ku minum."
MAT 25:43,"Aku orang asing dan kamu tidak mengundang-Ku masuk; telanjang dan kamu tidak memakaikan Aku pakaian; sakit dan di penjara, dan kamu tidak menengok Aku.’"
MAT 25:44,"Kemudian, mereka juga akan menjawab, ‘Tuhan, kapan kami melihat Engkau lapar atau haus, atau seorang asing, atau sakit, atau telanjang, atau di penjara, dan tidak melayani-Mu?’"
MAT 25:45,"Kemudian, Ia akan menjawab mereka, “Aku mengatakan yang sebenarnya kepadamu, sebagaimana kamu tidak melakukannya terhadap satu dari mereka yang paling kecil ini, kamu tidak melakukannya kepada-Ku.’"
MAT 25:46,"Dan, mereka ini akan pergi ke dalam penghukuman kekal, tetapi orang-orang benar ke dalam kehidupan kekal.”"
MAT 26:1,"Ketika Yesus sudah menyelesaikan semua perkataan-perkataan ini, Dia berkata kepada murid-murid-Nya,"
MAT 26:2,"“Kamu tahu bahwa dua hari lagi Paskah tiba, dan Anak Manusia akan diserahkan untuk disalibkan.”"
MAT 26:3,"Kemudian, para imam kepala dan tua-tua bangsa itu berkumpul bersama di istana Imam Besar, yang bernama Kayafas."
MAT 26:4,"Dan, mereka bersekongkol untuk menangkap Yesus dengan tipu daya dan membunuh-Nya."
MAT 26:5,"Akan tetapi, mereka berkata, “Jangan selama perayaan supaya jangan ada kerusuhan di antara orang banyak.”"
MAT 26:6,"Sekarang, ketika Yesus berada di Betania, di rumah Simon si Kusta,"
MAT 26:7,"seorang perempuan datang kepada-Nya dengan sebotol guci pualam kecil berisi minyak wangi yang sangat mahal, dan perempuan itu menyiramkannya ke atas kepala Yesus ketika Dia sedang duduk makan."
MAT 26:8,"Ketika murid-murid melihatnya, mereka marah dan berkata, “Apa gunanya pemborosan ini?"
MAT 26:9,"Sebab, minyak wangi itu dapat dijual untuk harga yang mahal dan diberikan kepada yang miskin.”"
MAT 26:10,"Namun, Yesus, mengetahui hal ini, berkata kepada mereka, “Mengapa kamu menyusahkan perempuan ini? Sebab, ia melakukan perbuatan baik atas-Ku."
MAT 26:11,"Sebab, kamu selalu mempunyai orang-orang miskin bersamamu, tetapi kamu tidak akan selalu mempunyai Aku."
MAT 26:12,"Ketika perempuan ini menyiramkan minyak wangi ke tubuh-Ku, ia melakukannya untuk mempersiapkan penguburan-Ku."
MAT 26:13,"Aku mengatakan yang sebenarnya kepadamu bahwa di mana saja Injil ini diberitakan ke seluruh dunia, apa yang sudah dilakukan perempuan ini akan dibicarakan pula sebagai peringatan akan dia.”"
MAT 26:14,"Kemudian, satu dari kedua belas murid, yang bernama Yudas Iskariot, pergi kepada imam-imam kepala,"
MAT 26:15,"dan berkata, “Kamu akan memberiku apa jika aku menyerahkan Dia kepadamu?” Dan, mereka menetapkan 30 keping perak untuknya."
MAT 26:16,"Dan, sejak itu, ia mencari kesempatan baik untuk menyerahkan Yesus."
MAT 26:17,"Sekarang, pada hari pertama Roti Tidak Beragi, para murid datang kepada Yesus dan bertanya, “Di mana Engkau ingin kami mempersiapkan makan Paskah bagi-Mu?”"
MAT 26:18,"Yesus menjawab, “Masuklah ke kota, kepada seseorang, dan katakan kepada-Nya, ‘Guru berkata, “Waktu-Ku sudah dekat. Aku akan merayakan Paskah di rumahmu bersama murid-murid-Ku.”’”"
MAT 26:19,"Para murid melakukan seperti yang telah Yesus pesankan kepada mereka, dan mempersiapkan Paskah itu."
MAT 26:20,"Sekarang, ketika mulai malam, Yesus duduk makan bersama dengan kedua belas murid."
MAT 26:21,"Dan, saat mereka sedang makan, Dia berkata, “Aku mengatakan yang sebenarnya kepadamu bahwa salah satu dari kamu akan mengkhianati Aku.”"
MAT 26:22,"Mereka sangat sedih dan masing-masing orang mulai berbicara kepada-Nya, “Pastinya, bukan aku, Tuhan?”"
MAT 26:23,"Dan, Dia menjawab, “Ia, yang mencelupkan tangannya ke dalam mangkuk bersama-sama Aku, dialah yang akan mengkhianati Aku."
MAT 26:24,"Anak Manusia akan pergi seperti yang tertulis tentang Dia. Namun, celakalah orang itu, yang olehnya Anak Manusia dikhianati! Akan lebih baik bagi orang itu jika ia tidak pernah dilahirkan.”"
MAT 26:25,"Kemudian Yudas, yang akan menyerahkan Yesus, berkata kepada-Nya, “Pasti bukan aku, Rabi?” Yesus berkata kepadanya, “Kamu sudah mengatakannya.”"
MAT 26:26,"Ketika mereka sedang makan, Yesus mengambil roti. Dan, setelah memberkatinya, Yesus memecah-mecahkannya dan memberikannya kepada para murid serta berkata, “Ambillah dan makanlah, ini adalah tubuh-Ku.”"
MAT 26:27,"Kemudian, Dia mengambil cawan, mengucap syukur, dan memberikannya kepada mereka, kata-Nya, “Kamu semua, minumlah darinya."
MAT 26:28,"Sebab, ini adalah darah-Ku, darah perjanjian, yang ditumpahkan untuk banyak orang untuk pengampunan dosa-dosa."
MAT 26:29,"Aku mengatakan kepadamu bahwa Aku tidak akan meminum hasil pohon anggur ini, dari sekarang sampai hari itu, ketika Aku meminum anggur yang baru bersama kamu dalam kerajaan Bapa-Ku.”"
MAT 26:30,"Setelah menyanyikan sebuah pujian, mereka pergi ke bukit Zaitun."
MAT 26:31,"Kemudian Yesus berkata kepada murid-murid-Nya, “Kamu semua akan tersandung karena Aku malam ini. Karena ada tertulis, ‘Aku akan memukul gembala, dan domba-domba dari kawanan itu akan tercerai-berai’."
MAT 26:32,"Akan tetapi, sesudah Aku bangkit, Aku akan mendahului kamu ke Galilea.”"
MAT 26:33,"Petrus berkata, “Sekalipun semua tersandung karena-Mu, aku tidak akan pernah tersandung.”"
MAT 26:34,"Kata Yesus kepadanya, “Aku mengatakan yang sebenarnya kepadamu bahwa pada malam ini, sebelum ayam jantan berkokok, kamu akan menyangkal Aku tiga kali.”"
MAT 26:35,"Petrus berkata kepada-Nya, “Sekalipun aku harus mati bersama-Mu, aku tidak akan menyangkal-Mu!” Semua murid yang lain juga mengatakan hal yang sama."
MAT 26:36,"Kemudian Yesus tiba bersama murid-murid-Nya di tempat yang bernama Getsemani dan Dia berkata kepada murid-murid-Nya, “Duduklah di sini, sementara Aku ke sana untuk berdoa.”"
MAT 26:37,"Dan, Dia membawa Petrus dan kedua anak Zebedeus bersama-Nya, dan Dia mulai berduka dan bersusah hati."
MAT 26:38,"Kemudian, Dia berkata kepada mereka, “Hati-Ku sangat berduka, bahkan seperti mau mati rasanya. Tinggallah di sini dan tetaplah berjaga-jaga bersama-Ku.”"
MAT 26:39,"Dan, Dia sedikit menjauh, lalu sujud dengan wajah-Nya menyentuh tanah dan berdoa, kata-Nya, “Bapa-Ku, kalau mungkin, biarlah cawan ini berlalu dari-Ku. Akan tetapi, jangan seperti yang Aku kehendaki, melainkan seperti kehendak-Mu.”"
MAT 26:40,"Kemudian, Dia datang kepada murid-murid-Nya dan mendapati mereka sedang tidur. Lalu, Dia berkata kepada Petrus, “Jadi, kamu tidak sanggup berjaga-jaga bersama Aku selama 1 jam?"
MAT 26:41,Berjaga-jaga dan berdoalah supaya kamu jangan jatuh ke dalam pencobaan. Roh memang penurut tetapi daging lemah.”
MAT 26:42,"Yesus pergi lagi untuk kedua kalinya dan berdoa, kata-Nya, “Bapa-Ku, jika ini tidak dapat berlalu kecuali Aku meminumnya, kehendak-Mulah yang akan terjadi.”"
MAT 26:43,"Sekali lagi, Dia datang dan mendapati mereka tidur karena mata mereka terasa berat."
MAT 26:44,"Maka, Dia meninggalkan mereka, dan Dia pergi lagi, lalu berdoa untuk ketiga kalinya, mengucapkan kata-kata yang sama."
MAT 26:45,"Kemudian Yesus kembali kepada murid-murid dan berkata, “Tidurlah sekarang dan beristirahatlah. Lihat, waktunya makin dekat dan Anak Manusia diserahkan ke tangan orang-orang berdosa."
MAT 26:46,"Bangunlah, mari kita pergi. Lihat, orang yang menyerahkan Aku sudah dekat.”"
MAT 26:47,"Sementara Yesus masih berbicara, Yudas, satu dari kedua belas murid itu datang. Bersama-sama dengan dia, kerumunan besar orang banyak dari imam-imam kepala dan tua-tua bangsa itu, dengan pedang dan pentung."
MAT 26:48,"Sekarang, ia yang menyerahkan Yesus memberi mereka tanda, katanya, “Siapa yang aku cium, itulah Dia, tangkaplah Dia.”"
MAT 26:49,"Yudas segera mendekat kepada Yesus dan berkata, “Salam, Rabi!” Dan, Yudas mencium-Nya."
MAT 26:50,"Yesus berkata kepadanya, “Teman, lakukanlah maksud kedatanganmu.” Kemudian orang banyak itu mendekat, meletakkan tangan pada Yesus, dan menangkap-Nya."
MAT 26:51,"Dan, lihat, satu dari mereka yang bersama Yesus mengulurkan tangannya, menarik pedangnya, dan menyerang hamba imam besar itu, dan memotong telinganya."
MAT 26:52,"Kemudian, Yesus berkata kepadanya, “Kembalikan pedangmu ke tempatnya karena semua yang menggunakan pedang akan binasa oleh pedang."
MAT 26:53,"Atau, kamu pikir aku tidak mampu memohon kepada Bapa-Ku, dan Ia, sekarang juga, akan memberi-Ku lebih dua belas pasukan malaikat?"
MAT 26:54,"Namun, bagaimana kemudian Kitab Suci akan digenapi yang mengatakan bahwa harus terjadi demikian?"
MAT 26:55,"Pada waktu itu, Yesus berkata kepada orang banyak itu, “Apakah seperti melawan perampok kamu keluar dengan pedang dan pentung untuk menangkap Aku? Setiap hari, Aku duduk mengajar di Bait Allah dan kamu tidak menangkap Aku."
MAT 26:56,"Akan tetapi, semua ini terjadi supaya kitab-kitab para nabi digenapi.” Kemudian, semua murid meninggalkan-Nya dan melarikan diri."
MAT 26:57,"Mereka yang menangkap Yesus membawa-Nya kepada Kayafas, sang Imam Besar, tempat para ahli Taurat dan para tua-tua berkumpul bersama."
MAT 26:58,"Lalu, Petrus mengikuti Yesus dari kejauhan sampai ke halaman rumah imam besar. Dan, Petrus masuk, duduk bersama para pengawal untuk melihat kesudahannya."
MAT 26:59,"Sekarang, para imam kepala dan seluruh Sanhedrin mencari kesaksian palsu terhadap Yesus supaya mereka dapat menghukum mati Dia."
MAT 26:60,"Akan tetapi, mereka tidak dapat menemukannya meskipun banyak saksi dusta yang datang. Kemudian, ada dua orang yang muncul,"
MAT 26:61,"dan berkata, “Orang ini berkata, ‘Aku mampu merobohkan Bait Allah dan membangunnya kembali dalam tiga hari.’”"
MAT 26:62,"Kemudian, Imam Besar berdiri dan berkata kepada Yesus, “Apakah Engkau tidak punya jawaban? Apa yang orang-orang ini saksikan terhadap-Mu?”"
MAT 26:63,"Namun, Yesus tetap diam. Dan, Imam Besar itu berkata kepada Yesus, “Aku menyumpahi-Mu demi Allah yang hidup agar Engkau mengatakan kepada kami, apakah Engkau adalah Mesias, Anak Allah?”"
MAT 26:64,"Yesus berkata kepadanya, “Kamu telah mengatakannya sendiri. Akan tetapi, Aku mengatakan kepadamu bahwa mulai dari sekarang kamu akan melihat Anak Manusia duduk di sebelah kanan Yang Mahakuasa, dan datang di atas awan-awan di langit.”"
MAT 26:65,"Kemudian, Imam Besar merobek pakaiannya dan berkata, “Dia sudah menghujat! Apakah lagi perlunya para saksi? Lihat, sekarang kamu sudah mendengar hujatan-Nya."
MAT 26:66,"Bagaimana pendapatmu?” Para pemimpin Yahudi itu menjawab, “Ia pantas dihukum mati.”"
MAT 26:67,"Kemudian, mereka meludahi muka-Nya dan meninju-Nya. Dan, yang lain menampar-Nya."
MAT 26:68,"Mereka berkata, “Bernubuatlah terhadap kami, hai Mesias; siapakah yang memukul Engkau?”"
MAT 26:69,"Sekarang, Petrus duduk di luar halaman dan seorang pelayan perempuan datang kepadanya dan berkata, “Kamu juga bersama dengan Yesus, Orang Galilea itu.”"
MAT 26:70,"Namun, Petrus menyangkalnya di depan mereka semua, katanya, “Aku tidak tahu apa yang kamu bicarakan.”"
MAT 26:71,"Ketika Petrus keluar ke pintu gerbang, pelayan perempuan yang lainnya melihat dia dan berkata kepada orang-orang yang ada di sana, “Orang ini bersama-sama dengan Yesus dari Nazaret itu.”"
MAT 26:72,"Dan, sekali lagi Petrus menyangkalnya dengan sumpah, “Aku tidak mengenal Orang itu.”"
MAT 26:73,"Tidak lama kemudian, orang-orang yang berdiri di situ mendekati Petrus dan berkata, “Pasti kamu juga adalah salah satu dari mereka karena logatmu membuatmu jelas.”"
MAT 26:74,"Kemudian, Petrus mulai mengutuk dan bersumpah, katanya, “Aku tidak mengenal Orang itu.” Dan, tiba-tiba, ayam jantan berkokok."
MAT 26:75,"Lalu, Petrus teringat akan perkataan Yesus, “Sebelum ayam jantan berkokok, kamu akan menyangkali Aku tiga kali.” Kemudian, Petrus keluar dan menangis dengan sangat sedih."
MAT 27:1,"Sekarang, ketika pagi datang, semua imam kepala dan para tua-tua bangsa itu mengambil keputusan bersama mengenai Yesus untuk menghukum mati Dia."
MAT 27:2,"Dan, mereka mengikat Yesus, lalu membawa dan menyerahkan-Nya kepada Gubernur Pilatus."
MAT 27:3,"Ketika Yudas, yang menyerahkan Yesus, melihat bahwa Yesus dijatuhi hukuman, ia merasa menyesal dan mengembalikan 30 keping perak kepada imam-imam kepala dan para tua-tua,"
MAT 27:4,"katanya, “Aku telah berdosa karena menyerahkan darah yang tidak bersalah.” Akan tetapi, mereka berkata, “Apa urusannya dengan kami? Itu urusanmu!”"
MAT 27:5,"Dan, Yudas melemparkan keping-keping perak itu ke dalam Bait Allah dan meninggalkannya. Lalu, ia pergi dan menggantung dirinya."
MAT 27:6,"Akan tetapi, imam-imam kepala mengambil keping-keping perak itu dan berkata, “Tidak dibenarkan untuk menyimpannya dalam perbendaharaan karena ini adalah harga darah.”"
MAT 27:7,"Maka, mereka mengambil keputusan bersama dan dengan uang itu, mereka membeli tanah tukang periuk sebagai tempat pekuburan untuk orang-orang asing."
MAT 27:8,"Itulah sebabnya, tanah itu disebut ‘Tanah Darah’ sampai hari ini."
MAT 27:9,"Dengan demikian, genaplah apa yang dikatakan Nabi Yeremia: “Kemudian, mereka mengambil 30 keping perak. Itulah harga untuk diri-Nya yang telah ditaksirkan oleh orang-orang Israel."
MAT 27:10,"Mereka menggunakannya untuk membeli tanah tukang periuk, seperti yang telah Tuhan perintahkan kepadaku.”"
MAT 27:11,"Sekarang, Yesus berdiri di hadapan Gubernur dan Gubernur bertanya kepada-Nya, “Apakah Engkau Raja orang Yahudi?” Jawab Yesus, “Ya, seperti yang kamu katakan.”"
MAT 27:12,"Akan tetapi, ketika Ia dituduh oleh imam-imam kepala dan para tua-tua, Ia tidak menjawab apa pun."
MAT 27:13,"Kemudian, Pilatus berkata kepada-Nya, “Apakah Engkau tidak mendengar betapa banyaknya mereka menuduh Engkau?”"
MAT 27:14,"Namun, Yesus tidak menjawab Pilatus, bahkan untuk satu tuduhan pun sehingga Gubernur itu sangat heran."
MAT 27:15,"Sekarang, pada setiap hari raya, Gubernur biasa membebaskan bagi orang banyak, seorang tahanan yang dikehendaki oleh mereka."
MAT 27:16,"Pada waktu itu, mereka mempunyai seorang tahanan yang terkenal, yang disebut Barabas."
MAT 27:17,"Jadi, ketika orang banyak berkumpul, Pilatus bertanya kepada mereka, “Siapa yang kamu inginkan untuk kubebaskan, Barabas atau Yesus, yang disebut Kristus?”"
MAT 27:18,"Sebab, Pilatus tahu bahwa karena iri, mereka telah menyerahkan Yesus kepadanya."
MAT 27:19,"Ketika Pilatus sedang duduk di kursi pengadilan, istrinya mengirim pesan kepadanya, “Jangan lakukan apa pun terhadap Orang benar itu. Sebab, aku telah menderita banyak hal hari ini dalam mimpi karena Dia.”"
MAT 27:20,"Akan tetapi, imam-imam kepala dan para tua-tua meyakinkan orang banyak untuk meminta Barabas dan membunuh Yesus."
MAT 27:21,"Gubernur bertanya kepada mereka, “Yang mana dari kedua orang itu yang kamu kehendaki untuk aku bebaskan bagimu? Dan, mereka berkata, “Barabas!”"
MAT 27:22,"Pilatus berkata kepada mereka, “Kalau begitu, apa yang harus kulakukan dengan Yesus, yang disebut Kristus?” Mereka semua berkata, “Salibkan Dia!”"
MAT 27:23,"Dan, Pilatus bertanya, “Mengapa? Dia telah melakukan kejahatan apa?” Akan tetapi, mereka berteriak lebih keras lagi, “Salibkan Dia!”"
MAT 27:24,"Ketika Pilatus melihat bahwa ia tidak menyelesaikan apa pun, malah kerusuhan mulai terjadi, ia mengambil air dan mencuci tangannya di depan orang banyak itu dan berkata, “Aku tidak bersalah atas darah Orang ini. Itu urusanmu sendiri!”"
MAT 27:25,"Dan, semua orang itu menjawab, “Darah-Nya ada atas kami dan anak-anak kami!”"
MAT 27:26,"Kemudian, Pilatus membebaskan Barabas bagi mereka dan setelah mencambuki Yesus, Pilatus menyerahkan Dia untuk disalibkan."
MAT 27:27,"Kemudian, para tentara gubernur membawa Yesus ke markas kediaman gubernur dan mengumpulkan seluruh pasukan Romawi mengelilingi Dia."
MAT 27:28,Mereka menanggalkan pakaian Yesus dan memakaikan jubah ungu kepada-Nya.
MAT 27:29,"Dan, sesudah menganyam sebuah mahkota berduri, mereka memakaikannya di kepala Yesus, sebatang buluh pada tangan kanan-Nya, dan bersujud di hadapan-Nya, dan mengejek Dia, kata mereka, “Salam, Raja orang Yahudi!”"
MAT 27:30,"Mereka meludahi-Nya, mengambil buluh itu, lalu memukulkannya ke kepala-Nya."
MAT 27:31,"Setelah mereka mengejek Dia, mereka melepaskan jubah ungu itu dari Yesus, dan memakaikan kembali pakaian-Nya sendiri, dan membawa-Nya pergi untuk menyalibkan-Nya."
MAT 27:32,"Ketika para tentara itu keluar, mereka menjumpai seorang laki-laki dari Kirene yang bernama Simon. Mereka memaksa Simon untuk memikul salib Yesus."
MAT 27:33,"Dan, ketika mereka tiba di sebuah tempat yang bernama Golgota, yang berarti “Tempat Tengkorak”,"
MAT 27:34,"mereka memberi-Nya anggur untuk diminum yang dicampur dengan empedu, dan setelah mencecapnya, Dia tidak mau meminumnya."
MAT 27:35,"Ketika mereka menyalibkan Yesus, mereka membagi-bagikan pakaian-Nya di antara mereka dengan membuang undi."
MAT 27:36,"Kemudian, mereka duduk dan mengawasi-Nya di situ."
MAT 27:37,"Dan, di atas kepala-Nya, mereka memasang tuduhan terhadap-Nya, “INILAH YESUS, RAJA ORANG YAHUDI.”"
MAT 27:38,"Pada saat itu, ada dua orang penjahat yang disalibkan bersama dengan Yesus. Satu di sebelah kanan dan yang satu di sebelah kiri."
MAT 27:39,"Dan, orang-orang yang lewat menghujat Dia sambil menggeleng-gelengkan kepala,"
MAT 27:40,"dan berkata, “Engkau yang akan merobohkan Bait Allah dan membangunnya kembali dalam tiga hari, selamatkanlah diri-Mu sendiri! Jika Engkau Anak Allah, turunlah dari salib itu!”"
MAT 27:41,"Demikian juga imam-imam kepala, bersama ahli-ahli Taurat, dan para tua-tua mengejek Yesus, kata mereka,"
MAT 27:42,"“Ia menyelamatkan orang lain, tetapi Ia tidak dapat menyelamatkan Diri-Nya sendiri. Jika Ia adalah Raja Israel, biarlah Ia turun dari salib itu sekarang dan kita akan percaya kepada-Nya."
MAT 27:43,"Ia percaya kepada Allah, maka biarlah Allah menyelamatkan-Nya sekarang, jika Allah menghendaki-Nya. Karena Ia sendiri mengatakan, ‘Aku adalah Anak Allah.’”"
MAT 27:44,Para penjahat yang disalibkan bersama dengan Dia juga mengejek-Nya.
MAT 27:45,"Sekarang, dari jam keenam, kegelapan atas seluruh tanah itu, sampai jam kesembilan."
MAT 27:46,"Kira-kira, pada jam kesembilan, Yesus berseru dengan suara keras, kata-Nya, “Eli, Eli, lama sabakhtani?” yang artinya, “Allah-Ku, Allah-Ku, mengapa Engkau meninggalkan Aku?”"
MAT 27:47,"Dan, beberapa dari mereka yang berdiri di sana, ketika mereka mendengar itu, mereka berkata, “Orang ini sedang memanggil Elia.”"
MAT 27:48,"Tiba-tiba, satu dari mereka berlari, dan mengambil bunga karang, membasahinya dengan anggur asam, dan mengikatkannya pada sebuah buluh, dan memberikannya kepada Yesus untuk diminum."
MAT 27:49,"Akan tetapi, yang selebihnya berkata, “Mari kita lihat, apakah Elia akan datang untuk menyelamatkan-Nya.”"
