verse,text
GEN 19:35,"Jadi, mereka pun membuat ayahnya mabuk lagi pada malam itu. Lalu, anak yang lebih muda masuk dan bersetubuh dengannya. Sekali lagi, Lot tidak tahu ketika anaknya itu bersetubuh dengannya dan ketika anaknya itu pergi."
GEN 19:36,"Kemudian, kedua anak perempuan Lot itu mengandung oleh ayah mereka."
GEN 19:37,Anak yang sulung melahirkan seorang anak laki-laki dan menamainya Moab. Moab adalah nenek moyang semua orang Moab yang ada sekarang.
GEN 19:38,Anak yang lebih muda juga melahirkan seorang anak laki-laki dan menamainya Ben-Ami. Ben-Ami adalah nenek moyang semua orang Amon yang ada sekarang ini.
GEN 20:1,"Dari tempat itu, Abraham berjalan menuju ke selatan dan tinggal di antara Kadesh dan Syur. Kemudian, dia tinggal sementara di Gerar."
GEN 20:2,"Abraham berkata tentang Sara, istrinya, “Dia adalah adikku,” sehingga Abimelekh, raja Gerar, menyuruh orang untuk mengambil Sara."
GEN 20:3,"Akan tetapi, pada suatu malam, Allah berkata kepada Abimelekh dalam mimpi, firman-Nya, “Kamu akan mati sebab perempuan yang kauambil itu adalah istri orang lain.”"
GEN 20:4,"Namun, Abimelekh belum mendekati Sara dan dia berkata, “Tuhan, apakah Engkau akan membunuh bangsa yang tidak bersalah?"
GEN 20:5,"Bukankah dia sendiri yang berkata kepadaku, ‘Perempuan ini adalah adikku,’? Lalu, bukankah perempuan itu juga berkata, ‘Laki-laki ini adalah kakakku,’? Aku melakukan ini dalam ketulusan hatiku dan ketidakbersalahan tanganku.”"
GEN 20:6,"Kemudian, Allah berfirman kepadanya dalam mimpi, “Ya, Aku tahu bahwa kamu melakukan hal ini dalam ketulusan hatimu. Aku yang mencegahmu berbuat dosa terhadap Aku. Karena itu, Aku tidak membiarkanmu menyentuhnya."
GEN 20:7,"Sekarang, kembalikanlah istri orang itu karena dia adalah seorang nabi. Dia akan berdoa untukmu supaya kamu akan hidup. Namun, jika kamu tidak mengembalikan istrinya kepadanya, ketahuilah bahwa kamu dan semua yang bersama denganmu pasti akan mati.”"
GEN 20:8,"Jadi, pagi-pagi sekali, Abimelekh memanggil semua hambanya dan menceritakan tentang semua hal ini di telinga mereka sehingga mereka semua menjadi sangat takut."
GEN 20:9,"Lalu, Abimelekh memanggil Abraham dan berkata kepadanya, “Apa yang sudah kaulakukan terhadap kami? Kesalahan apa yang telah kulakukan kepadamu sehingga kamu menimpakan dosa yang besar atas diriku dan kerajaanku? Kamu telah melakukan sesuatu yang tidak pantas terhadapku!”"
GEN 20:10,"Lalu, Abimelekh berkata lagi kepada Abraham, “Apa maksudmu sehingga kamu melakukan hal ini?”"
GEN 20:11,"Kata Abraham, “Pikirku, sesungguhnya rasa takut akan Allah tidak ada dalam tempat ini sehingga mereka akan membunuhku karena istriku."
GEN 20:12,"Lagi pula, dia memang adikku; dia anak ayahku, tetapi bukan anak ibuku, dan dia menjadi istriku."
GEN 20:13,"Ketika Allah menyuruhku mengembara keluar dari rumah ayahku, aku berkata kepada istriku, ‘Tunjukkanlah kasihmu kepadaku dengan melakukan hal ini di setiap tempat yang kita tuju, katakanlah tentang aku: dia adalah kakakku.’”"
GEN 20:14,"Abimelekh mengambil domba, sapi, serta hamba laki-laki dan perempuan, lalu memberikannya kepada Abraham. Abimelekh juga mengembalikan Sara, istri Abraham, kepadanya."
GEN 20:15,"Kata Abimelekh, “Lihatlah, negeriku ada di hadapanmu. Tinggallah di mana pun kamu suka.”"
GEN 20:16,"Abimelekh berkata kepada Sara, “Dengarlah, aku memberikan 1000 syikal perak kepada kakakmu sebagai bukti kesucianmu di hadapan semua orang yang bersama-sama denganmu. Di hadapan semua orang, namamu dibersihkan.”"
GEN 20:17,"Kemudian, Abraham berdoa kepada Allah dan Allah menyembuhkan Abimelekh, istrinya, dan hamba-hambanya perempuan sehingga mereka dapat melahirkan anak."
GEN 20:18,"Sebelumnya, TUHAN menutup rahim semua perempuan di dalam istana Abimelekh karena Sara, istri Abraham."
GEN 21:1,"TUHAN mengunjungi Sara seperti yang difirmankan-Nya, dan TUHAN melakukan kepada Sara seperti yang telah difirmankan-Nya."
GEN 21:2,"Jadi, Sara mengandung dan melahirkan seorang anak laki-laki bagi Abraham pada masa tuanya, sesuai dengan waktu yang telah difirmankan Allah kepadanya."
GEN 21:3,"Abraham menamakan anak yang lahir baginya itu Ishak, yaitu anak yang telah dilahirkan oleh Sara baginya."
GEN 21:4,"Lalu, Abraham menyunat Ishak, anak laki-lakinya itu, ketika berumur 8 hari, seperti yang diperintahkan Allah kepadanya."
GEN 21:5,Abraham berumur 100 tahun ketika Ishak lahir.
GEN 21:6,"Sara berkata, “Allah telah membuatku tertawa, dan setiap orang yang mendengar hal ini akan tertawa bersamaku.”"
GEN 21:7,"Dia berkata lagi, “Dahulu, siapakah yang dapat mengatakan kepada Abraham bahwa Sara akan menyusui anak? Namun, aku telah melahirkan seorang anak laki-laki baginya, pada masa tuanya.”"
GEN 21:8,Anak itu bertambah besar dan mulai disapih. Abraham mengadakan suatu pesta besar pada hari Ishak disapih.
GEN 21:9,"Pada suatu waktu, Sara melihat anak Hagar, perempuan Mesir yang melahirkan bagi Abraham itu, sedang mengejek,"
GEN 21:10,"Sara berkata kepada Abraham, “Usirlah hamba itu bersama anaknya sebab anak laki-laki dari hamba itu tidak akan menjadi ahli waris bersama dengan Ishak, anakku.”"
GEN 21:11,Hal ini sangat mendukakan dalam pandangan Abraham karena Ismael juga adalah anaknya.
GEN 21:12,"Namun, Allah berkata kepada Abraham, “Jangan berduka karena anak laki-laki dan karena hamba perempuanmu itu. Lakukanlah semua yang dikatakan Sara kepadamu karena dari Ishaklah yang akan disebut keturunanmu."
GEN 21:13,"Namun, Aku juga akan menjadikan anak hamba perempuanmu suatu bangsa yang besar sebab anak itu juga adalah keturunanmu.”"
GEN 21:14,"Kemudian, Abraham bangun pagi-pagi sekali, lalu mengambil roti serta kantong kulit yang berisi air, dan memberikannya kepada Hagar. Dia meletakkan makanan dan air itu di pundak Hagar dan menyerahkan anak itu kepadanya, lalu menyuruh mereka pergi. Lalu, perempuan itu pergi mengembara di padang belantara Bersyeba."
GEN 21:15,"Setelah air di dalam kantong kulit itu habis, Hagar meletakkan anaknya di bawah semak belukar."
GEN 21:16,"Kemudian, dia pergi dan duduk berseberangan dengan anaknya kira-kira sejauh anak panah yang dilepaskan, sebab katanya, “Jangan sampai aku melihat anak itu mati.” Selagi dia duduk berseberangan dengan anaknya, dia mulai menangis dengan suara nyaring."
GEN 21:17,"Allah mendengar suara anak itu, lalu Malaikat Allah memanggil Hagar dari surga dan berkata kepadanya, “Apa yang menyusahkanmu, Hagar? Jangan takut sebab Allah telah mendengar suara anak itu di tempatnya."
GEN 21:18,Bangunlah! Angkat anak itu dan tegakkan dia dengan tanganmu sebab Aku akan menjadikannya suatu bangsa yang besar.”
GEN 21:19,"Kemudian, Allah membuka mata Hagar sehingga dia melihat sebuah sumur. Lalu, Hagar pergi dan mengisi kantong kulit itu dengan air, dan meminumkannya kepada anaknya."
GEN 21:20,Allah menyertai anak itu dan dia bertambah besar. Ismael hidup di padang belantara dan menjadi pemanah.
GEN 21:21,Dia tinggal di padang belantara Paran dan ibunya mengambilkan istri dari tanah Mesir baginya.
GEN 21:22,"Pada waktu itu, Abimelekh dan Pikhol, panglima tentara Abimelekh, berbicara kepada Abraham, “Allah menyertaimu dalam segala sesuatu yang kamu lakukan."
GEN 21:23,"Jadi, bersumpahlah kepadaku di sini, di hadapan Allah, bahwa kamu tidak akan berlaku curang terhadap aku, kepada anak-anakku, atau kepada cucu cicitku. Akan tetapi, seperti kebaikan yang telah kutunjukkan kepadamu, tunjukkanlah kebaikanmu kepadaku dan kepada negeri yang kamu tumpangi ini.”"
GEN 21:24,"Jawab Abraham, “Aku bersumpah!”"
GEN 21:25,"Namun, Abraham mengeluh kepada Abimelekh tentang sumur air yang telah dirampas oleh hamba-hamba Abimelekh."
GEN 21:26,"Abimelekh berkata, “Aku tidak tahu siapa yang melakukannya. Lagi pula, kamu tidak pernah mengatakannya kepadaku dan aku belum pernah mendengar tentang ini sampai hari ini.”"
GEN 21:27,"Abraham mengambil beberapa ekor domba dan sapi jantan, lalu memberikannya kepada Abimelekh. Lalu, kedua orang itu pun mengadakan perjanjian."
GEN 21:28,"Lalu, Abraham juga memisahkan tujuh ekor domba betina dari kawanannya."
GEN 21:29,"Abimelekh bertanya kepada Abraham, “Mengapa kamu memisahkan ketujuh domba betina itu?”"
GEN 21:30,"Abraham menjawab, “Kamu akan menerima tujuh domba betina ini dari tanganku sebagai kesaksian bagiku bahwa akulah yang menggali sumur ini.”"
GEN 21:31,"Itulah sebabnya, sumur itu disebut Bersyeba karena di situlah keduanya bersumpah."
GEN 21:32,"Jadi, mereka mengadakan suatu perjanjian di Bersyeba. Setelah itu, Abimelekh dan pemimpin pasukannya, Pikhol, kembali ke negeri orang Filistin."
GEN 21:33,"Abraham menanam pohon tamariska di Bersyeba dan di situ dia menyerukan nama TUHAN, Allah yang kekal."
GEN 21:34,"Setelah itu, Abraham masih tinggal sementara di tanah orang Filistin selama beberapa waktu."
GEN 22:1,"Sesudah berbagai peristiwa itu, Allah menguji Abraham dan berkata kepadanya, “Abraham!” Abraham menjawab, “Ini aku!”"
GEN 22:2,"Dia berfirman, “Bawalah Ishak, anakmu satu-satunya, yang kaukasihi itu, ke tanah Moria. Lalu, persembahkanlah dia di sana sebagai kurban bakaran di salah satu gunung yang akan Kutunjukkan kepadamu.”"
GEN 22:3,"Pagi-pagi sekali, bangunlah Abraham dan memelana keledainya. Dia mengajak dua dari pelayannya bersamanya dan juga Ishak, anaknya. Dia membelah kayu untuk kurban bakaran, lalu dia bersiap dan berangkat ke tempat yang telah difirmankan Allah kepadanya."
GEN 22:4,"Pada hari yang ketiga, Abraham melayangkan pandangannya dan melihat tempat itu dari kejauhan."
GEN 22:5,"Abraham berkata kepada kedua orang muda yang bersamanya, “Tinggallah di sini dengan keledai ini. Aku dan anak ini akan pergi ke sana untuk beribadah dan akan kembali lagi kepadamu.”"
GEN 22:6,"Abraham mengambil kayu untuk kurban bakaran itu dan meletakkannya di bahu Ishak, anaknya, sedangkan dia membawa api dan pisau di tangannya. Keduanya pergi bersama-sama."
GEN 22:7,"Ishak berkata kepada ayahnya, “Ayahku!” Abraham menjawab, “Ya, Nak?” Ishak bertanya, “Lihat, api dan kayunya ada di sini, tetapi mana domba untuk persembahan bakarannya?”"
GEN 22:8,"Abraham menjawab, “Anakku, Allah sendiri yang akan menyediakan anak domba untuk persembahan bakaran itu bagi-Nya.” Keduanya pun terus berjalan bersama-sama."
GEN 22:9,"Ketika mereka sampai di tempat yang difirmankan Allah kepada Abraham, Abraham pun membangun mazbah di sana dan mengatur kayu di atasnya. Kemudian, dia mengikat Ishak, anaknya, dan membaringkannya di atas mazbah itu, di atas kayu."
GEN 22:10,"Lalu, Abraham mengulurkan tangannya dan mengambil pisau untuk menyembelih anaknya."
GEN 22:11,"Akan tetapi, Malaikat TUHAN memanggilnya dari langit dan berkata, “Abraham! Abraham!” Abraham pun menjawab, “Ini aku.”"
GEN 22:12,"Malaikat TUHAN berkata, “Jangan ulurkan tanganmu ke atas anak itu, jangan lakukan apa pun terhadapnya, sebab sekarang Aku tahu bahwa kamu takut akan Allah dan kamu tidak menahan anakmu, anak tunggalmu itu, dari-Ku.”"
GEN 22:13,"Kemudian, Abraham mengangkat wajahnya dan melihat seekor domba jantan yang tanduknya tersangkut di semak belukar. Lalu, Abraham pergi untuk mengambil domba jantan itu dan mempersembahkannya sebagai kurban bakaran menggantikan anaknya."
GEN 22:14,"Abraham pun menyebut tempat itu: “TUHAN akan Menyediakan”. Sebab itu, sampai hari ini orang mengatakan, “Di gunung TUHAN hal itu akan disediakan.”"
GEN 22:15,"Untuk kedua kalinya, Malaikat TUHAN memanggil Abraham dari langit,"
GEN 22:16,"dan berkata, “Demi diri-Ku sendiri Aku bersumpah, demikianlah firman Allah, sebab kamu telah melakukan hal ini dan tidak menahan anakmu, anak tunggalmu itu,"
GEN 22:17,"Aku sungguh-sungguh akan memberkatimu dan akan melipatgandakan keturunanmu sebanyak bintang di langit dan sebanyak pasir di pantai. Keturunanmu akan menduduki setiap gerbang musuh-musuh mereka,"
GEN 22:18,"dan melalui keturunanmu, semua bangsa di bumi akan diberkati karena kamu menaati perkataan-Ku.”"
GEN 22:19,"Lalu, Abraham kembali kepada pelayan-pelayannya, dan mereka semua pergi bersama ke Bersyeba. Abraham pun tinggal di Bersyeba."
GEN 22:20,"Setelah semua peristiwa ini, diberitakanlah mengenai hal ini kepada Abraham, “Ketahuilah, Milka juga telah menjadi ibu. Dia telah melahirkan anak-anak laki-laki bagi Nahor, saudaramu."
GEN 22:21,"Anaknya yang sulung adalah Us, kemudian Bus, adiknya, dan Kemuel, nenek moyang orang Aram."
GEN 22:22,"Kemudian, Kesed, Hazo, Pildash, Yidlaf, dan Betuel.”"
GEN 22:23,"Betuel adalah ayah dari Ribka. Milka melahirkan delapan anak bagi Nahor, saudara laki-laki Abraham."
GEN 22:24,"Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
GEN 23:1,"Sara hidup selama 127 tahun, itulah tahun-tahun masa hidup Sara."
GEN 23:2,"Dia mati di Kiryat-Arba, yaitu Hebron, di tanah Kanaan. Lalu, Abraham datang untuk meratapi Sara dan menangisinya di sana."
GEN 23:3,"Kemudian, Abraham bangkit dari hadapan jenazah itu, dan berbicara kepada keturunan Het, katanya,"
GEN 23:4,“Aku adalah orang asing dan orang yang tinggal sementara di tengah-tengah kamu; berilah tempat bagiku di tengah-tengah kamu supaya aku dapat menguburkan orang matiku ini dari hadapanku.”
GEN 23:5,"Keturunan Het menjawab Abraham, katanya,"
GEN 23:6,"“Dengarlah kami, ya Tuan, engkau adalah seorang pemimpin besar di tengah-tengah kami. Kuburkanlah jenazah istrimu itu di pekuburan terpilih di tempat kami. Tidak ada satu pun dari kami yang akan menolakmu dari pekuburannya supaya engkau dapat menguburkan orang matimu.”"
GEN 23:7,"Abraham berdiri, lalu berlutut kepada penduduk tanah itu, yaitu keturunan Het."
GEN 23:8,"Dia berkata kepada mereka, “Jika kamu telah menyetujui agar aku dapat menguburkan orang matiku dari hadapanku ini, dengarkanlah aku dan temuilah Efron keturunan Zohar itu demi aku,"
GEN 23:9,"supaya dia memberikan kepadaku Gua Makhpela, yang adalah miliknya, yang terletak di ujung ladangnya. Biarlah dia memberikannya kepadaku dengan harga penuh sebagai tempat pekuburan di tengah-tengah kamu.”"
GEN 23:10,"Pada waktu itu, Efron sedang duduk di tengah-tengah keturunan Het itu. Lalu, Efron, orang Het itu menjawab Abraham dan didengar oleh para keturunan Het itu, yaitu semua orang yang datang ke pintu gerbang kotanya, katanya"
GEN 23:11,"“Tidak, Tuanku, dengarkanlah aku. Aku memberikan ladang itu beserta gua yang berada di dalamnya. Aku menyerahkannya kepadamu, di hadapan kaum sebangsaku, aku memberikan tanah itu kepadamu, kuburkanlah orang matimu.”"
GEN 23:12,"Lalu, berlututlah Abraham di hadapan penduduk tanah itu."
GEN 23:13,"Dia berkata kepada Efron dan didengar oleh semua penduduk tanah itu, “Jika kamu berkenan, dengarkanlah aku, aku akan membayar harga ladang itu. Terimalah itu dariku supaya aku dapat mengubur orang matiku di sana.”"
GEN 23:14,"Efron menjawab Abraham, katanya,"
GEN 23:15,"“Tuanku, dengarkanlah aku, sebidang tanah itu harganya 400 syikal perak, tetapi apalah artinya itu bagiku dan bagimu? Jadi, kuburkanlah orang matimu.”"
GEN 23:16,"Abraham mendengar perkataan Efron. Dia menimbang perak sebanyak yang dikatakan Efron, yang didengar oleh keturunan Het, yaitu 400 syikal perak, sesuai dengan berat perak yang berlaku di antara para pedagang."
GEN 23:17,"Jadi, ladang milik Efron di Makhpela, di sebelah timur Mamre, baik ladang maupun gua yang berada di dalamnya beserta seluruh pohon yang berada dalam ladang itu, yang berada dalam batas-batasnya,"
GEN 23:18,"diserahkan kepada Abraham menjadi miliknya, di hadapan keturunan Het, di hadapan semua orang yang datang ke pintu gerbang kota itu."
GEN 23:19,"Setelah itu, Abraham mengubur Sara, istrinya, di dalam gua di ladang Makhpela di sebelah timur Mamre, yaitu Hebron, di tanah Kanaan."
GEN 23:20,"Jadi, ladang dan gua yang berada di dalamnya itu diserahkan kepada Abraham sebagai pekuburan miliknya, dari keturunan Het."
GEN 24:1,"Sekarang, Abraham sudah tua dan lanjut umurnya. TUHAN memberkati Abraham dalam segala hal."
GEN 24:2,"Abraham berkata kepada hambanya yang tertua dalam rumahnya, yaitu hambanya yang bertanggung jawab atas seluruh harta miliknya, “Letakkanlah tanganmu di bawah pangkal pahaku."
GEN 24:3,"Aku mau supaya kamu bersumpah demi TUHAN, yaitu Allah langit dan Allah bumi, bahwa kamu tidak akan mengambil istri bagi anakku dari anak-anak perempuan Kanaan yang di tengah-tengahnya aku berdiam ini."
GEN 24:4,"Namun, kamu akan pergi kepada negeriku dan kepada sanak saudaraku untuk mengambil istri bagi Ishak, anakku.”"
GEN 24:5,"Hamba itu berkata kepadanya, “Bagaimana jika perempuan itu tidak mau ikut denganku ke negeri ini? Haruskah aku membawa anakmu ke negeri asalmu?”"
GEN 24:6,"Namun, Abraham berkata kepadanya, “Awas! Jangan kaubawa anakku kembali ke sana."
GEN 24:7,"TUHAN, Allah semesta langit, yang membawaku dari rumah ayahku dan dari tanah leluhurku; yang berbicara kepadaku dan bersumpah kepadaku, kata-Nya, ‘Aku akan memberikan tanah ini kepada keturunanmu,’ Dia akan mengutus malaikat-Nya di depanmu sehingga kamu bisa mendapatkan istri bagi anakku dari sana."
GEN 24:8,"Namun, kalau perempuan itu tidak ikut denganmu, kamu bebas dari sumpah ini, hanya jangan kaubawa anakku kembali ke sana.”"
GEN 24:9,"Lalu, hamba itu meletakkan tangannya ke bawah pangkal paha Abraham, tuannya itu, dan bersumpah kepadanya mengenai hal ini."
GEN 24:10,"Kemudian, hamba itu membawa sepuluh ekor unta dari kawanan unta tuannya dan pergi. Dia juga membawa beraneka ragam barang bagus milik tuannya dan pergi ke Mesopotamia, ke kota Nahor."
GEN 24:11,"Di luar kota itu, dia membuat unta-untanya duduk di tepi sumur air pada sore hari, yaitu pada saat perempuan-perempuan pergi keluar untuk menimba air."
GEN 24:12,"Kemudian, hamba itu berdoa, “Ya TUHAN, Allah tuanku Abraham! Buatlah aku berhasil pada hari ini, dan tunjukkanlah kemurahan-Mu kepada tuanku, Abraham."
GEN 24:13,"Lihatlah, aku berdiri di dekat sumur dan anak-anak perempuan dari penduduk kota ini datang untuk mengambil air."
GEN 24:14,"Kalau gadis yang kepadanya aku berkata, ‘Tolong turunkan kendimu supaya aku dapat minum,’ menjawab dengan, ‘Minumlah dan aku juga akan memberi minum unta-untamu,’ dialah yang Engkau tetapkan bagi hamba-Mu, Ishak. Dengan demikian, aku akan mengetahui bahwa Engkau telah menunjukkan kemurahan-Mu kepada tuanku.”"
GEN 24:15,"Sebelum pelayan itu selesai berdoa, tiba-tiba Ribka, anak perempuan yang dilahirkan bagi Betuel anak Milka, istri dari saudara Abraham yang bernama Nahor, datang ke sumur dengan membawa kendi di bahunya."
GEN 24:16,"Gadis itu sangat cantik, seorang perawan, belum pernah ada laki-laki yang bersetubuh dengannya. Gadis itu pergi turun ke sumur dan mengisi kendinya, kemudian naik kembali."
GEN 24:17,"Hamba itu berlari untuk menemuinya dan berkata, “Tolong, izinkan aku minum sedikit air dari kendimu.”"
GEN 24:18,"Jawab Ribka, “Minumlah, Tuanku.” Dia pun segera menurunkan kendi itu ke tangannya, lalu memberikan minum kepada hamba itu."
GEN 24:19,"Setelah Ribka selesai memberikan minuman kepada hamba itu, dia berkata, “Aku juga akan menimba air untuk unta-untamu sampai semuanya puas minum.”"
GEN 24:20,"Lalu, Ribka segera menuangkan seluruh isi kendinya ke dalam palungan, lalu berlari kembali ke sumur untuk menimba air, dan dia menimbanya untuk semua unta orang itu."
GEN 24:21,"Tanpa berkata-kata, orang itu mengamat-amati gadis itu untuk mengetahui apakah TUHAN telah membuat perjalanannya berhasil."
GEN 24:22,"Setelah unta-unta itu selesai minum, dia mengambil sepasang anting-anting emas seberat 0,5 syikal serta dua gelang emas seberat 10 syikal."
GEN 24:23,"Orang itu berkata, “Aku mohon, katakanlah kepadaku anak siapakah engkau? Adakah kamar di rumah ayahmu untuk kami bermalam?”"
GEN 24:24,"Ribka menjawabnya, “Aku adalah anak Betuel, anak Milka, yang telah dia lahirkan bagi Nahor.”"
GEN 24:25,"Lalu, dia berkata lagi, “Kami mempunyai banyak jerami dan makanan unta, serta tempat untuk bermalam.”"
GEN 24:26,"Lalu, orang itu menundukkan kepalanya dan menyembah TUHAN,"
GEN 24:27,"katanya, “Terpujilah TUHAN, Allah tuanku, Abraham, yang tidak mengabaikan kasih setia-Nya kepada tuanku. Bagiku, TUHAN telah menuntun perjalananku menuju saudara tuanku ini.”"
GEN 24:28,"Kemudian, gadis itu berlari dan memberitahukan tentang semua itu kepada seisi rumah ibunya."
GEN 24:29,"Ribka mempunyai seorang saudara laki-laki bernama Laban, dan Laban berlari keluar untuk menemui hamba Abraham itu di dekat mata air."
GEN 24:30,"Hal itu dilakukannya segera setelah dia melihat anting-anting dan gelang yang dikenakan pada tangan adiknya, serta mendengar perkataan Ribka: “Begitulah yang dikatakan orang itu kepadaku.” Laban menemui hamba Abraham itu dan mendapatinya berdiri di sebelah unta-untanya di dekat mata air."
GEN 24:31,"Laban berkata kepadanya, “Silakan masuk, engkau yang diberkati TUHAN! Mengapa engkau berdiri di luar? Aku telah menyiapkan rumah, juga tempat untuk unta-unta.”"
GEN 24:32,"Lalu, orang itu masuk ke dalam rumah dan melepaskan pelana unta-unta itu, dan dia memberikan jerami maupun makanan untuk unta-unta itu. Ada juga air untuk membasuh kakinya dan kaki orang-orang yang menyertainya."
GEN 24:33,"Kemudian, makanan disajikan di hadapannya untuk dimakan. Namun, dia berkata, “Aku tidak akan makan sampai aku selesai mengatakan apa yang harus aku katakan.” Laban berkata kepadanya, “Berbicaralah.”"
GEN 24:34,"Lalu, dia berkata, “Aku adalah hamba Abraham."
GEN 24:35,"TUHAN sangat memberkati tuanku dan dia telah menjadi kaya. Dia telah memberinya kawanan domba dan sapi, perak dan emas, hamba-hamba laki-laki maupun perempuan, serta banyak unta dan keledai."
GEN 24:36,"Sara, istri tuanku itu melahirkan seorang anak laki-laki baginya pada masa tuanya. Dia telah memberikan segala sesuatu yang menjadi miliknya kepada anak itu."
GEN 24:37,"Tuanku memintaku bersumpah, katanya, ‘Kamu tidak boleh mengambil istri bagi anakku dari anak-anak perempuan Kanaan, tanah yang kita tinggali ini."
GEN 24:38,"Namun, kamu harus pergi kepada keluarga ayahku dan kepada keluargaku untuk mengambilkan istri bagi anak laki-lakiku.’"
GEN 24:39,"Kataku kepada tuanku itu, ‘Bagaimana jika perempuan itu tidak mau ikut denganku?’"
GEN 24:40,"Jawab tuanku, ‘TUHAN, yang di hadapan-Nya aku berjalan, akan mengutus malaikat-Nya untuk menyertai dan membuat perjalananmu berhasil sehingga kamu akan mengambilkan seorang istri untuk anakku dari tengah-tengah kaumku dan dari keluarga ayahku."
GEN 24:41,"Setelah itu, kamu akan bebas dari sumpahku, ketika kamu datang kepada keluargaku. Karena itu, jika mereka tidak bersedia menyerahkan anak perempuannya kepadamu, kamu tetap dibebaskan dari sumpahku.’"
GEN 24:42,"Jadi, aku datang ke mata air itu hari ini dan memohon, ‘TUHAN, Allah tuanku, Abraham, jika sekarang ini Engkau berkenan untuk membuat perjalananku berhasil,"
GEN 24:43,"lihatlah, aku akan berdiri di dekat mata air itu; jika seorang gadis datang untuk mengambil air, aku akan berkata kepadanya, ‘Tolong izinkan aku minum sedikit dari air yang ada di kendimu.’"
GEN 24:44,"Jika perempuan itu berkata kepadaku, ‘Minumlah, dan aku juga akan mengambil air untuk unta-untamu,’ biarlah perempuan itu yang TUHAN tetapkan bagi anak laki-laki tuanku.’"
GEN 24:45,"Sebelum aku selesai berdoa dalam hatiku, lihatlah, Ribka datang ke sumur mengambil air dengan membawa kendi di bahunya. Ketika dia turun ke sumur untuk mengambil air, aku berkata kepadanya, ‘Tolong, berilah aku minum.’"
GEN 24:46,"Dia pun segera menurunkan kendinya itu dari bahunya dan berkata, ‘Minumlah dan aku juga akan mengambil air untuk unta-untamu.’ Lalu, aku minum dan dia juga memberi minum unta-untaku."
GEN 24:47,"Kemudian, aku bertanya kepadanya, ‘Anak siapakah engkau?’ Jawabnya, ‘Anak perempuan Betuel, dia adalah anak laki-laki yang dilahirkan Milka bagi Nahor.’ Aku pun memasangkan anting-anting pada hidungnya dan gelang pada tangannya."
GEN 24:48,"Lalu, aku menundukkan kepalaku dan menyembah TUHAN. Aku memuji TUHAN, Allah tuanku, Abraham, yang telah membawaku ke jalan yang benar untuk bertemu dengan anak perempuan dari saudara tuanku untuk anak laki-lakinya."
GEN 24:49,"Sekarang, jika engkau berkenan menunjukkan kemurahan hati dan kesetiaan kepada tuanku, katakanlah kepadaku; dan jika tidak, katakanlah juga supaya aku tahu, aku harus berpaling ke kanan atau ke kiri.”"
GEN 24:50,"Kemudian, Laban dan Betuel menjawab, “Karena hal ini berasal dari TUHAN, kami tidak dapat mengatakan kepadamu baik atau buruknya."
GEN 24:51,"Lihatlah, Ribka berada di hadapanmu. Bawalah dia dan pergilah. Biarlah dia menjadi istri bagi anak tuanmu, seperti yang telah TUHAN firmankan.”"
GEN 24:52,"Ketika hamba Abraham mendengar hal ini, berlututlah dia ke tanah di hadapan TUHAN."
GEN 24:53,"Kemudian, hamba Abraham itu mengeluarkan perhiasan perak, emas, dan pakaian, lalu memberikannya kepada Ribka; dia juga memberikan barang-barang yang mahal kepada saudara dan ibunya."
GEN 24:54,"Kemudian, hamba Abraham dan orang-orangnya makan dan minum, dan mereka bermalam di sana. Ketika mereka bangun pada keesokan harinya, dia berkata, “Izinkanlah aku kembali kepada tuanku.”"
GEN 24:55,"Namun, saudara laki-laki dan ibu Ribka berkata, “Biarlah Ribka tinggal dengan kami kira-kira 10 hari lagi. Setelah itu, kamu boleh pergi.”"
GEN 24:56,"Akan tetapi, hamba Abraham berkata kepada mereka, “Jangan menahan aku, ketahuilah bahwa TUHAN telah membuat perjalananku berhasil. Izinkanlah aku pergi supaya aku dapat pergi kepada tuanku.”"
GEN 24:57,"Kata mereka, “Kami akan memanggil gadis itu dan mengetahuinya dari mulutnya sendiri.”"
GEN 24:58,"Lalu, mereka memanggil Ribka dan bertanya kepadanya, “Apakah kamu mau pergi dengan orang ini?” Dia menjawab, “Ya, aku akan pergi.”"
GEN 24:59,"Jadi, mereka mengizinkan Ribka dan pengasuhnya pergi bersama hamba Abraham dan orang-orangnya."
GEN 24:60,"Mereka memberkati Ribka dan berkata kepadanya, “Adik perempuan kami, biarlah kamu menjadi berpuluh-puluh ribu; dan kiranya keturunanmu menduduki pintu gerbang negeri-negeri yang memusuhi mereka.”"
GEN 24:61,"Kemudian, Ribka dan pelayan-pelayannya bangkit, lalu menaiki unta dan mengikuti hamba Abraham itu. Demikianlah hamba itu membawa Ribka dan pergi."
GEN 24:62,Adapun Ishak telah kembali dari perjalanan ke sumur Lahai-Roi dan tinggal di tanah selatan.
GEN 24:63,"Pada suatu petang, dia berjalan-jalan ke ladang untuk menyendiri. Ketika dia melayangkan pandangannya, lihatlah, ada unta-unta yang sedang datang."
GEN 24:64,"Ribka juga melayangkan pandangannya dan melihat Ishak, lalu dia turun dari untanya."
