source_word,target_word,confidence_score
mengirimkannya,Bisa,2.561156716294362e-43
rohnya,peka,2.561156716294362e-43
gelisah,peka,2.561156716294362e-43
bijaknya,peka,2.561156716294362e-43
Dilaksanakanlah,sabꞌa,2.561156716294362e-43
sembelihlah,Ropa,2.561156716294362e-43
sembelihan,Ropa,2.561156716294362e-43
siapkanlah,Ropa,2.561156716294362e-43
budakku,peka,2.561156716294362e-43
bersedih,peka,2.561156716294362e-43
menjualku,peka,2.561156716294362e-43
mengutusku,peka,2.561156716294362e-43
kirinya,re,2.561156716294362e-43
dibuat,ka,2.561156716294362e-43
Mahakuasanya,ka,2.561156716294362e-43
Tentang,ae,2.561156716294362e-43
bersayap,kahèi,2.750159744069576e-43
Ishaklah,peka,2.750159744069576e-43
Kuburkanlah,Nèbhu,2.750159744069576e-43
terpilih,Nèbhu,2.750159744069576e-43
menolakmu,Nèbhu,2.750159744069576e-43
mengabaikan,peka,2.750159744069576e-43
setia-Nya,peka,2.750159744069576e-43
Bagiku,peka,2.750159744069576e-43
menuntun,peka,2.750159744069576e-43
daya,peka,2.750159744069576e-43
membenci,ku,2.750159744069576e-43
memutuskan,nèngu,2.750159744069576e-43
menyambutnya,peka,2.750159744069576e-43
menyewamu,peka,2.750159744069576e-43
apa-apa,peka,2.750159744069576e-43
Dahuluilah,peka,2.750159744069576e-43
jagalah,peka,2.750159744069576e-43
jumpai,Hèia,2.750159744069576e-43
berkatku,do,2.750159744069576e-43
menerimanya,do,2.750159744069576e-43
kutinggalkan,peka,2.750159744069576e-43
perlunya,peka,2.750159744069576e-43
kewajibanmu,peka,2.750159744069576e-43
ipar,peka,2.750159744069576e-43
bangkitkanlah,peka,2.750159744069576e-43
mengikatkan,peka,2.750159744069576e-43
seutas,peka,2.750159744069576e-43
membelimu,peka,2.750159744069576e-43
tanahmu,peka,2.750159744069576e-43
bersujud,peka,2.750159744069576e-43
perundingan,lèke,2.750159744069576e-43
amarahnya,lèke,2.750159744069576e-43
kesenangan,lèke,2.750159744069576e-43
mangsanya,kèdꞌi,2.750159744069576e-43
matiku,padhane,2.7628396202486577e-43
rampasannya,Babeꞌa,2.8192164697700846e-43
melintasi,lela,2.8367499093800136e-43
hijau,kahèi,2.9625755218501495e-43
licik,do,2.9625755218501495e-43
dijadikan,do,2.9625755218501495e-43
perutmu,sèmi,2.9625755218501495e-43
seumur,sèmi,2.9625755218501495e-43
kala,uru-uru,2.9625755218501495e-43
13,kahèi,2.9625755218501495e-43
Apabila,peka,2.9625755218501495e-43
awan-awan,peka,2.9625755218501495e-43
Kapan,peka,2.9625755218501495e-43
mendiami,ra,2.9625755218501495e-43
kuasamu,peka,2.9625755218501495e-43
kaupandang,peka,2.9625755218501495e-43
baik.,peka,2.9625755218501495e-43
pundak,Bèli,2.9625755218501495e-43
ulurkan,peka,2.9625755218501495e-43
sebangsaku,ra,2.9625755218501495e-43
asalmu,nèi,2.9625755218501495e-43
Begitulah,sabꞌa,2.9625755218501495e-43
mendapatinya,sabꞌa,2.9625755218501495e-43
bersedia,lèke,2.9625755218501495e-43
pemberian,peka,2.9625755218501495e-43
kelompok-kelompok,peka,2.9625755218501495e-43
ucapkan,peka,2.9625755218501495e-43
menenangkannya,peka,2.9625755218501495e-43
mendahuluiku,peka,2.9625755218501495e-43
jawaban,Hèia,2.9625755218501495e-43
mendamaikan,Hèia,2.9625755218501495e-43
terlupakan,pidhu,2.9625755218501495e-43
menghabisi,pidhu,2.9625755218501495e-43
diingat,pidhu,2.9625755218501495e-43
lewati,peka,2.9625755218501495e-43
Gosyen.,peka,2.9625755218501495e-43
menghadapkannya,peka,2.9625755218501495e-43
menyembunyikannya,peka,2.9625755218501495e-43
tersisa,peka,2.9625755218501495e-43
tubuh,peka,2.9625755218501495e-43
ingin,era,2.9625755218501495e-43
anak-anakku,ana-dhèu,3.089035785677696e-43
diinginkan,kahèi,3.2025872499550756e-43
payahmu,peka,3.2025872499550756e-43
suamimu,peka,3.2025872499550756e-43
lipat.,Hèia,3.2025872499550756e-43
menentukan,Hawa,3.2025872499550756e-43
buat,pidhu,3.2025872499550756e-43
musnahkan,pidhu,3.2025872499550756e-43
memalingkan,ra,3.2025872499550756e-43
memberanikan,peka,3.2025872499550756e-43
kembalikanlah,baku,3.2025872499550756e-43
nabi,baku,3.2025872499550756e-43
menyusahkanmu,Ismael,3.2025872499550756e-43
tentara,peka,3.2025872499550756e-43
disajikan,peka,3.2025872499550756e-43
katakan.,peka,3.2025872499550756e-43
Berbicaralah,peka,3.2025872499550756e-43
Jawabnya,peka,3.2025872499550756e-43
memasangkan,peka,3.2025872499550756e-43
keesokan,Bèli,3.2025872499550756e-43
Sekaranglah,peka,3.2025872499550756e-43
lekat,peka,3.2025872499550756e-43
kebenaranku,do,3.2025872499550756e-43
diperhitungkan,do,3.2025872499550756e-43
curianku,do,3.2025872499550756e-43
kesadaranku,ugu-geꞌe,3.2025872499550756e-43
El-Betel,sasoa,3.2025872499550756e-43
sebelas,Nèbhu,3.2025872499550756e-43
menyembahku,Nèbhu,3.2025872499550756e-43
maninya,Nèti,3.2025872499550756e-43
mertuanya,peka,3.2025872499550756e-43
pemilik,peka,3.2025872499550756e-43
diuji,do,3.2025872499550756e-43
menjelajahi,Hudꞌi,3.2025872499550756e-43
Datanglah,peka,3.2025872499550756e-43
enak,kahèi,3.474876708239255e-43
dilihat,kahèi,3.474876708239255e-43
Mulai,peka,3.474876708239255e-43
awal,peka,3.474876708239255e-43
rencanakan,peka,3.474876708239255e-43
terlaksana,peka,3.474876708239255e-43
Lari,peka,3.474876708239255e-43
Selamatkan,peka,3.474876708239255e-43
larilah,peka,3.474876708239255e-43
beribadah,peka,3.474876708239255e-43
memberinya,ae-ae,3.474876708239255e-43
jamuan,lèke,3.474876708239255e-43
lelah,peka,3.474876708239255e-43
atasku.,peka,3.474876708239255e-43
Bebankanlah,peka,3.474876708239255e-43
maskawin,peka,3.474876708239255e-43
bersahabat,kahèi,3.474876708239255e-43
berdagang,kahèi,3.474876708239255e-43
luas,kahèi,3.474876708239255e-43
sebenarnya,rèngu,3.474876708239255e-43
diculik,rèngu,3.474876708239255e-43
tanpamu,peka,3.474876708239255e-43
tinggalkanlah,peka,3.474876708239255e-43
Segalanya,peka,3.474876708239255e-43
menimpaku,peka,3.474876708239255e-43
amarahmu,Hèia,3.474876708239255e-43
pengembaraanku,cangasu,3.474876708239255e-43
kehidupanku,cangasu,3.474876708239255e-43
singkat,cangasu,3.474876708239255e-43
pengembaraan,cangasu,3.474876708239255e-43
Rameses,era,3.474876708239255e-43
meminta,peka,3.474876708239255e-43
kuasailah,ator,3.785806714326607e-43
Berkuasalah,ator,3.785806714326607e-43
catatan,sèmi,3.785806714326607e-43
Kuciptakan,peka,3.785806714326607e-43
Angkatlah,peka,3.785806714326607e-43
pandanglah,peka,3.785806714326607e-43
Amrafel,ator,3.785806714326607e-43
Ariokh,ator,3.785806714326607e-43
Elasar,ator,3.785806714326607e-43
pihak-Ku,Nèti,3.785806714326607e-43
khitanmu,ra,3.785806714326607e-43
bayi,ra,3.785806714326607e-43
ataupun,ra,3.785806714326607e-43
uangmu,ra,3.785806714326607e-43
Sungguh,lèke,3.785806714326607e-43
keturunan-keturunannya,lèke,3.785806714326607e-43
Hakim,baku,3.785806714326607e-43
Semesta,baku,3.785806714326607e-43
seandainya,do,3.785806714326607e-43
kurang,do,3.785806714326607e-43
tradisi,peka,3.785806714326607e-43
perjalananmu,peka,3.785806714326607e-43
kaumku,peka,3.785806714326607e-43
terakhir,cangasu,3.785806714326607e-43
adikku.,peka,3.785806714326607e-43
digali,ae-ae,3.785806714326607e-43
cemburu,peka,3.785806714326607e-43
sewaktu,ra,3.785806714326607e-43
pedangnya,ra,3.785806714326607e-43
ayo,peka,3.785806714326607e-43
bunuh,peka,3.785806714326607e-43
mimpi-mimpinya,peka,3.785806714326607e-43
menjelaskannya,peka,3.785806714326607e-43
olehmu,peka,3.785806714326607e-43
sebijaksana,peka,3.785806714326607e-43
dibuktikan,peka,3.785806714326607e-43
Isilah,isi,3.785806714326607e-43
angkut,isi,3.785806714326607e-43
memindahkannya,kèpe,3.785806714326607e-43
panah,jaꞌa,3.835727046560139e-43
Nahor.,Milka.,4.0745446525509606e-43
tampak.,peka,4.142746603842061e-43
permusuhan,kahèi,4.142746603842061e-43
menyegarkan,ra,4.142746603842061e-43
Sekali,ra,4.142746603842061e-43
membayar,peka,4.142746603842061e-43
Terimalah,peka,4.142746603842061e-43
keluargaku,lèke,4.142746603842061e-43
penggembala,peka,4.142746603842061e-43
meninggalkanmu,dedha-rai,4.142746603842061e-43
menambahkan,Hèia,4.142746603842061e-43
memutuskannya,mi,4.142746603842061e-43
tongkatku,mamako,4.142746603842061e-43
dikaruniakan,peka,4.142746603842061e-43
perkataannya,do,4.142746603842061e-43
perkataan-perkataanmu,nèi,4.142746603842061e-43
Perbuatan,nèngu,4.142746603842061e-43
tahukah,nèngu,4.142746603842061e-43
kesengsaraan,kahèi,4.142746603842061e-43
mengizinkanku,peka,4.142746603842061e-43
Gembalaku,peka,4.142746603842061e-43
diterima,ku,4.554696956967071e-43
mengintip,ku,4.554696956967071e-43
Tubal,sebhe,4.554696956967071e-43
lukaku,peka,4.554696956967071e-43
melukaiku,peka,4.554696956967071e-43
Magog,sebhe,4.554696956967071e-43
Madai,sebhe,4.554696956967071e-43
Mesekh,sebhe,4.554696956967071e-43
Tiras,sebhe,4.554696956967071e-43
Askenas,sebhe,4.554696956967071e-43
Rifat,sebhe,4.554696956967071e-43
Togarma,sebhe,4.554696956967071e-43
Elisa,sebhe,4.554696956967071e-43
Tarsis,sebhe,4.554696956967071e-43
Kitim,sebhe,4.554696956967071e-43
Dodanim,sebhe,4.554696956967071e-43
daerah,sebhe,4.554696956967071e-43
pesisir,sebhe,4.554696956967071e-43
keturunanmu.,peka,4.554696956967071e-43
Asyterot-Karnaim,ra,4.554696956967071e-43
Paran,Ismael,4.554696956967071e-43
nyonyaku,Hèia,4.554696956967071e-43
Tangannya,kahèi,4.554696956967071e-43
melawannya,kahèi,4.554696956967071e-43
keadilan,nèngu,4.554696956967071e-43
dijanjikan-Nya,nèngu,4.554696956967071e-43
Pikirku,peka,4.554696956967071e-43
Pagi-pagi,peka,4.554696956967071e-43
mengajak,peka,4.554696956967071e-43
diri-Ku,peka,4.554696956967071e-43
pantai,sebhe,4.554696956967071e-43
kaki,sabꞌa,4.554696956967071e-43
pihakmu,peka,4.554696956967071e-43
menyakitimu,kahèi,4.554696956967071e-43
menyentuhmu,kahèi,4.554696956967071e-43
kakiku,ku,4.554696956967071e-43
kapan,ku,4.554696956967071e-43
Tempat,Nèti,4.554696956967071e-43
Mahanaim,Nèti,4.554696956967071e-43
pengasuh,Alon,4.554696956967071e-43
berbuah-buah,peka,4.554696956967071e-43
mengosongkan,ra,4.554696956967071e-43
kantong-kantong,ra,4.554696956967071e-43
menimpamu,peka,4.554696956967071e-43
lambang,nèngu,4.554696956967071e-43
pemerintahan,nèngu,4.554696956967071e-43
Shilo,nèngu,4.554696956967071e-43
kepadanyalah,nèngu,4.554696956967071e-43
diam,mate,4.556519200174198e-43
kananmu,peka,5.027681777974856e-43
Berkembangbiaklah,peka,5.0342220145188245e-43
lautan,peka,5.0342220145188245e-43
bercela,mamuri,5.0342220145188245e-43
zamannya,mamuri,5.0342220145188245e-43
kedalaman,kahèi,5.0342220145188245e-43
paruhnya,nihia,5.0342220145188245e-43
cucunya,rae,5.0342220145188245e-43
More,ra,5.0342220145188245e-43
membentangkan,re,5.0342220145188245e-43
Pandanglah,peka,5.0342220145188245e-43
hitunglah,peka,5.0342220145188245e-43
Dengar,Ismael,5.0342220145188245e-43
mendengarkanmu,nèngu,5.0342220145188245e-43
melipatgandakannya,nèngu,5.0342220145188245e-43
Darinya,nèngu,5.0342220145188245e-43
mencegahmu,peka,5.0342220145188245e-43
Kesalahan,dhèu,5.0342220145188245e-43
sejauh,meter,5.0342220145188245e-43
dilepaskan,meter,5.0342220145188245e-43
bersumpahlah,peka,5.0342220145188245e-43
curang,peka,5.0342220145188245e-43
cicitku,peka,5.0342220145188245e-43
kutunjukkan,peka,5.0342220145188245e-43
kebaikanmu,peka,5.0342220145188245e-43
tumpangi,peka,5.0342220145188245e-43
bebas,lèke,5.0342220145188245e-43
Dialah,nèi,5.0342220145188245e-43
tuanku.,nèi,5.0342220145188245e-43
Kutukmu,Hudꞌi,5.0342220145188245e-43
tanggunganku,Hudꞌi,5.0342220145188245e-43
Dengarkan,Hudꞌi,5.0342220145188245e-43
sujud,kahèi,5.0342220145188245e-43
diberkatilah,kahèi,5.0342220145188245e-43
kepahitan,Ropa,5.0342220145188245e-43
angkatlah,ku,5.0342220145188245e-43
walaupun,do,5.0342220145188245e-43
pondok-pondok,nèi,5.0342220145188245e-43
naiklah,peka,5.0342220145188245e-43
Ben-Oni,oe,5.0342220145188245e-43
mengutusmu,peka,5.0342220145188245e-43
Iya,peka,5.0342220145188245e-43
teringatlah,nèngu,5.0342220145188245e-43
mimpi-mimpi,nèngu,5.0342220145188245e-43
mengikatnya,ra,5.0342220145188245e-43
tergesa-gesa,ae,5.0342220145188245e-43
kasihnya,ae,5.0342220145188245e-43
bergelora,ae,5.0342220145188245e-43
kamarnya,ae,5.0342220145188245e-43
kemudaannya,ator,5.0342220145188245e-43
menyajikan,ra,5.0342220145188245e-43
terikat,neꞌe,5.0342220145188245e-43
mendekatinya,peka,5.0342220145188245e-43
jemputlah,peka,5.0342220145188245e-43
Bagaikan,sèmi,5.0342220145188245e-43
terkendali,sèmi,5.0342220145188245e-43
menajiskannya,sèmi,5.0342220145188245e-43
tidurku,sèmi,5.0342220145188245e-43
kuburan,ku,5.0342220145188245e-43
kugali,ku,5.0342220145188245e-43
menguburkanku.,ku,5.0342220145188245e-43
ratapan,ra,5.0342220145188245e-43
kaupergi,singa,5.247013191181276e-43
rupa-Nya,do,5.596038847235134e-43
Akhir,peka,5.596038847235134e-43
Amon,kahèi,5.596038847235134e-43
membaringkannya,peka,5.596038847235134e-43
berusaha,mamuri,5.596038847235134e-43
melemparkan,mamuri,5.596038847235134e-43
kuknya,mamuri,5.596038847235134e-43
menemuimu,re,5.596038847235134e-43
Bagaimanapun,Èdhi,5.596038847235134e-43
sendiri.,Èdhi,5.596038847235134e-43
menggantungnya,ra,5.596038847235134e-43
karung-karungmu,doi,5.596038847235134e-43
Yakub.,peka,5.596038847235134e-43
Yusuflah,kahèi,5.596038847235134e-43
merana,Nèti,5.596038847235134e-43
rebut,neꞌe,5.596038847235134e-43
berkatnya,peka,5.596038847235134e-43
gemuk,Hudꞌi,5.650584542994763e-43
tanaman,re,6.25861552645504e-43
kabut,re,6.25861552645504e-43
membasahi,re,6.25861552645504e-43
gofir,re,6.25861552645504e-43
Bera,kahèi,6.25861552645504e-43
Birsya,kahèi,6.25861552645504e-43
terjatuh,ra,6.25861552645504e-43
membelahnya,manu-bhui,6.25861552645504e-43
berbelaskasihan,kota,6.25861552645504e-43
"0,5",mi,6.25861552645504e-43
rahimmu,peka,6.25861552645504e-43
dipisahkan,peka,6.25861552645504e-43
dihukum,do,6.25861552645504e-43
Tubuh,hèia,6.25861552645504e-43
menyusunnya,kèdꞌi,6.25861552645504e-43
Sebongkah,ra,6.25861552645504e-43
Belum,peka,6.25861552645504e-43
upah,peka,6.25861552645504e-43
dikumpulkannya,ka,6.25861552645504e-43
sukacita,peka,6.25861552645504e-43
diiringi,peka,6.25861552645504e-43
sekelilingnya,ra,6.25861552645504e-43
Awit,ra,6.25861552645504e-43
menyangka,re,6.25861552645504e-43
cibiran,Hudꞌi,6.25861552645504e-43
dipanggang,re,6.25861552645504e-43
menganggap,peka,6.25861552645504e-43
Merekalah,peka,6.25861552645504e-43
mencuci,mamuri,6.25861552645504e-43
berbisa,sebhe,6.25861552645504e-43
menunggangnya,sebhe,6.25861552645504e-43
Syinab,aae,6.259867374740939e-43
tamborin,patabuli,6.269264221676388e-43
Lahirlah,Lodꞌo,6.286214107123241e-43
Seekor,Ira,6.2874714756772826e-43
Syemeber,aae,6.301319139769062e-43
gembalakanlah,jꞌuꞌu,6.845277501949278e-43
disebut-Nya,Ropa,7.048106496860432e-43
sejuk,ra,7.048106496860432e-43
menjaganya,ra,7.048106496860432e-43
musnah,ra,7.048106496860432e-43
dimusnahkan,ra,7.048106496860432e-43
tertinggal,ra,7.048106496860432e-43
menaklukkan,En,7.048106496860432e-43
Syawe,peka,7.048106496860432e-43
tali,peka,7.048106496860432e-43
sandal,peka,7.048106496860432e-43
sekalipun,peka,7.048106496860432e-43
Engkaulah,Hèia,7.048106496860432e-43
El-Roi,Hèia,7.048106496860432e-43
Sungguhkah,Hèia,7.048106496860432e-43
bisa-bisa,nèi,7.048106496860432e-43
tersusul,nèi,7.048106496860432e-43
malapetaka,nèi,7.048106496860432e-43
kesaksian,peka,7.048106496860432e-43
tersangkut,kèpe,7.048106496860432e-43
mempersembahkannya,kèpe,7.048106496860432e-43
menggantikan,kèpe,7.048106496860432e-43
menimbang,kahèi,7.048106496860432e-43
terakhirnya,pidhu,7.048106496860432e-43
sukai,kèpe,7.048106496860432e-43
Mendekatlah,do,7.048106496860432e-43
merabamu,do,7.048106496860432e-43
memberkatimu.,peka,7.048106496860432e-43
membawakan,peka,7.048106496860432e-43
penutup,peka,7.048106496860432e-43
digulingkan,peka,7.048106496860432e-43
beritahukanlah,peka,7.048106496860432e-43
nama-Mu,peka,7.048106496860432e-43
menanyakan,peka,7.048106496860432e-43
nama-Ku,peka,7.048106496860432e-43
pemuda,peka,7.048106496860432e-43
menafsirkan,peka,7.048106496860432e-43
menjamin,peka,7.048106496860432e-43
bebanilah,peka,7.048106496860432e-43
binatang-binatangmu,peka,7.048106496860432e-43
hai,peka,7.048106496860432e-43
mahkota,peka,7.048106496860432e-43
teristimewa,peka,7.048106496860432e-43
merempahi-rempahinya,cangasu,7.048106496860432e-43
kecelakaan,talora,7.597042286712882e-43
dikerumuni,peka,7.997739975804982e-43
makhluk-makhluk,peka,7.997739975804982e-43
beterbangan,peka,7.997739975804982e-43
suara-Mu,Hèia,7.997739975804982e-43
365,mamuri,7.997739975804982e-43
merusak,ra,7.997739975804982e-43
Masuklah,peka,7.997739975804982e-43
menutupkan,ra,7.997739975804982e-43
bertengger,jꞌole,7.997739975804982e-43
Ambil,Nèti,7.997739975804982e-43
kauambil,peka,7.997739975804982e-43
menyembelih,ra,7.997739975804982e-43
unta-untaku,peka,7.997739975804982e-43
buruknya,peka,7.997739975804982e-43
tenang,dua,7.997739975804982e-43
Mudah,peka,7.997739975804982e-43
dosaku,hèia,7.997739975804982e-43
mengejarku,hèia,7.997739975804982e-43
mengundang,ra,7.997739975804982e-43
terbit.,nèngu,7.997739975804982e-43
membiarkan,nèngu,7.997739975804982e-43
Jiwa,Dina,7.997739975804982e-43
berdaganglah,kakaja,7.997739975804982e-43
beranakcuculah,kahèi,7.997739975804982e-43
sekumpulan,kahèi,7.997739975804982e-43
teringat,peka,7.997739975804982e-43
ditafsirkannya,peka,7.997739975804982e-43
mengembalikanku,peka,7.997739975804982e-43
cepat,hèia,7.997739975804982e-43
bercukur,hèia,7.997739975804982e-43
mengganti,hèia,7.997739975804982e-43
menyakitiku,peka,7.997739975804982e-43
budak-budak,leo,7.997739975804982e-43
mengurbankan,ra,7.997739975804982e-43
berkerumun,kahèi,9.150961893583206e-43
penciptaan,pidhu,9.150961893583206e-43
Pisahkanlah,re,9.150961893583206e-43
roti-roti,peka,9.150961893583206e-43
diolah,mamaho,9.150961893583206e-43
beraneka,kota,9.150961893583206e-43
ragam,kota,9.150961893583206e-43
Mesopotamia,kota,9.150961893583206e-43
perhiasan,kahèi,9.150961893583206e-43
mempertengkarkannya,Hèia,9.150961893583206e-43
menikah,leo,9.150961893583206e-43
Yudit,leo,9.150961893583206e-43
Beeri,leo,9.150961893583206e-43
kumakan,ka,9.150961893583206e-43
tinggalmu,peka,9.150961893583206e-43
subur,peka,9.150961893583206e-43
didirikan,patitu,9.150961893583206e-43
hari-hariku,pidhu,9.150961893583206e-43
mengawininya,pidhu,9.150961893583206e-43
sinilah,Mamre,9.150961893583206e-43
Ternyata,nèi,9.150961893583206e-43
tersesat,nèi,9.150961893583206e-43
Namanya,ra,9.150961893583206e-43
dikerjakannya,lèka,9.150961893583206e-43
memerasnya,ninu,9.150961893583206e-43
menunjuk,pidhu,9.150961893583206e-43
dititahkan,ra,9.150961893583206e-43
alih-alih,nèngu,9.150961893583206e-43
disampaikannya,lèka,9.150961893583206e-43
semangat,lèka,9.150961893583206e-43
memeluk,ra,9.150961893583206e-43
usai,peka,9.150961893583206e-43
bicaralah,peka,9.150961893583206e-43
perang,dhèu,9.17845599980271e-43
menggiring,ra,1.0567243691409198e-42
tersembunyi,ra,1.0567243691409198e-42
buronan,ra,1.0567243691409198e-42
pengembara,ra,1.0567243691409198e-42
selesaikanlah,re,1.0567243691409198e-42
sisinya,re,1.0567243691409198e-42
geladak,re,1.0567243691409198e-42
berkelompok,ra,1.0567243691409198e-42
berkembang,ra,1.0567243691409198e-42
biak,ra,1.0567243691409198e-42
menyangkalnya,pasili,1.0567243691409198e-42
kepada-Nya,nguru,1.0567243691409198e-42
puas,peka,1.0567243691409198e-42
dikirimnya,peka,1.0567243691409198e-42
dinodai,peka,1.0567243691409198e-42
mengabdi,Nèti,1.0567243691409198e-42
diserahkannya,Nèti,1.0567243691409198e-42
Sejak,mamuri,1.0567243691409198e-42
Berkat,mamuri,1.0567243691409198e-42
rumput-rumput,sebhe,1.0567243691409198e-42
Hidangkanlah,riu,1.0567243691409198e-42
isi,badha,1.2329059029637008e-42
memberitahukanmu,peka,1.2329059029637008e-42
masyhur,kahèi,1.2329059029637008e-42
menuangkan,badha,1.2329059029637008e-42
menimbanya,badha,1.2329059029637008e-42
kamar,manubha,1.2329059029637008e-42
sumur-sumur,ra,1.2329059029637008e-42
kautinggali,Hudꞌi,1.2329059029637008e-42
Bersetubuhlah,Rahel,1.2329059029637008e-42
Tidur,re,1.2329059029637008e-42
Jangan-jangan,mamuri,1.2329059029637008e-42
menyongsongnya,ra,1.2329059029637008e-42
menidurinya,Dina,1.2329059029637008e-42
Pahu,ra,1.2329059029637008e-42
kata-katanya,peka,1.2329059029637008e-42
Budak,peka,1.2329059029637008e-42
tentangmu,peka,1.2329059029637008e-42
diulang,ator,1.2329059029637008e-42
berarti,ator,1.2329059029637008e-42
berteriak,kahèi,1.2329059029637008e-42
dikatakannya,kahèi,1.2329059029637008e-42
penimbunan,Nèti,1.2329059029637008e-42
uangnya,ra,1.2329059029637008e-42
Piala,tèka,1.2329059029637008e-42
ternak-ternaknya,ra,1.2329059029637008e-42
dapatkan,ra,1.2329059029637008e-42
66,nèngu,1.2329059029637008e-42
kuda-kudanya,pasilu,1.2329059029637008e-42
dimiliki,Yusuf,1.2329059029637008e-42
tanahnya,Yusuf,1.2329059029637008e-42
mesir,kahèi,1.2329059029637008e-42
Penerang,re,1.4552444679943702e-42
bersatu,ra,1.4552444679943702e-42
daun-daun,pake,1.4552444679943702e-42
gembala-gembalaku,peka,1.4552444679943702e-42
gembala-gembalamu,peka,1.4552444679943702e-42
letaknya,Asyur,1.4552444679943702e-42
merabanya,peka,1.4552444679943702e-42
Suaranya,peka,1.4552444679943702e-42
ciumlah,ku,1.4552444679943702e-42
menjagaku,ka,1.4552444679943702e-42
kutempuh,ka,1.4552444679943702e-42
mengenal,do,1.4552444679943702e-42
Lepaskanlah,peka,1.4552444679943702e-42
umat,ra,1.4552444679943702e-42
urat,ra,1.4552444679943702e-42
otot,ra,1.4552444679943702e-42
Aya,neꞌe,1.4552444679943702e-42
sumber-sumber,neꞌe,1.4552444679943702e-42
Berbaringlah,ra,1.4552444679943702e-42
ditafsirkan,peka,1.4552444679943702e-42
adanya,pidhu,1.4552444679943702e-42
kelanjutanmu,mamuri,1.4552444679943702e-42
mulutkulah,peka,1.4552444679943702e-42
ladangmu,mi,1.4552444679943702e-42
rotimu,mi,1.4552444679943702e-42
menghidangkan,hèli,1.4552444679943702e-42
rupanya,na,1.7399804991001257e-42
Umur,180,1.7399804991001257e-42
782,pidhu,1.7399804991001257e-42
terapung-apung,caꞌe,1.7399804991001257e-42
hebatnya,caꞌe,1.7399804991001257e-42
kolong,caꞌe,1.7399804991001257e-42
tertutup,caꞌe,1.7399804991001257e-42
tanam,lai,1.7399804991001257e-42
pembalasan,do,1.7399804991001257e-42
darahmu,do,1.7399804991001257e-42
ditumpahkan,do,1.7399804991001257e-42
Kubuat,jꞌajꞌi,1.7399804991001257e-42
selanjutnya,jꞌajꞌi,1.7399804991001257e-42
busur-Ku,jꞌajꞌi,1.7399804991001257e-42
menawan,mèdha-panyau,1.7399804991001257e-42
sendirilah,boe,1.7399804991001257e-42
mengepung,ra,1.7399804991001257e-42
sumpahku,lèke,1.7399804991001257e-42
dibebaskan,lèke,1.7399804991001257e-42
firmankan,na,1.7399804991001257e-42
bercumbu,nèi,1.7399804991001257e-42
kubawa,peka,1.7399804991001257e-42
menggantinya,peka,1.7399804991001257e-42
kesebelas,piara,1.7399804991001257e-42
menguburkannya,180,1.7399804991001257e-42
binatangnya,mèdha-panyau,1.7399804991001257e-42
mengerjakannya,ra,1.7399804991001257e-42
mengembalikanmu,na,1.7399804991001257e-42
kedudukanmu,na,1.7399804991001257e-42
minumannya,na,1.7399804991001257e-42
persediaan,nèi,1.7399804991001257e-42
sekitar,Hèia,1.7399804991001257e-42
pastilah,Nèti,1.7399804991001257e-42
ubanan,mèti,1.7399804991001257e-42
dada,kahèi,1.7399804991001257e-42
berkat-berkat,matana,1.879252151130756e-42
silsilah,ra,2.11102562111705e-42
istrinya.,ra,2.11102562111705e-42
kebutaan,ra,2.11102562111705e-42
mencari-cari,ra,2.11102562111705e-42
wanita,dhèu,2.11102562111705e-42
doa,sèna,2.11102562111705e-42
gali,peka,2.11102562111705e-42
samping,na,2.11102562111705e-42
sisanya,na,2.11102562111705e-42
merindukan,mèti,2.11102562111705e-42
keguguran,Lodꞌo,2.11102562111705e-42
menyebutnya,pudhi,2.11102562111705e-42
bersunat,boe,2.11102562111705e-42
Pemuda,dꞌèi,2.11102562111705e-42
menginginkan,dꞌèi,2.11102562111705e-42
menanamnya,ra,2.11102562111705e-42
keluarkanlah,peka,2.11102562111705e-42
seburuk,Hèia,2.11102562111705e-42
Zifyon,leo,2.11102562111705e-42
Hagi,leo,2.11102562111705e-42
Syuni,leo,2.11102562111705e-42
menumpangkannya,soro,2.11102562111705e-42
menyilangkan,soro,2.11102562111705e-42
menumpangkan,kèpe,2.11102562111705e-42
ditimbun,dhènu,2.1120813978498013e-42
mula-mula,ra,2.604325992778645e-42
Untukmu,kèpe,2.604325992778645e-42
teguh,kèpe,2.604325992778645e-42
pegang,kèpe,2.604325992778645e-42
memanggang,na,2.604325992778645e-42
tak,na,2.604325992778645e-42
beragi,na,2.604325992778645e-42
wilayahnya,kota,2.604325992778645e-42
Ahuzat,na,2.604325992778645e-42
bantal,Ropa,2.604325992778645e-42
berbaringlah,Ropa,2.604325992778645e-42
menghalangi,na,2.604325992778645e-42
kandunganmu,na,2.604325992778645e-42
segar,pakarata,2.604325992778645e-42
hawar,pakarata,2.604325992778645e-42
berangan,pakarata,2.604325992778645e-42
dikupasnya,Hèia,2.604325992778645e-42
palungan-palungan,Hèia,2.604325992778645e-42
penampungan-penampungan,Hèia,2.604325992778645e-42
Biasanya,Hèia,2.604325992778645e-42
ketakutan,ae,2.604325992778645e-42
silakan,mau-mau,2.604325992778645e-42
pelan-pelan,mau-mau,2.604325992778645e-42
pekerjaannya,sabꞌa,2.604325992778645e-42
mengaruniainya,taruu,2.604325992778645e-42
