english_version,mismatch_type,verse_reference,description
engWycliffe,dhao_has_content_eng_missing,REV 22:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 22:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 22:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 22:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 22:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:23,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:24,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:25,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:26,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:29,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 2:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 3:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 4:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 5:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 6:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 7:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 8:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,REV 9:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 10:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:23,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:24,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:25,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:26,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:27,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:28,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:29,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:30,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:31,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:32,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:33,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:34,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:35,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:36,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 11:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 12:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 13:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:23,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 14:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:23,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:24,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:25,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:26,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:27,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:28,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:29,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:30,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:31,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:32,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:33,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 15:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:15,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:17,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:18,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:19,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:2,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:20,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:21,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:22,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:23,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:24,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:25,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:26,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:27,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:3,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:4,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:5,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:6,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:7,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:8,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 16:9,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:1,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:10,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:11,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:12,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:13,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:14,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:16,"Dhao has content, English is empty"
engWycliffe,dhao_has_content_eng_missing,ROM 1:17,"Dhao has content, English is empty"
