verse,source_text,target_text,pred_target_text
GEN 6:21,"Bawalah juga segala makanan yang dapat dimakan, kumpulkanlah itu bagi dirimu, dan itu akan menjadi makanan untukmu dan untuk mereka.”","Èu hudꞌi mèti dènge ngangaꞌa-nganginu, pala miu dènge pala badha sèra hèi.”","More ka ngangaꞌa dhu èdhi bisa taꞌa, sèna ka jꞌajꞌi ngangaꞌa hia èdhi dua ti."
GEN 6:22,"Demikianlah Nuh melaksanakannya, dia melaksanakan semua yang diperintahkan Allah kepadanya.",Ka Noh sabꞌe madhutu sèmi lii paredha Ama Lamatua aaꞌi-aaꞌi sèra.,Hèia Noh tao madhutu sèmi èèna. Na tao madhutu aaꞌi madhutu lii paredha Ama Lamatua dhu Na hia ne.
GEN 7:1,"Kemudian, TUHAN berfirman kepada Nuh, “Masuklah ke dalam bahtera, kamu dan seisi rumahmu, sebab aku telah melihat bahwa kamulah yang benar di hadapan-Ku dalam generasi ini.","Èle èèna ka, LAMATUA peka dènge Noh, “Jaꞌa ladhe le palème, te ngaa abhu dhoka èu di dhu dꞌara mola. Nèti èèna ka, èu dènge bhèni-ana niki èu, lami ka asa dꞌara kapa.","Èle èèna ka, Lamatua peka hari dènge Noh, aku Nèngu na, Sèmi neꞌe. Maso asa dꞌara kapa ne, èu dènge isi èmu èu aaꞌi-aaꞌi mi. Te ètu talora dhèu aaꞌi-aaꞌi dhu mamuri limuri ne, dꞌara Jaꞌa karejꞌe, lula èu neꞌe ka dhu pakarejꞌe dꞌara Jaꞌa."
GEN 7:2-3,"Bawalah tujuh pasang binatang yang halal, jantan dan betinanya, dan sepasang dari setiap jenis binatang yang haram jantan dan betinanya, juga tujuh pasang burung di udara, jantan dan betina, untuk menjaga keturunan mereka di seluruh muka bumi.","Mèti dènge badha-badha dhu bisa miꞌa, aa bisa hia Jaꞌa kahèi, de mèti pidhu-pidhu pasa asa dꞌara kapa. Mèti kahèi rupa-rupa manu-bhui pidhu-pidhu pasa. Te ngaa badha dhu leo, mèti dhoka ca pasa-ca pasa di. Sèna ka badha dènge manu-bhui se, jꞌajꞌi hini, ho baku maꞌète.","Èu hudꞌi mèti ku badha dhu Lamatua dꞌèi sèna ka hia mi dhèu pidhu dua. Badha dènge bèi-baki èu, dua dua dua dua dhèu. Manu-bhui dènge manu-bhui kahèi, dua dua dua dua dua dhèu. Èu hudꞌi mèti ku badha se, sèna ka ra ladhe-leru ana-èpu ra, toke dꞌai suu-suu rai-haha."
GEN 7:4,"Sebab, dalam tujuh hari, Aku akan menurunkan hujan ke bumi selama empat puluh hari dan empat puluh malam, dan segala yang hidup, yang telah Aku buat itu, akan Aku musnahkan dari muka bumi.”","Sanèdꞌe paie-iie, oo! Di pidhu lodꞌo ka, Jaꞌa papuru èjꞌi aae mai dhu bhoka boe ca lodꞌo sa, toke dꞌai èpa nguru lodꞌo mèu-mèda. Dènge sèmi neꞌe, Jaꞌa pamadhe aaꞌi ngaa-ngaa dhu mamuri ètu dedha-rai, dhu Jaꞌa pajꞌajꞌi kore le.”","Sanèdꞌe, ee! Ètu dꞌara pidhu lodꞌo ka, Jaꞌa hia èjꞌi mai èpa nguru lodꞌo mèu-mèda. Hèia Jaꞌa paꞌele iie aaꞌi mèu-mèu aaꞌi dhu mamuri ètu rai-haha ne."
GEN 7:5,"Lalu, Nuh melaksanakan semua yang telah TUHAN perintahkan kepadanya.",Ka Noh tao aaꞌi sèmi lii paredha LAMATUA.,Hèia Noh tao madhutu aaꞌi dhu Lamatua paredha ne.
GEN 7:6,Nuh berumur 600 tahun ketika air bah itu melanda bumi.,"Lodꞌo èi aae lala, umur Noh 600 (èna ngasu) tèu.","Lodꞌo èi aae lala, Noh mamuri na èna nguru èna tèu."
GEN 7:7,"Lalu, Nuh beserta anak-anaknya, dan istrinya, dan para istri anak-anaknya masuk ke dalam bahtera karena air bah itu.","Noh dènge dhèu èmu na, dènge ana niki na, aa dènge dhèu èmu ana ra di, lasi asa dꞌara kapa, ho ra abhu mamuri.","Ropa èi aae lala, ka Noh dènge ana niki na, dhèu èmu-kamali na, bhèni-mone na, maso lasi asa dꞌara kapa."
GEN 7:8-9,"Dari binatang yang halal dan binatang yang haram, dan burung-burung, dan segala yang merayap di tanah, sepasang demi sepasang, jantan dan betina, datang kepada Nuh ke dalam bahtera itu, sebagaimana yang telah diperintahkan Allah kepada Nuh.","Madhutu lii paredha LAMATUA, ka Noh pamaso manu-bhui dènge badha leo sèra, èci-èci ka dènge pasa na, nèti dhu bisa raꞌa, dènge dhu bisa boe raꞌa.","Badha-manu dhu Lamatua dꞌèi boe, rupa-rupa, nuka badha-manu dhu lèke, badha-manu dhu lèke, manu-bhui, dènge rupa-rupa badha rodꞌo. Rèngu aaꞌi-aaꞌi ra maso lasi asa dꞌara kapa ne, sama sèmi dhu Lamatua peka le dènge Noh."
GEN 7:10,"Setelah tujuh hari, air bah itu pun melanda bumi.","Ropa èle pidhu lodꞌo, cagꞌagꞌa laa èi aae lala, ka rai-haha ne, mulai cène.","Ropa èle pidhu lodꞌo, èi aae lala bhoke eele rai-haha."
GEN 7:11,"Pada tahun keenam ratus masa hidup Nuh, pada bulan kedua, hari ketujuh belas bulan itu, pada hari itu semua mata air samudra raya terbelah dan semua pintu air di langit terbuka.","Lèke dènge umur Noh 600 (èna ngasu) tèu, risi dua hèru, canguru pidhu lodꞌo, ka mulai èi aae lala. Lodꞌo èèna, sèmi babèdho liru dhu bhoke eele sa, ka èi na tao sabhori mai. Aa èi madha-èi madha ètu rai-haha sabhoka, ka sèmi tao sabhuu sa dedha.","Lodꞌo Noh mamuri ètu rai-haha ne, dꞌai èna ngasu tèu, hèia dꞌai lèmi lodꞌo ka pidhu nguru èèna, ka madha èi ètu dꞌara dhasi bhoke eele, aa babèdho ètu dedha-liru bhoke eele kahèi."
GEN 7:12,Hujan turun ke bumi selama empat puluh hari dan empat puluh malam.,Ka èjꞌi bhori mai loe boe èpa nguru lodꞌo mèu-mèda.,Èjꞌi aaꞌi-aaꞌi mai dènge èjꞌi aae toke èpa nguru lodꞌo mèu-mèda.
GEN 7:13,"Pada hari yang sama, Nuh bersama Sem, dan Ham, dan Yafet; anak-anak Nuh, serta istri Nuh, dan ketiga istri anak-anaknya masuk ke dalam bahtera.","Te ngaa lodꞌo èèna, Noh dènge dhèu èmu na, dènge ana mone na dhèu tèlu: Sem, Yafet dènge Ham, dènge dhèu èmu ra, maso lasi asa dꞌara kapa.","Lodꞌo èèna kahèi, Noh dènge ana-èpu na, Sem, Ham dènge Yafet, maso lasi asa dꞌara kapa ne. Sèmi èèna kahèi dènge dhèu èmu Noh, bhèni-mone aaꞌi-aaꞌi ra."
GEN 7:14,"Mereka dan setiap binatang menurut jenisnya, setiap jenis ternak, segala yang merayap di muka bumi menurut jenisnya, dan setiap burung menurut jenisnya, setiap yang bersayap.","Lasi palere dènge badha aaꞌi-aaꞌi ra, sèmi: badha ani, badha hui, badha dhu rodꞌo, manu-bhui, dènge badha-badha leo dhu dènge èla sèra.","Badha se, mai nèti rupa-rupa badha, badha dènge badha badha. Badha se mai nèti rupa-rupa badha badha, badha dènge badha hui. Rèngu mai nèti rupa-rupa badha sèra, toke rupa-rupa manu-bhui dhu dènge èla."
GEN 7:15-16,"Mereka masuk ke dalam bahtera bersama Nuh, sepasang demi sepasang dari segala makhluk yang ada napas hidup di dalamnya. Mereka yang masuk ke dalam, jantan dan betina dari segala makhluk, mereka masuk sebagaimana yang telah diperintahkan TUHAN kepada Nuh. Lalu, TUHAN menutupkan bahtera itu untuk Nuh.","Ca pasa-ca pasa nèti aaꞌi-aaꞌi dhu mamuri, lasi asa dꞌara kapa palere dènge Noh, madhutu sèmi lii paredha Ama Lamatua. Ropa aaꞌi-aaꞌi ra dꞌai dꞌara kapa, LAMATUA bèdho babèdho kapa èèna.","Rèngu aaꞌi-aaꞌi ra maso dua-dua, nuka sèmi badha aaꞌi-aaꞌi dhu mamuri ètu dꞌara kapa, sama-sama dènge Noh. Rèngu aaꞌi-aaꞌi ra maso dua-dua, nuka badha-manu, bhèni-mone, aaꞌi-aaꞌi ra maso asa dꞌara kapa, sama sèmi dhu Lamatua peka le dènge Noh. Ka Lamatua bèdho eele kapa ne, sèna ka Noh laꞌe taruu."
GEN 7:17-19,"Banjir itu berlangsung selama empat puluh hari, dan air itu bertambah-tambah dan mengangkat bahtera itu sehingga naik tinggi di atas bumi. Air itu semakin hebat dan bertambah sangat besar di muka bumi, dan bahtera itu terapung-apung di permukaan air. Air itu makin bertambah-tambah hebatnya di bumi sehingga semua gunung yang tinggi, yang ada di kolong langit pun tertutup.",Èjꞌi aae puru maꞌète boe dꞌai èpa nguru lodꞌo. Hèia kapa èèna talebꞌo. Èi caꞌe loe boe toke hutu nare kolo ledhe dhu dedha aae.,"Èi aae lala èle èpa nguru lodꞌo kateme. Èi aae asa kapai, ka èi aae asa kapai, toke èi aae asa kapai, toke èi aae asa kapai, toke èi aae asa kapai, toke ledhe-ledhe aaꞌi-aaꞌi ètu dedha-liru sèra sabhoka eele."
GEN 7:20,Air itu mencapai 15 hasta lebih tinggi dan gunung-gunung ditutupinya.,"Èi caꞌe taruu, ka marèma na seli èpa rèpa risi nèti kolo ledhe sèra.",Èi ne dꞌai lèmi meter dhu dedha. Aa ra bèdho aaꞌi ledhe-ledhe sèra.
GEN 7:21-23,"Segala makhluk yang bergerak di bumi pun musnah, baik burung-burung, ternak, binatang liar, segala makhluk melata yang merayap di atas bumi, dan semua manusia. Semua yang di darat, yang ada napas kehidupan dalam hidungnya, mati. Dia memusnahkan segala yang hidup yang ada di muka bumi, manusia dan binatang, dan yang merayap, dan burung-burung di langit. Mereka dimusnahkan dari bumi. Hanya Nuh yang tertinggal serta mereka yang bersama dengannya dalam bahtera.","Dènge jꞌara èèna, ngaa-ngaa dhu mamuri ètu dedha-rai sèra, madhe aaꞌi mèu-mèu. Nuka: dhèu, badha ani, badha hui, badha dhu rodꞌo, dènge manu-bhui aaꞌi-aaꞌi ra. Ate dhoka Noh dènge aaꞌi-aaꞌi dhu ètu dedha kapa.","Hèia badha aaꞌi-aaꞌi dhu mamuri ètu rai-haha, madhe aaꞌi. Nuka sèmi: manu-bhui, badha hui, badha hui, badha hui, dènge dhèu rai-haha. Dhèu aaꞌi-aaꞌi dhu mamuri ètu rai-haha, madhe aaꞌi mèu-mèu. Dhèu rai-haha, badha-manu, dènge manu-bhui ètu dedha-liru, madhe aaꞌi kahèi. Dhoka Noh dènge ana niki na di, dhu mamuri ètu dedha-liru. Aaꞌi-aaꞌi dhu mamuri ètu rai-haha, madhe aaꞌi mèu-mèu."
GEN 7:24,Air pun terus menguasai bumi selama 150 hari.,"Èi na, kura boe toke 150 (ca ngasu lèmi nguru) lodꞌo.",Hèia èi aae lala toke dꞌai cangasu lèmi nguru lodꞌo.
GEN 8:1,"Lalu, Allah mengingat Nuh, dan segala binatang, dan segala ternak yang bersamanya dalam bahtera itu. Allah membuat angin berembus ke atas bumi sehingga air pun surut.","Masi ka sèmi èèna, Ama Lamatua bhèlu boe Noh si dènge badha-manu aaꞌi-aaꞌi dhu ètu dedha kapa. Hèia Na hia ngèlu gꞌoro, ka èi na kura ka noo-noo.","Hèia Ama Lamatua bhèlu boe Noh. Nèngu ne, dhèu nèti lii padhai Na. Nèti èèna ka, Lamatua bhèlu eele ka Noh, dènge badha-manu dènge badha-manu aaꞌi-aaꞌi dhu leo sèra ètu dꞌara kapa ne. Ka Na hia ngèlu mai, ka èi mau-mau mai."
GEN 8:2,"Setelah itu, mata air-mata air dari kedalaman bumi dan dari pintu-pintu air di langit juga ditutup. Hujan dari langit pun dihentikan.","Na katange èi madha aaꞌi-aaꞌi ètu rai-haha ne, aa Na taha èjꞌi kahèi.","Hèia madha èi dhu mai nèti dꞌara rai-haha, dènge madha èi dhu mai asa dedha-liru, bèdho aaꞌi mèu-mèu. Ka èjꞌi aaꞌi-aaꞌi sèra, ètu dꞌara ciki ooꞌe èèna ka, èjꞌi aaꞌi mèu-mèu."
GEN 8:3,"Air itu berangsur-angsur surut dari muka bumi dan pada akhir hari ke-150, air itu berkurang.","Ka èi kura noo-noo ka. Dꞌai cangasu lèmi nguru lodꞌo, èi marèma heka.","Hèia èi ne asa tabha kapai, toke dꞌai cangasu lèmi nguru lodꞌo."
GEN 8:4,"Pada bulan ketujuh, hari yang ketujuh belas pada bulan itu, bahtera itu kandas di pegunungan Ararat.","Lèke dènge hèru ka pidhu, risi canguru pidhu lodꞌo, kapa eta ètu kolo ledhe aae èci, ngara na Ararat.","Hèia dꞌai hèru ka pidhu, lèmi lodꞌo ka pidhu èna, kapa ne dꞌai ledhe-ledhe ètu ledhe Ararat."
GEN 8:5,"Air itu terus surut sampai bulan kesepuluh. Pada hari pertama bulan kesepuluh itu, puncak-puncak pegunungan itu tampak.","Èi kura taruu toke lodꞌo ka èci, hèru ka canguru, ka kolo-kolo ledhe cèu noo-noo.","Èi ne maꞌète boe ciki sa, toke dꞌai hèru canguru. Dꞌai lodꞌo partama, heka kèdhi kètu-kètu ledhe sèra."
GEN 8:6,"Pada akhir dari 40 hari itu, Nuh membuka jendela bahtera yang dibuatnya,","Risi nèti èpa nguru lodꞌo, hèia Noh bhoke jendela èci.","Èle èpa nguru lodꞌo, hèia Noh bhoke jendela èci, dhu na tao ètu dꞌara kapa."
GEN 8:7,"dan melepaskan seekor gagak yang pergi, terbang, dan kembali lagi sampai air itu mengering dari permukaan bumi.","Ka na patalale lakaa ciꞌu. Manu-bhui ne lela laꞌe-mai, toke èi puru. Ka na lèpa heka asa kapa.","Hèia ana pajuu ne patabuli eele gagedꞌe ciꞌu, ka na lela. Hèia na lèpa hari, toke èi kaliu nèti rai-haha."
GEN 8:8,"Kemudian, dia juga melepaskan seekor merpati darinya untuk mengetahui apakah air telah surut dari permukaan bumi.","Hèia Noh patabuli hari, koro jꞌaha ciꞌu, sèna ka neo neꞌa èi na puru le, do dhae.","Èle èèna ka, na laꞌe patabuli koro jꞌaha ciꞌu, sèna ka neꞌa, na, èi bhodho le nèti rai-haha, do aadꞌo."
GEN 8:9,"Akan tetapi, merpati itu tidak menemukan tempat untuk bertengger sehingga ia kembali kepada Nuh di dalam bahtera itu karena air masih ada di seluruh permukaan bumi. Nuh mengulurkan tangannya untuk menangkap merpati itu dan memasukannya ke bahtera.","Te ngaa, lula èi hutu nare dedha-rai era, ka koro ne abhu boe era tèka. Ka lèpa hari asa kapa. Hèia Noh jꞌole ai na, kèpe nare, ka na pamaso hari asa dꞌara kapa.","Te ngaa koro jꞌaha ne abhu boe era pea na. Nèti èèna ka, na lèpa hari asa Noh ètu dꞌara kapa ne. Te ngaa èi madha ae era. Hèia Noh jꞌole kacui-aai na, ho nèti koro jꞌaha ne asa dꞌara kapa ne."
GEN 8:10,"Jadi, dia menunggu selama tujuh hari lagi, dan dia kembali melepaskan merpati itu dari bahtera.","Ka Noh tatae hari dꞌai pidhu lodꞌo, hèia na patabuli hari koro jꞌaha deo na.","Ka na mate hari pidhu lodꞌo. Hèia na lèpa hari, ka na patabuli koro jꞌaha ne nèti dꞌara kapa."
GEN 8:11,"Lalu, merpati itu kembali kepadanya pada sore hari, dan lihat, sehelai daun zaitun yang baru terpetik ada di paruhnya. Dengan demikian, Nuh mengetahui bahwa air telah surut dari permukaan bumi.","Dꞌara lodꞌo nihia sa, koro ne lèpa hari laꞌe asa Noh, tutu nèti dènge rèu saitun ca rèu dhu heka tutu nare kèna. Nèti èèna ka, Noh heka neꞌa kèna, èi na dhu puru le tareꞌa di.","Ropa lodꞌo cèna, koro jꞌaha ne lèpa hari asa Noh. Dꞌai dꞌara lodꞌo cèna, ladhe nèdhi rèu saitun ca kapua dhu heka pare, ètu dꞌara rèu na. Hèia Noh neꞌa, na, èi mulai kura nèti rai-haha."
GEN 8:12,"Nuh menunggu selama tujuh hari lagi, lalu kembali melepaskan merpati itu, yang tidak kembali lagi kepadanya.","Ka na mate hari dꞌai pidhu lodꞌo, hèia na patalale hari koro jꞌaha ca hari ni. Te ngaa ca tèka ne, koro ne lèpa heka.","Hèia Noh mate hari pidhu lodꞌo. Ka na lèpa, hèia na patabuli eele koro jꞌaha dhu ana iiki-iiki èèna. Te ngaa koro ne lèpa boe asa nèngu."
GEN 8:13,"Pada tahun yang ke-601, pada hari pertama bulan pertama itu, air telah mengering dari bumi. Lalu, Nuh membuka atap bahtera itu dan melihat bahwa permukaan tanah sudah kering.","Lodꞌo Noh mamuri dꞌai 601 (èna ngasu ca) tèu, lèke lodꞌo ka èci hèru èci, èi mèti aaꞌi le. Hèia Noh bhoke jendela, ka na ladhe palème, nèdhi rai dhu mango le.","Lodꞌo èèna, lèke dènge tèu èpa nguru èci tèu, lèke dènge hèru partama, èi mango le nèti rai-haha. Ka Noh bhoke katanga rai, ka ladhe nèdhi rai mango le."
GEN 8:14,"Pada bulan kedua hari ke-27 bulan itu, bumi sudah kering.","Dꞌai hèru ka dua, lodꞌo ka dua nguru pidhu, dedha-rai ne dhu mango meto le.","Hèia dꞌai hèru ka dua, lèmi lodꞌo hari, rai-haha kateme le."
GEN 8:15,"Kemudian, Allah berkata kepada Nuh,","Ka Ama Lamatua peka dènge Noh,","Èle èèna ka, Ama Lamatua peka dènge Noh, aku Nèngu na,"
GEN 8:16,"“Keluarlah dari bahtera itu, kamu, istrimu, anak-anakmu, dan istri-istri mereka, bersamamu.",“Noh! Aaꞌi-aaꞌi mi puru ka nèti dedha kapa èèna.,"Yesus tuhu hari lii padhai Na, aku Nèngu na, Wee! Kalua ka nèti dꞌara kapa ne, èu, dhèu èmu-kamali, ana niki, dènge dhèu èmu ra."
GEN 8:17,"Bawalah denganmu segala yang hidup yang ada bersamamu, burung-burung, binatang ternak, segala yang melata yang merayap di atas bumi, supaya mereka dapat berkelompok di bumi, berkembang biak, dan bertambah-tambah banyaknya di atas bumi.”","Papuru aaꞌi badha-manu sèra! Nuka: badha ani, badha hui, badha dhu rodꞌo, dènge manu-bhui aaꞌi-aaꞌi ra. Hudꞌi si, sèna ka ra bèba, papènu rai-haha ne.”","Mèti dènge ka mèdha aaꞌi-aaꞌi dhu mamuri ètu rai-haha. Nuka sèmi: manu-bhui, badha-manu, dènge rodꞌo-rariu aaꞌi-aaꞌi dhu rodꞌo-rariu ètu rai-haha. Dènge sèmi èèna, rèngu bisa nara iisi ae-ae ètu rai-haha."
GEN 8:18-19,"Lalu, Nuh keluar, dan anak-anaknya, istrinya, juga para istri anak-anaknya bersamanya. Segala binatang, segala yang merayap, segala burung, segala yang bergerak di atas bumi, keluar dari bahtera menurut jenisnya masing-masing.","Èle èèna ka, Noh dènge dhèu èmu na, dènge ana-ana na, aa dènge dhèu èmu ana na sèra, aaꞌi-aaꞌi ra puru nèti dedha kapa èèna. Badha se, aaꞌi-aaꞌi ra, kalua ka madhutu anga ra èci-èci.","Ropa tadèngi nare sèmi èèna, hèia Noh dènge ana-ana na, dhèu èmu-kamali na, badha-manu aaꞌi-aaꞌi, badha-manu aaꞌi-aaꞌi, badha-manu aaꞌi-aaꞌi, dènge manu-bhui aaꞌi-aaꞌi, kalua nèti dꞌara kapa ne. Èci-èci ka mai nèti dedha kapa ne, madhutu raropa na."
GEN 8:20,"Kemudian, Nuh membangun sebuah mazbah untuk TUHAN. Dia mengambil beberapa binatang yang halal dan beberapa dari burung yang halal, lalu mempersembahkan persembahan bakaran di mazbah itu.","Hèia Noh pudhi hadhu, tao mei korban hia LAMATUA. Nèti badha-badha dhu bisa raꞌa sèra, Noh nare ciꞌu-ciꞌu, ka na roro, tunu ètu dedha mei deo na, ho jꞌajꞌi mi tadha makasi mi LAMATUA.","Lodꞌo èèna, Noh tao era sogo-tagu hia Ama Lamatua ètu dedha mei èci. Ka nèngu nare badha dhu Lamatua dꞌèi, aa manu-bhui dhu Lamatua dꞌèi. Hèia na saraka ajꞌu dhu beꞌa, sèna ka jꞌajꞌi korban."
GEN 8:21,"TUHAN mencium bau harum itu dan TUHAN berkata dalam hati-Nya, “Aku tidak akan lagi mengutuk tanah karena manusia sebab niat hati manusia itu jahat sejak masa mudanya. Aku juga tidak akan memusnahkan lagi setiap makhluk hidup seperti yang telah Aku lakukan.","Ropa LAMATUA sangèdꞌu nare hèu gèmu korban deo na, dꞌara Na karejꞌe. Ka Na ngee na, “Nèti deo neꞌe ne, Jaꞌa huku heka rai-haha ne, lula bhabhelu-katubꞌa dhèu. Masi ka rèngu dhoka ngee bhabhelu di, Jaꞌa paꞌele iie heka ngaa-ngaa dhu mamuri, sèmi dhu Jaꞌa heka tao kore èèna.","Hèia Lamatua sèmi nare hèu mèngi èèna. Ka Na pangee ètu dꞌara Na, aku Nèngu na, Jaꞌa tule eele ka rai nèti dꞌara rai, lula tatao dhèu rai-haha ne, bhelu-katubꞌa karèi nèti ana iiki ka mai. Jaꞌa tule eele heka aaꞌi mèu-mèu dhèu rai-haha, sèmi dhu uru èèna Jaꞌa tule eele aaꞌi mèu-mèu."
GEN 8:22,"Selama bumi masih ada, musim tanam dan musim panen, dingin dan panas, musim kemarau dan musim hujan, siang dan malam, tidak akan berhenti.”","Lodꞌo rai-haha ne era, hèru dènge tèu, kako madhutu atora. Sèmi: hèru sèla dènge hèru puu-gꞌètu, hèru pacuhi dènge hèru sagoro, hèru hadhu dènge hèru èjꞌi lai, mèu dènge mèda.”","Lodꞌo rai-haha ne dhae jꞌajꞌi mèka, hèru puu-gꞌètu dènge lodꞌo puu-gꞌètu dènge hèru pacuhi bisa boe taha."
GEN 9:1,"Allah memberkati Nuh beserta anak-anaknya, dan berfirman kepada mereka, “Beranakcuculah, dan berlipatgandalah, dan penuhilah bumi.","Hèia Ama Lamatua pala-bagi berkat mi Noh dènge ana-ana na, peka na, “Miu matana paꞌae-ae, sèna ka papènu rai-haha ne.","Èle èèna ka, Ama Lamatua hia mèngi-nale mi Noh dènge ana-èpu na. Ka Na paredha si, peka na, Miu hudꞌi ana-èpu ae-ae, toke ra ae-ae ètu rai-haha ne."
GEN 9:2,"Ketakutan akan kamu dan kegentaran akan kamu akan berlaku atas setiap binatang di bumi dan atas setiap burung di langit, atas segala yang merayap di bumi dan atas segala ikan di laut. Ke dalam tanganmu mereka diserahkan.","Ladhe èèna na, badha hui, manu-bhui dènge iꞌa aaꞌi-aaꞌi ra madhaꞌu dènge miu. Miu ka dhu ator si.","Badha aaꞌi-aaꞌi ètu rai-haha, manu-bhui aaꞌi-aaꞌi ètu dedha-liru, dènge iꞌa aaꞌi-aaꞌi ètu dꞌara dhasi, bèli-camèdꞌa ra madhaꞌu dènge madhaꞌu, toke ra soro iꞌa sèra asa dꞌara adhe-aai miu."
GEN 9:3,"Segala yang hidup dan bergerak akan menjadi makananmu. Seperti Aku memberikan tumbuhan-tumbuhan hijau kepadamu, sekarang Aku memberikan segalanya kepadamu.","Sisi badha aaꞌi-aaꞌi, miu bisa miꞌa, sèmi dhu miꞌa hua-hela, dènge rèu ana aajꞌu se. Aaꞌi-aaꞌi se, Jaꞌa hia miu.","Ngaa aaꞌi-aaꞌi dhu mamuri, bèli-camèdꞌa jꞌajꞌi ngangaꞌa hia miu. Jaꞌa hia miu hua-hela dhu muri tabꞌa ètu dꞌara oka, sèmi dhu Jaꞌa hia miu ngangaꞌa-nganginu."
GEN 9:4,"Namun, jangan kamu makan daging yang masih bernyawa, yaitu darahnya.","Dhoka sisi dhu dènge raa era, miu madha mèu miꞌa, lula samanga badha ètu raa na.","Te ngaa sisi dhu madhe le, miu bisa boe miꞌa. Te raa na dhu madhe le, miu bisa boe miꞌa."
GEN 9:5-6,"Sebab, Aku pasti akan menuntut pembalasan atas darahmu, yaitu nyawamu; dari setiap binatang Aku akan menuntutnya, dan Aku juga akan menuntut nyawa manusia lainnya dari setiap manusia. Siapa pun yang menumpahkan darah manusia, darahnya akan ditumpahkan oleh manusia. Sebab, Allah menciptakan manusia sesuai dengan rupa-Nya sendiri.","Jaꞌa pajꞌajꞌi dhèu madhutu raropa Jaꞌa. Nèti èèna ka, baku pamadhe dhèu. Ladhe abhu dhèu, do badha, dhu pamadhe dhèu, na, pamadhe ne kahèi. Neꞌe, lii paredha nèti Jaꞌa.","Bèli-camèdꞌa Jaꞌa huku dhèu, lula raa èu madhe, do aadꞌo. Bèli-camèdꞌa Jaꞌa huku badha aaꞌi-aaꞌi, do dhèu rai-haha, do aadꞌo. Ladhe dhèu madhe raa dhèu, èèna na dhèu rai-haha roro pamadhe ne kahèi. Te Ama Lamatua pajꞌajꞌi dhèu rai-haha madhutu rupa Na. Nèti èèna ka, èdhi dhèu rai-haha sama sèmi Nèngu kahèi."
GEN 9:7,Beranakcuculah kamu serta berlipatgandalah; penuhilah bumi dan berlipatgandalah di dalamnya.”,"Miu se hudꞌi matana paꞌae-ae ku, sèna ka papènu hari rai-haha ne.”","De miu hudꞌi nara iisi ae-ae ku, toke jꞌajꞌajꞌi ae-ae. Hua iia miu jꞌajꞌi ae-ae ètu rai-haha ne, toke jꞌajꞌi ae-ae ètu rai-haha ne."
GEN 9:8,"Lalu, Allah berkata kepada Nuh dan anak-anaknya yang bersamanya,","Ka Ama Lamatua tuhu hari lii padhai lii Na,","Èle èèna ka, Ama Lamatua peka hari dènge Noh dènge ana-èpu na, aku Nèngu na,"
GEN 9:9,"“Lihat! Sekarang Aku menetapkan perjanjian-Ku denganmu dan dengan keturunanmu yang akan datang,","“De neꞌe ne, Jaꞌa pajaji dènge miu, toke dꞌai lai ana lai èpu.",Sanèdꞌe paie! Jaꞌa paꞌèki le lii pajaji dènge miu dènge ana-èpu miu aaꞌi-aaꞌi dhu bèli-camèdꞌa mai.
GEN 9:10,"dan dengan segala yang hidup yang ada bersamamu, baik burung-burung, ternak, segala binatang di bumi, dari semua yang keluar dari bahtera, yaitu segala binatang di bumi.","Lii pajaji ne, lèke kahèi mi aaꞌi-aaꞌi dhu mamuri, sèmi: badha ani, badha hui, dènge manu-bhui. Peka ka laa, lèke aaꞌi-aaꞌi dhu kalua palere-lere dènge miu nèti dedha kapa.","Jaꞌa patadhe kahèi badha aaꞌi-aaꞌi dhu ètu rai-haha ne. Nuka sèmi: manu-bhui, badha hui, dènge badha aaꞌi-aaꞌi dhu kalua nèti dꞌara kapa."
GEN 9:11,Aku menetapkan perjanjian-Ku denganmu: tidak akan ada lagi makhluk hidup yang dibinasakan oleh air bah; tidak akan ada lagi air bah yang menghancurkan bumi.”,"Lii pajaji Jaꞌa sèmi neꞌe: Jaꞌa hia heka èi aae lala, ho pamadhe aaꞌi ngaa-ngaa dhu mamuri, aa dènge paꞌele iie rai-haha ne.","Jaꞌa paꞌèki lii padhadha dènge miu, peka na, bèli-camèdꞌa èi aae lala, paꞌele iie heka ngiꞌu aae èci sa nèti rai-haha."
