verse,source_text,target_text,pred_target_text
MRK 2:18,"Murid-murid Yohanes dan orang-orang Farisi sedang berpuasa. Orang-orang datang dan bertanya kepada-Nya, “Mengapa murid-murid Yohanes dan murid-murid orang Farisi berpuasa, tetapi murid-murid-Mu tidak berpuasa?”","Ca tèka, dhèu nèti partei agama Parisi puasa. Rèngu rèdhi ana madhutu Yohanis tuka sarani, puasa kahèi. Te ngaa rèdhi boe ana madhutu Yesus puasa sèmi rèngu. Hèia dhèu rèngu mai paraga dènge Yesus, ka ra karèi, aku rèngu na, “Ama. Jiꞌi puasa sama sèmi ana madhutu Yohanis kahèi. Te, nga tao ka, ana madhutu Ama puasa boe?”","Ca tèka, dhèu nèti partei agama Parisi puasa. Rèngu madhutu Yohanis tuka sarani, dènge ana madhutu nèngu puasa kahèi. Te ngaa rèngu puasa boe. Hèia dhèu èci mai karèi Yesus, aku rèngu na, Ama! Jiꞌi puasa sama sèmi ana madhutu Yohanis kahèi. Te, nga tao ka, ana madhutu Ama puasa boe?"
MRK 2:19,"Yesus menjawab mereka, “Dapatkah para pengiring pengantin berpuasa sementara pengantin laki-laki ada bersama mereka? Selama pengantin laki-laki itu ada bersama dengan mereka, mereka tidak dapat berpuasa.","Hèia Yesus dhaa, peka na, “Mema miu meꞌa le, ladhe abhu pesta kabꞌi, dhèu dhu abhu nèru sèra puasa boe, ka raꞌa toke bècu. Ladhe mone dhu kabꞌi èèna era, dhèu sèra aaꞌi-aaꞌi raꞌa-rinu.","Hèia Yesus dhaa, peka na, Sèmi neꞌe. Ladhe abhu pesta kabꞌi, dhèu dhu abhu nèru sèra, raꞌa toke bècu. Ladhe mone dhu kabꞌi èèna era, dhèu sèra aaꞌi-aaꞌi raꞌa-rinu."
MRK 2:20,"Namun, saatnya akan tiba ketika pengantin laki-laki akan diambil dari mereka, maka pada hari itu mereka akan berpuasa.","Te ladhe dꞌai lodꞌo ho ra kèpe rèti dhèu mone dhu kabꞌi èèna, ka mone aanga-angalai na sèra dꞌara susa, heka ra puasa kèna.","Te ngaa ropa dhèu leo rai rèti mone dhu kabꞌi èèna, hèia mone aanga-angalai na sèra dꞌara susa, heka ra puasa kèna."
MRK 2:21,"Tidak ada orang yang menambal baju tua dengan kain yang masih baru. Jika seperti itu, tambalan kain baru akan merobek baju tua itu dan membuat sobekannya makin parah.","Sèmi èèna kahèi, bèla hiu baku kalape mi kodho dhui. Te ladhe base, na, bèla hiu èèna karuku, hèia kodho èèna asa ka mae aae.","Sèmi èèna kahèi, bèla hiu baku kalape mi kodho dhui. Te aadꞌo na, bèla hiu èèna karuku, aa kodho èèna asa ka mae aae."
MRK 2:22,"Tidak ada orang yang menuangkan anggur baru ke dalam kantong kulit tua. Jika seperti itu, anggur akan merobek kantong kulit itu sehingga baik anggur maupun kantongnya akan rusak. Sebaiknya, anggur baru disimpan dalam kantong kulit baru.”","Sèmi èèna kahèi, miu baku edhe dhua pèdꞌu ètu dꞌara sabha dhui. Te aadꞌo na, sabha èèna mae, aa dhua pèdꞌu na bhori eele asa rai.” [Nèti èèna ka Yesus peka dènge si, baku pakihu-kee lii holo-nori Nèngu dhu hiu, dènge lii holo-nori dhèu Parisi dhu dhui.]","Sèmi èèna kahèi, dhua dhu heka rèti nèti kapua, bisa boe bhori asa dꞌara sabha dhui. Te aadꞌo na, sabha ne mae, aa dhua èèna mae."
MRK 2:23,"Pada suatu Sabat, Yesus melewati ladang gandum. Dan, dalam perjalanan, murid-murid-Nya mulai memetik bulir-bulir gandum.","Ca tèka, lèke lodꞌo manèngi-mangajꞌi dhèu Yahudi, Yesus si kako re jꞌara ètu dꞌara oka. Ka ana madhutu Na gꞌètu rèti are gandum.","Ca lodꞌo, lèke dènge lodꞌo aꞌae sasabꞌa dhèu Yahudi, Yesus si kako re jꞌara ètu dꞌara oka. Ka ana madhutu Na gꞌètu rare are gandum dhu isi."
MRK 2:24,"Lalu, orang-orang Farisi berkata kepada-Nya, “Lihat, mengapa mereka melakukan pelanggaran terhadap hukum hari Sabat?”","Ropa dhèu Parisi ladhe rèdhi, ka ra karèi Yesus, “Tasamia ka, ana madhutu Èu madhutu boe jꞌara-jꞌara agama èdhi? Rèngu se gꞌètu are gandum lèke lodꞌo aꞌoro sasabꞌa. Miu baku tao sèmi èèna!”","Ropa dhèu Parisi ladhe rèdhi Yesus tao sèmi èèna, hèia ra karèi Ne, Tasamia ka, ana madhutu Èu se sisu atora èdhi, lodꞌo aꞌae sasabꞌa? Rèngu sisu atora èdhi. De nga tao ka rèngu sisu atora èdhi?"
MRK 2:25-26,"Lalu, Dia berkata kepada mereka, “Belum pernahkah kamu membaca apa yang dilakukan Daud ketika dia dan orang-orang yang bersamanya sedang membutuhkan dan merasa lapar? Bagaimana dia masuk ke Rumah Allah pada masa Abyatar menjadi Imam Besar, makan roti persembahan yang hanya boleh dimakan oleh para imam, dan dia juga memberikan sebagian kepada orang-orang yang bersamanya?”","Hèia Yesus dhaa, “Samia, ee? Miu sanèdꞌe heka lii lolo Daud. Tèu èèna, Abyatar jꞌajꞌi kètu kapai risi agama Yahudi. Lodꞌo èèna, Daud dènge dhèu madhutu na aaꞌi-aaꞌi ra manganga bia. Ka ra maso asa dꞌara Paleo Ama Lamatua, hèia raꞌa roti dhu ama agama hia le mi Lamatua. Madhutu atora agama èdhi, dhèu dhu bisa raꞌa roti èèna, dhoka ama-ama agama di; dhèu leo bisa boe. Daud dènge ana madhutu na sèra, raꞌe rare roti èèna, te ngaa dhèu èci sa peka boe, na, Daud si sala.”","Te ngaa Yesus dhaa, aku Nèngu na, Tasamia, ee? Miu sanèdꞌe lii lolo Daud? Ca tèka, Abyatar jꞌajꞌi kètu kapai risi agama Yahudi. Lodꞌo èèna, Daud dènge dhèu madhutu na aaꞌi-aaꞌi ra manganga titu kèna. Ka ra maso asa dꞌara Paleo Ama Lamatua, hèia raꞌa roti dhu ama agama hia le mi Lamatua. Dhèu leo bisa raꞌa roti ne, te ngaa ama-ama agama bisa boe. Daud si raꞌa, te ngaa dhèu leo bisa boe. Daud si raꞌa."
MRK 2:27,"Kemudian, Yesus berkata kepada orang-orang Farisi itu, “Hari Sabat dibuat untuk manusia, bukan manusia untuk hari Sabat.","Èle èèna ka, Yesus lole hari dènge rèngu, “Miu baku bhèlu! Lamatua hia lodꞌo aꞌoro sasabꞌa hia èdhi dhèu rai-haha. Lamatua pajꞌajꞌi boe èdhi dhèu rai-haha, ho madhutu dhoka atora lodꞌo aꞌoro sasabꞌa di.","Èle èèna ka, Yesus lole hari dènge rèngu, aku Nèngu na, Miu aaꞌi-aaꞌi mi meꞌa, do aadꞌo? Lamatua pajꞌajꞌi lodꞌo aꞌoro sasabꞌa hia mi èdhi dhèu rai-haha. Lamatua pajꞌajꞌi boe èdhi dhèu rai-haha, ho madhutu atora lodꞌo aꞌoro sasabꞌa."
MRK 2:28,"Jadi, Anak Manusia adalah Tuhan juga atas hari Sabat.”","Jaꞌa ne, Dhèu Rai-haha Tareꞌa-reꞌa. Jaꞌa ne ka dhu peka ho dhèu sabꞌa, do aadꞌo, lèke dènge lodꞌo aꞌoro sasabꞌa.”","Jaꞌa ne, Dhèu Rai-haha Tareꞌa-reꞌa. Jaꞌa ka dhu dènge hak ho pamaꞌète, peka na, dhèu bisa sabꞌa ngaa, lèke dènge lodꞌo aꞌae sasabꞌa."
MRK 3:1,"Yesus masuk lagi ke sinagoge, dan di sana ada seorang laki-laki dengan tangan yang lumpuh sebelah.","Èle èèna ka, Yesus lèpa hari laꞌe asa èmu manèngi-mangajꞌi. Dꞌai nèi, ka Yesus paraga dènge dhèu èci dhu ai na roe cabèka.","Èle èèna ka, Yesus laꞌe hari asa dꞌara èmu manèngi-mangajꞌi. Dꞌai nèi, ka Yesus paraga dènge dhèu mone èci dhu ai na roe cabèka."
MRK 3:2,Mereka mengamati Yesus untuk melihat apakah Dia akan menyembuhkan orang itu pada hari Sabat supaya mereka dapat menyalahkan Dia.,"Ètu èèna, abhu pèri-pèri dhèu dhu patangi-tenge sasala Yesus. Ra maꞌu Yesus, neo reꞌa Na puri-paꞌèle dhèu pèdꞌa lèke lodꞌo aꞌoro sasabꞌa, do aadꞌo.","Ètu èèna, abhu dhèu Yahudi pèri-pèri dhu tenge jꞌara ho pamanahu Yesus. Ra tatae, sèna ka Yesus puri-paꞌèle dhèu neꞌe, lèke dènge lodꞌo aꞌae sasabꞌa. Dènge jꞌara neꞌe, rèngu bisa pèci sasala asa Yesus."
MRK 3:3,"Lalu, Yesus berkata kepada laki-laki yang tangannya lumpuh sebelah itu, “Berdirilah di tengah.”","Hèia Yesus paroa dhèu dhu ai roe cabèka èèna, aku Nèngu na, “Mai ku! Titu ku mi madha Jaꞌa ne.”","Hèia Yesus paroa dhèu dhu ai madhe cabèka èèna, aku Nèngu na, Mai ku! Titu ku ètu madha Jaꞌa ne!"
MRK 3:4,"Kemudian, Yesus berkata kepada mereka, “Apakah melanggar hukum jika berbuat baik atau berbuat jahat pada hari Sabat? Menyelamatkan nyawa atau membunuh?” Namun, mereka diam.","Ka Na karèi dhèu ae ètu sèra sa, aku Nèngu na, “Madhutu atora agama èdhi, èdhi bisa tao ngaa lodꞌo aꞌoro sasabꞌa? Tao madha jꞌara dhu beꞌa, do karehe? Tao pabeꞌa dhèu, do pamadhe dhèu?” Te ngaa dhèu sèra èci sa bani boe bhoke hèbꞌa.","Hèia Na karèi dhèu ae ètu sèra, peka na, Madhutu atora agama èdhi, èdhi bisa tao ngaa lodꞌo aꞌae sasabꞌa? Tao dhu beꞌa, do, tao dhu bhelu? Tao dhu beꞌa, ho patabuli dhèu, do, pamadhe dhèu? Te ngaa dhèu sèra èci sa bani boe bhoka hèbꞌa."
MRK 3:5,"Yesus melihat ke sekeliling dengan marah, Dia sedih karena kekerasan hati mereka. Lalu, kata-Nya kepada laki-laki itu, “Ulurkan tanganmu.” Laki-laki itu mengulurkan tangannya, dan tangannya disembuhkan.","Nèti èèna ka, Yesus dꞌara pèdꞌa, lula rèngu madhutu dhoka adꞌa di, tao boe madha-dhilu mi dhèu ai roe cabèka ne. Yesus nasa, ka Na ladhe lème dhèu sèra. Hèia Na peka mi dhèu ai roe cabèka, aku Nèngu na, “Jꞌole kacui-aai èu mai sa neꞌe!” Ka dhèu èèna soro kacui-aai asa Yesus laꞌe. Kabèdhi laa, èle dènge papèdꞌa na.","Ropa Yesus tadèngi lii manèngi rèngu sèmi èèna, hèia Na nasa titu kèna, lula dꞌara Na susa, lula dhèu sèra kètu hadhu. Ka Na lii dènge dhèu dhu ai roe cabèka ne, aku Nèngu na, Jꞌole kacui-aai èu mai sa neꞌe! Ka dhèu èèna soro kacui-aai asa Yesus, hèia èle dènge ka."
MRK 3:6,"Orang-orang Farisi segera keluar, dan bersekongkol dengan orang-orang Herodian untuk melawan-Nya dan bagaimana dapat membunuh-Nya.","Ropa dhèu Parisi ladhe rèdhi Yesus paꞌèle kacui-aai dhèu èèna lèke lodꞌo aꞌoro sasabꞌa, aaꞌi-aaꞌi ra kalua nèti dꞌara èmu manèngi-mangajꞌi. Ka lasi padhue dènge dhèu partei politik Herodes, ho tenge jꞌara neo pamadhe Yesus.","Ropa dhèu Parisi ladhe rèdhi Yesus padhai lii, hèia ra kalua nèti dꞌara èmu manèngi-mangajꞌi. Ka lasi padhue dènge dhèu partei Herodes, ho tenge jꞌara neo pamadhe Yesus."
MRK 3:7-8,"Yesus menyingkir dengan murid-murid-Nya ke danau, tetapi sejumlah besar orang mengikuti-Nya dari wilayah Galilea, Yudea, Yerusalem, Idumea, daerah seberang Sungai Yordan, serta sekitar Tirus dan Sidon. Ketika banyak orang mendengar apa yang Yesus sedang lakukan, mereka datang kepada-Nya.","Ca lodꞌo, Yesus dènge ana madhutu Na lasi asa sebhe dano Galilea. Te ngaa, lula dhèu ae sèra reꞌa le ngaa dhu Nèngu tao, ka dhèu aaꞌi-aaꞌi mai nèti rae-rae ho madhutu Ne. Rèngu mai nèti propensi Galilea, propensi Yudea, aa propensi Idumea. Abhu kahèi dhu mai nèti kota Yerusalem, kota Sidon dènge kota Tirus. Abhu kahèi cahagꞌe dhu mai nèti cabèka dhimu loko Yarden. Aaꞌi-aaꞌi sèra neo mai paraga dènge Ne.","Èle èèna ka, Yesus dènge ana madhutu Na tèke eele si, lasi asa cabèka dano. Te ngaa dhèu ae-ae mai madhutu Ne. Dhèu se mai nèti propensi Galilea, propensi Yudea, kota Yerusalem, nèti propensi Idumea, dhu ètu cabèka dhimu loko Yarden, aa nèti rae Tirus dènge Sidon. Dhèu ae se tadèngi le ngaa dhu Yesus tao, hèia mai pakaboko ètu era èèna."
MRK 3:9,"Karena orang banyak itu, Yesus berkata kepada murid-murid-Nya untuk menyiapkan perahu bagi-Nya supaya mereka tidak menghimpit Dia.","Taga dhèu dhu mai sèra ae seli, ka Yesus pua ana madhutu Na lasi tenge koha cue hia Nèngu. Na neo padhai lii dènge dhèu ae sèra nèti dedha koha, sèna ka rèngu aaꞌi-aaꞌi ra bisa ladhe rèdhi rèhu Na, aa tadèngi lii padhai lii Na hèi.","Nèti èèna ka, Yesus pua ana madhutu Na lasi tenge koha cue, sèna ka rèngu aaꞌi-aaꞌi ra bisa ladhe rèdhi dhèu ae dhu mai nèti dedha koha ne."
MRK 3:10,"Karena Yesus telah menyembuhkan banyak orang, maka semua orang yang sakit saling mendorong ke dekat-Nya supaya dapat menyentuh-Nya.","Ca hari ni, Na puri-paꞌèle dhèu pèdꞌa ae titu kèna. Nèti èèna ka, dhèu ae mai paseti èci dènge èci, neo gꞌagꞌe Yesus.","Na puri-paꞌèle dhèu pèdꞌa ae titu kèna. Nèti èèna ka, dhèu ae mai paseti èci dènge èci, neo gꞌagꞌe Yesus."
MRK 3:11,"Juga, ketika roh-roh najis melihat Yesus, mereka sujud di hadapan-Nya dan berteriak, “Engkau adalah Anak Allah!”","Ropa dhèu dhu nidhu tao sa ladhe rèdhi Yesus, ka ra bèbha dꞌai rai ètu madha Yesus. Hèia ra taraa, aku rèngu na, “Èu ne mema tareꞌa Ana Ama Lamatua!”","Ropa dhèu dhu nidhu tao sèra ladhe rèdhi Yesus, ka ra bèbha dꞌai rai ètu madha Yesus. Hèia ra paꞌoo, peka na, Èu ne tareꞌa-reꞌa Ana Ama Lamatua!"
MRK 3:12,"Namun, Yesus melarang dengan keras kepada mereka supaya tidak membuat-Nya dikenal.","Te ngaa Yesus kai rèngu, aku Nèngu na, “Miu baku ale dènge dhèu èci sa hèi, Jaꞌa ne cee!”","Te ngaa Yesus kai si, peka na, Baku ale dènge dhèu èci sa, Jaꞌa ne cee!"
MRK 3:13,"Lalu, Yesus naik ke atas gunung dan memanggil orang-orang yang Dia kehendaki, dan mereka datang kepada-Nya.","Èle èèna ka, Yesus kako laꞌe asa kolo ledhe èci. Na paroa pèri-pèri dhèu dhu Nèngu dꞌèi. Ka dhèu se mai madhutu Ne.","Èle èèna ka, Yesus caꞌe laꞌe asa kolo ledhe èci. Na paroa dhèu dhu Nèngu dꞌèi. Ka dhèu se mai madhutu Ne."
MRK 3:14,"Dia menunjuk dua belas orang, supaya mereka dapat bersama-Nya dan Dia dapat mengutus mereka untuk memberitakan Firman,","Èle èèna ka, Na hagꞌe nare dhèu canguru dua. Ka Na peka, “Jaꞌa pili miu ho madhutu taruu Jaꞌa, jꞌajꞌi dhèu pajuu-paleha Jaꞌa. Jaꞌa neo pua miu, lami lole Lii Lolo Beꞌa Ama Lamatua mi dhèu aaꞌi-aaꞌi.”","Èle èèna ka, Na hagꞌe nare dhèu canguru dua. Na hagꞌe si, sèna ka madhutu Ne taruu. Dènge jꞌara neꞌe, Nèngu neo pua rèngu lasi lole Lii Lolo Beꞌa Ama Lamatua mi dhèu aaꞌi-aaꞌi."
MRK 3:15,serta mendapat kuasa untuk mengusir setan.,"Sèmi èèna kahèi Jaꞌa neo hia miu koasa, sèna ka miu bisa babège-lalèta nidhu nèti dꞌara dhèu.”","Dènge jꞌara neꞌe, miu abhu koasa ho babège-lalèta nidhu nèti dꞌara dhèu."
MRK 3:16-19,"Yesus menunjuk dua belas orang, yaitu: Simon (yang dipanggil-Nya Petrus), Yakobus, anak Zebedeus, dan Yohanes, saudara Yakobus (yang dipanggil-Nya Boanerges, artinya “Anak-anak Guruh”), Andreas, Filipus, Bartolomeus, Matius, Tomas, Yakobus, anak Alfeus, Tadeus, Simon orang Zelot, dan Yudas Iskariot, yang mengkhianati Dia. Lalu, mereka masuk ke dalam rumah.","Ngara dhèu canguru dua sa, nuka: Simon (dhu Yesus pangare na, Petrus), Yakobis, Yohanis, (Yakobis dènge ari na, Yohanis ne, dua ra ana Sabadeus. Yesus pangare rèngu dua ra, ngara na ‘Boanerges’, dhu sasoa na ‘sama sèmi dꞌoro’.) Anderias, Pelipus, Bertolomeos, Mateos, Tomas, Yakobis (ana Alpius), Tadius, Simon (dhu madhutu partei politik Selot), dènge Yudas Iskariot (dhu èèna na pahie eele Yesus).","Dhèu canguru dua, nuka: Simon (dhu Yesus pangare na, Petrus), Yakobis, Yohanis (Yakobis dènge ari na, Yohanis ne, dua ra ana Sabadeus. Yesus pangare si, Boanerges, dhu sasoa na, dhèu dꞌoro.) Anderias, Pelipus, Bertolomeos, Mateos, Tomas, Yakobis (ana Alpius), Tadius, Simon (dhu madhutu partei politik Selot), dènge Yudas Iskariot (dhu èèna na pahie eele Yesus)."
MRK 3:20,"Kemudian, orang banyak itu kembali berkumpul di sana sehingga mereka bahkan tidak sempat untuk makan roti.","Èle èèna ka, Yesus dènge ana madhutu Na sèra puru hari nèti kolo ledhe deo na. Ka lasi asa dꞌara èmu èci. Dhèu ae titu kèna mai oke rare Ne, ka Na bisa boe naꞌa-ninu.","Èle èèna ka, Yesus dènge ana madhutu Na sèra puru hari nèti dꞌara èmu cue. Hèia dhèu ae titu kèna mai lingu rare Yesus, ka Na bisa boe naꞌa-ninu."
MRK 3:21,"Ketika keluarga-Nya mendengar hal ini, mereka datang untuk mengambil Yesus sebab orang-orang berkata, “Dia sudah tidak waras.”","Rèdhi sèmi èèna, hèia ra papeka, aku rèngu na, “Miu ladhe ku Yesus! Neꞌa heka lalau iisi Na.” Ropa aꞌari Na tadèngi lii palolo dhèu, ka ra mai neo rare Ne.","Ropa aꞌari Na tadèngi lii palolo dhèu, hèia ra papeka, aku rèngu na, Nèngu heka èle nèti papèdꞌa Na. Ropa ra tadèngi lii palolo dhèu, hèia dhèu mai neo rare Ne."
MRK 3:22,"Dan, ahli-ahli Taurat yang turun dari Yerusalem mengatakan, “Dia kerasukan Beelzebul! Dan, dengan kuasa penghulu setan, Dia mengusir setan.”","Lodꞌo èèna, mese-mese agama nèti Yerusalem mai peka dènge dhèu ètu sèra, aku rèngu na, “Heh! Pasa dhilu miu! Baku madhutu Yesus. Te dhèu aae nidhu, dhu ra paroa ngara na Baalsebul, maso asa dꞌara Yesus, ka hia Ne koasa, ho bata-magèla nidhu nèti dꞌara dhèu.”","Lodꞌo èèna, mese-mese agama nèti Yerusalem mai peka dènge dhèu ètu sèra, aku rèngu na, Dhèu aae nidhu, ngara na Baalsebul, bata eele nidhu nèti dꞌara dhèu!"
MRK 3:23,"Karena itu, Yesus memanggil mereka datang kepada-Nya, dan berkata dalam perumpamaan, “Bagaimana bisa setan mengusir setan?","Ropa Yesus tadèngi nare lii padhue rèngu èèna, heia Na paroa nare rèngu aaꞌi-aaꞌi ra, ka Na peka, “Lèke boe dènge ngangee dhèu! Tasamia ka dhèu aae nidhu bisa babège ngiꞌu mesa na!?","Ropa Yesus tadèngi nare lii padhai lii rèngu, hèia Na paroa nare rèngu aaꞌi-aaꞌi ra, ka Na peka, Ladhe sèmi èèna, nga tao ka dhèu aae nidhu bisa babège eele nidhu?"
MRK 3:24,"Jika sebuah kerajaan terpecah-pecah melawan dirinya sendiri, kerajaan itu tidak dapat bertahan.","Ladhe ètu dꞌara paredha dhèu aae èci, ana kabarai sèra èci patao-palaha dènge èci, paredha dhèu aae èèna taha nèbhu boe.","Ladhe ètu dꞌara paredha dhèu aae èci, ana kabarai sèra èci patao-palaha dènge èci, paredha dhèu aae èèna taha nèbhu boe."
MRK 3:25,"Dan, jika sebuah rumah terpecah-pecah melawan dirinya sendiri, rumah itu tidak akan dapat bertahan.","Sèmi èèna kahèi ètu dꞌara èmu, ladhe isi èmu èci patao dènge èci, isi èmu èèna mae-manyèla!","Sèmi èèna kahèi ètu dꞌara èmu, ladhe isi èmu èci patao-palaha, isi èmu èèna mae-manyèla!"
MRK 3:26,"Jika setan bangkit melawan dirinya sendiri dan terpecah-pecah, ia tidak dapat bertahan, tetapi akhir hidupnya telah tiba.","Sèmi èèna kahèi dènge nidhu. Ladhe èci pamusu dènge èci, rèngu mae-manyèla kahèi. Sèmi èèna na, heka rèngu laho kao-kao.","Sèmi èèna kahèi dènge dhèu aae nidhu. Ladhe èci pamusu dènge èci, rèngu mae-manyèla kahèi."
MRK 3:27,"Tidak ada orang yang dapat masuk ke rumah orang kuat dan merampok harta bendanya, tanpa terlebih dahulu mengikat orang kuat itu, maka barulah dia dapat merampok rumahnya.”","Ladhe dhèu parapo neo mai parapo èmu dhèu èra èci, na hudꞌi èki-karadhe uuru ku lamatua èmu na, heka bau nèti mèdha-panyau kèna.","Ladhe dhèu parapo neo mai manaꞌu èmu dhèu èci, hudꞌi èki-karadhe uuru ku lamatua èmu na, heka manaꞌu nèti mèdha-panyau na kèna."
MRK 3:28,"“Sesungguhnya, Aku berkata kepadamu, semua dosa anak-anak manusia dan hujatan apa pun yang mereka ucapkan akan dapat diampuni.","Nèti èèna ka, Jaꞌa peka mema dènge miu: Ama Lamatua sadia saku eele sasala dhèu. Ladhe dhèu padhai lii karehe mi dedha dhèu leo, Ama Lamatua bisa saku eele sasala na era.","Nèti èèna ka, Jaꞌa peka mema dènge miu: Ama Lamatua sadia saku eele sasala dhèu. Ladhe dhèu padhai lii karehe mi dedha dhèu leo, Ama Lamatua bisa saku eele sasala na sèra."
MRK 3:29,"Akan tetapi, siapa yang menghujat Roh Kudus tidak akan pernah diampuni, karena dia bersalah atas dosa kekal.”","Te ngaa lii padhai lii karehe mi dedha Roh Ama Lamatua dhu Mola-Mèci, Ama Lamatua saku eele boe sasala nèngu, toke dꞌai mia-mia laꞌe!”","Te ngaa ladhe abhu dhèu dhu padhai pakarehe Roh Ama Lamatua dhu Mola-Mèci, Ama Lamatua saku eele boe sasala na toke dꞌai mia-mia laꞌe!"
MRK 3:30,"Sebab, mereka telah berkata, “Dia kerasukan roh najis.”","Yesus peka sèmi èèna, lula dhèu sèra peka na, “Dhèu èèna, nidhu tao.”","Yesus peka sèmi èèna, lula dhèu seꞌe peka na, Dhèu ne, nidhu tao!"
MRK 3:31,"Kemudian, ibu dan saudara-saudara Yesus datang dan berdiri di luar rumah. Mereka menyuruh orang kepada-Nya dan memanggil-Nya.","Èle èèna ka, ina dènge ari Yesus sèra mai tenge Ne. Dꞌai èmu dhu Yesus madhèdi ètu dꞌara na, rèngu lasi boe asa dꞌara, te ngaa ra titu ètu liꞌu, ka ra hia dhèu lasi paroa Yesus.","Èle èèna ka, ina dènge ari Yesus sèra mai. Ka ra titu ètu liꞌu, ka ra pua dhèu lasi paroa Yesus."
MRK 3:32,"Banyak orang sedang duduk mengelilingi Yesus dan mereka berkata kepada-Nya, “Lihat, ibu-Mu dan saudara-saudara-Mu ada di luar mencari Engkau.”","Lasi, na, Yesus madhèdi padhai lii dènge dhèu ae. Ka dhèu sèra peka dènge Ne, “Ama, ee! Ina Mu dènge aꞌari Mu nuka ètu liꞌu si. Ra neo paraga dènge Ama.”","Lodꞌo èèna, dhèu ae madhèdi lingu rare Ne. Ka dhèu ètu sèra peka dènge Ne, aku rèngu na, Ama! Ina Mu dènge aꞌari Mu ètu liꞌu sèi. Ra neo paraga dènge Ama."
MRK 3:33,"Dan, Yesus menjawab mereka, “Siapakah ibu-Ku dan saudara-saudara-Ku?”","Te ngaa Yesus dhaa, peka na, “Cee ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa?”","Te ngaa Yesus dhaa, peka na, Cee ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa?"
MRK 3:34,"Kemudian, Dia memandang sekeliling kepada orang-orang yang duduk mengelilingi-Nya dan berkata, “Inilah ibu-Ku dan saudara-saudara-Ku!","Hèia Na ladhe palème asa dhèu dhu madhèdi ètu sèra, ka Na peka, “Miu seꞌe se ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa.","Hèia Na ladhe palème asa dhèu dhu madhèdi ètu sèra, ka Na peka, Miu seꞌe se ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa."
MRK 3:35,"Sebab, siapa yang melakukan kehendak Allah adalah saudara-Ku laki-laki, dan saudara-Ku perempuan, dan ibu-Ku.”","Te cee ka dhu madhutu dadꞌèi Ama Lamatua, rèngu sèra ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa.”","Te dhèu dhu tao madhutu dadꞌèi Ama Lamatua, rèngu seꞌe ka dhu tareꞌa-reꞌa jꞌajꞌi ina dènge aꞌari Jaꞌa."
MRK 4:1,"Sekali lagi, Yesus mulai mengajar di tepi danau. Orang yang sangat banyak mengerumuni Yesus, karenanya Dia naik ke sebuah perahu dan duduk di dalamnya di danau. Sementara, semua orang itu berada di darat, menghadap ke danau.","Ca lodꞌo, Yesus laꞌe hari asa dano Galilea. Dꞌai nèi dhèu ae mai oke rare Ne. Ka Yesus caꞌe laꞌe madhèdi asa dedha koha cue dhu panahu. Na ajꞌa dhèu sèra dènge lii pakasame. Dhèu dhu titu ètu dedha salae sèra aaꞌi-aaꞌi nanene Yesus ajꞌa Lii Holo-Nori Ama Lamatua.","Ca tèka, Yesus laꞌe hari asa sebhe dano Galilea. Dꞌai nèi, dhèu ae titu kèna mai manèngi-mangajꞌi mi Nèngu. Ka Yesus caꞌe laꞌe madhèdi asa dedha koha cue, ho ajꞌa Lii Holo-Nori Ama Lamatua. Dhèu aaꞌi-aaꞌi dhu ètu dedha nebhe sèra, ladhe rèdhi Yesus tao ngaa."
MRK 4:2,"Lalu, Yesus mengajar mereka tentang banyak hal dalam perumpamaan-perumpamaan. Dalam pengajaran-Nya, Dia berkata kepada mereka,",Na ajꞌa si lii holo-nori rupa-rupa pake lii pakasame. Aku Nèngu sèmi neꞌe ka:,"Na ajꞌa si lii holo-nori rupa-rupa pake lii pakasame. Na peka,"
MRK 4:3,“Dengarlah! Ada seorang penabur yang pergi untuk menabur benih.,“Nanene paie-iie! Dhèu èci laꞌe cebꞌe hini ètu dꞌara oka na.,Nanene paie-iie! Dhèu èci laꞌe cebꞌe hini ètu dꞌara oka na.
MRK 4:4,"Sementara dia menabur, beberapa benih jatuh di tepi jalan, dan burung-burung datang dan memakannya.","Ropa na cebꞌe hini sèra, cahagꞌe lèke ètu sebhe jꞌara. Kabèdhi laa, manu-bhui mai ka raꞌa aaꞌi.","Ropa na cebꞌe hini sèra, cahagꞌe lèke ètu sebhe jꞌara. Kabèdhi laa, manu-bhui mai ka raꞌe aaꞌi."
MRK 4:5,Sebagian jatuh di atas tanah berbatu yang tidak memiliki banyak tanah. Benih itu segera tumbuh karena tanahnya tidak dalam.,"Cahagꞌe hari lèke ètu era rai dhu pènu dènge hadhu. Hini sèra muri, te ngaa rai isi dhoka ciki ooꞌe di.","Cahagꞌe hari lèke ètu era rai dhu pènu dènge hadhu. Hini sèra muri, te ngaa rai isi boe."
