word,freq_count,target_text,source_text
menjarah,3,"Ka èpa dhèu aae dhu segi se, lasi parame rèti mèdha-panyau dènge ngangaꞌa-nginu nèti Sodom dènge Gomora. Èèna ka, ra lèpa dènge ka.","Jadi, mereka pun menjarah seluruh barang serta makanan milik orang Sodom dan Gomora, kemudian pergi."
pasukannya,3,"Ètu era èèna, Abram hagꞌe dhèu na sèra, mi pèri-pèri kaboko. Dꞌara mèda èèna kahèi, lasi age si, dènge jꞌara paꞌoke. Ka Abram si lasi bate dhèu se dꞌai rae Hoba, ètu bèka badae kota Damsik.","Dia membagi pasukannya, yaitu dia dan pelayan-pelayannya, untuk melawan mereka pada waktu malam, lalu memukul mereka, dan mengejar mereka sampai ke Hoba di sebelah utara Damsyik."
benang,3,"na, jaꞌa kore boe mèdha-panyau èu, masi ka ciki èèna ka. Masi ka loa hèngu caꞌèta sa, jaꞌa kore boe. Dènge jꞌara sèmi neꞌe, èu baku peka na, ‘Kakaja Abram sèra mai nèti jaꞌa.’","bahwa aku tidak akan mengambil segala sesuatu yang menjadi milikmu, bahkan sehelai benang atau tali sandal sekalipun supaya kamu jangan berkata, ‘Aku telah menjadikan Abram kaya.’"
syur,3,"Na rai dꞌai dꞌara mamoo. Hèia ana pajuu LAMATUA nèti sorga ca dhèu, rage ne dètu dènge madha èi, ètu jꞌara laꞌe asa Sur.",Malaikat TUHAN menemukan Hagar di dekat mata air di padang belantara. Mata air itu berada di dekat jalan menuju Syur.
melipatgandakanmu,3,Jaꞌa neo paꞌèki lii pajaji dènge èu. Aa Jaꞌa neo pabèba kacanga ana-èpu èu.”,"Aku akan mengadakan perjanjian antara Aku dan kamu, dan Aku akan melipatgandakanmu menjadi sangat banyak.”"
bundar,3,"Hèia Abraham pamèri sa dꞌara paleo, laꞌe peka dènge Sara, aku nèngu na, “Mèri! More tarigu dhu beꞌa risi, ca saku, ho tao roti!”","Abraham cepat-cepat masuk ke dalam tenda, kepada Sara, dan berkata, “Cepat! Ambillah 3 sukat tepung yang baik, remaslah, dan buatlah roti-roti bundar.”"
negeriku,3,"Èle èèna ka, dhèu aae Abimelek pangèdꞌu hari Sara laꞌe asa Abraham. Ka na peka dènge Sara, “Èèna na, jaꞌa hia ana mone mu doi iia ca riho, sèna ka jꞌajꞌi tadha jaꞌa tao boe sala ngaa-ngaa mi èu. Ho hudꞌi sène, dhèu aaꞌi-aaꞌi ra reꞌa!” Hèia dhèu aae peka dènge Abraham, aku nèngu na, “Kabarai jaꞌa ne, dhu bhoke tèke hia èu. Èu neo pea mi era mia èèna ka, jaꞌa hia èu.” Ka Abimelek hia Abraham sapi, kahibꞌi-kaꞌia, dènge kahibꞌi-kalèbho. Na hia kahèi ènu dhèu mone dènge dhèu bhèni.","Abimelekh mengambil domba, sapi, serta hamba laki-laki dan perempuan, lalu memberikannya kepada Abraham. Abimelekh juga mengembalikan Sara, istri Abraham, kepadanya. Kata Abimelekh, “Lihatlah, negeriku ada di hadapanmu. Tinggallah di mana pun kamu suka.” Abimelekh berkata kepada Sara, “Dengarlah, aku memberikan 1000 syikal perak kepada kakakmu sebagai bukti kesucianmu di hadapan semua orang yang bersama-sama denganmu. Di hadapan semua orang, namamu dibersihkan.”"
mengambilkan,3,"Ka Ismael dènge ina na Hagar pea dènge ka ètu dꞌara mamoo Paran. Ismael asa na kapai, aa neꞌa mèu kataki. Ka ina na paleo ne dènge ana bhèni Masir ca dhèu. Seꞌe se jꞌajꞌi, lula Ama Lamatua bera-bera dènge Ismael.",Allah menyertai anak itu dan dia bertambah besar. Ismael hidup di padang belantara dan menjadi pemanah. Dia tinggal di padang belantara Paran dan ibunya mengambilkan istri dari tanah Mesir baginya.
pikhol,3,"Lodꞌo èèna, dhèu aae Abimelek dènge kètu kapai sordadꞌu na, Fikol, mai pangadꞌo dènge Abraham. Hèia dhèu aae padhai lii, ka na peka, “Abraham! Jiꞌi se ngeꞌa Ama Lamatua bera-bera dènge èu. Nèti èèna ka, sadꞌi èu adꞌu ngaa sa èci, jꞌajꞌi dènge beꞌa.","Pada waktu itu, Abimelekh dan Pikhol, panglima tentara Abimelekh, berbicara kepada Abraham, “Allah menyertaimu dalam segala sesuatu yang kamu lakukan."
bersumpahlah,3,"De jaꞌa manèngi, sèna ka èu subha ètu katanga madha Ama Lamatua, dhu peka na, èu bisa boe kapodꞌe-kabèli jaꞌa, dènge ana-èpu jaꞌa aaꞌi-aaꞌi ra. Sèmi dhu jaꞌa tao le beꞌa mi èu, na, èu hudꞌi tao beꞌa kahèi mi jaꞌa dènge kabarai jaꞌa.”","Jadi, bersumpahlah kepadaku di sini, di hadapan Allah, bahwa kamu tidak akan berlaku curang terhadap aku, kepada anak-anakku, atau kepada cucu cicitku. Akan tetapi, seperti kebaikan yang telah kutunjukkan kepadamu, tunjukkanlah kebaikanmu kepadaku dan kepada negeri yang kamu tumpangi ini.”"
gundik,3,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
matiku,3,"“Jaꞌa ne, dhèu tao mai ètu talora miu se. Jaꞌa dhu dènge boe rai ca kasibꞌi sa, sèna ka padhane dhèu èmu jaꞌa. De ladhe miu sue jaꞌa, jaꞌa hèli kore rai miu dꞌai ca kasibꞌi sa, ho tao era padhane ne.”",“Aku adalah orang asing dan orang yang tinggal sementara di tengah-tengah kamu; berilah tempat bagiku di tengah-tengah kamu supaya aku dapat menguburkan orang matiku ini dari hadapanku.”
matimu,3,"“Sèmi neꞌe, ama! Nèbhu nare sange neꞌe, jiꞌi se tadhe le ama, dhu sama sèmi ca dhèu, dhèu heka dhu jiꞌi pakabꞌua. De sadꞌi ama dꞌèi rai mia dhu beꞌa, dhu pamèci dènge dadꞌèi ama. Jiꞌi se dhoka ngoꞌo di; dhèu èci sa dhu magee boe.”","“Dengarlah kami, ya Tuan, engkau adalah seorang pemimpin besar di tengah-tengah kami. Kuburkanlah jenazah istrimu itu di pekuburan terpilih di tempat kami. Tidak ada satu pun dari kami yang akan menolakmu dari pekuburannya supaya engkau dapat menguburkan orang matimu.”"
zohar,3,"Ka na padhai lii, peka na, “Ladhe miu sèmi lii jaꞌa na, jaꞌa manèngi ho peka dènge ana mone Sohar, dhu ngara na Efron.","Dia berkata kepada mereka, “Jika kamu telah menyetujui agar aku dapat menguburkan orang matiku dari hadapanku ini, dengarkanlah aku dan temuilah Efron keturunan Zohar itu demi aku,"
leluhurku,3,"Mu sanèdꞌe, te LAMATUA dhu nèdꞌu koasa ètu dedha-liru, ka dhu lere jaꞌa nèti rai èta-èsu jaꞌa, asa dedha-rai neꞌe ne. Aa dhu Na paꞌèki le lii pajaji dènge jaꞌa, dhu peka na, ‘Èèna na, Jaꞌa hia rai ne aaꞌi-aaꞌi mi ana-èpu èu.’ De èu baku madhaꞌu. Sadꞌi lamu. Te èèna na, Lamatua pua ana pajuu Na nèti sorga, mai bhoke jꞌara hia èu, sèna ka èu paraga dènge ana bhèni, dhu èèna na jꞌajꞌi dhèu èmu ana jaꞌa.","TUHAN, Allah semesta langit, yang membawaku dari rumah ayahku dan dari tanah leluhurku; yang berbicara kepadaku dan bersumpah kepadaku, kata-Nya, ‘Aku akan memberikan tanah ini kepada keturunanmu,’ Dia akan mengutus malaikat-Nya di depanmu sehingga kamu bisa mendapatkan istri bagi anakku dari sana."
kendimu,3,"De jaꞌa manèngi sèmi neꞌe: ladhe jaꞌa padhai lii dènge ana bhèni èci, peka na, ‘Ana, ee! Papuru ku èru èi èu hia jaꞌa kinu.’ Ho ladhe na dhaa, peka na, ‘Ama, minu la! Aa, pe jaꞌa hia dènge onta ama, rinu hèi!’ Jꞌara neꞌe ne jꞌajꞌi tadha dhu peka na, ana bhèni ne ka dhu Ama Lamatua pajꞌujꞌu, jꞌajꞌi mi dhèu èmu Isak! Dènge tadha sèmi neꞌe, jaꞌa keꞌa na Lamatua padꞌelo le babeꞌa mi Abraham, lamatua jaꞌa èèna.”","Kalau gadis yang kepadanya aku berkata, ‘Tolong turunkan kendimu supaya aku dapat minum,’ menjawab dengan, ‘Minumlah dan aku juga akan memberi minum unta-untamu,’ dialah yang Engkau tetapkan bagi hamba-Mu, Ishak. Dengan demikian, aku akan mengetahui bahwa Engkau telah menunjukkan kemurahan-Mu kepada tuanku.”"
kendinya,3,"Dhu na sabajꞌa nare mèka, ana bhèni ca dhèu mai. Ngara na Ribka. Nèngu ne, èpu nèti ari Abraham, nuka Nahor, dènge dhèu èmu na, Milka. Ama Ribka, ngara na Betuel. Ribka ne, bhèni iia nia boe, aa paꞌèci nèdhi mèka dènge mone. Dꞌai era èèna, puru asa dꞌara èi laꞌe, ka na isi èru èi na. Nèbhu boe, ka caꞌe mai sa dedha.","Sebelum pelayan itu selesai berdoa, tiba-tiba Ribka, anak perempuan yang dilahirkan bagi Betuel anak Milka, istri dari saudara Abraham yang bernama Nahor, datang ke sumur dengan membawa kendi di bahunya. Gadis itu sangat cantik, seorang perawan, belum pernah ada laki-laki yang bersetubuh dengannya. Gadis itu pergi turun ke sumur dan mengisi kendinya, kemudian naik kembali."
menaiki,3,"Èle èèna ka, Ribka dènge bhèni dhu leru nèngu na lalau ka mèdha ra, ka ra caꞌe onta, pakèdꞌi dènge ka, madhutu dhèu sabꞌa Abraham sèra.","Kemudian, Ribka dan pelayan-pelayannya bangkit, lalu menaiki unta dan mengikuti hamba Abraham itu. Demikianlah hamba itu membawa Ribka dan pergi."
ketura,3,"Ka Abraham leo hari èmu dènge bhèni èci, ngara na Ketura.","Kemudian, Abraham mengambil seorang istri lagi, bernama Ketura."
nebayot,3,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
hadad,3,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
menamakannya,3,"Ka na peka dènge Yakob, aku nèngu na, “Ari, ee! Hia ku jaꞌa bubur kabꞌui mea ciki ètu dꞌara èru èèna, ho jaꞌa kuꞌa! Te jaꞌa manganga bia.” (Nèti èèna ka, ra pangare na, Edom, dhu sasoa na ‘mea’.)","Lalu, Esau berkata kepada Yakub, “Aku mohon kepadamu, biarkanlah aku makan sedikit dari yang merah-merah itu sebab aku sangat lelah.” Oleh sebab itu, orang menamakannya Edom."
jual,3,"Ka, aku Yakob na, “Beꞌa aꞌa. Te ngaa pasilu ku dènge hak aꞌa èèna!”","Akan tetapi, Yakub berkata, “Jual dahulu hak kesulunganmu kepadaku.”"
elon,3,"Ropa umur Esau dꞌai èpa nguru tèu, na leo dènge bhèni dhèu dua nèti suku Het. Bhèni èci, ana nèti Beeri, ngara na Yudit. Èci hari, ana Elon, ngara na Basmat.","Ketika Esau berumur 40 tahun, dia menikah dengan Yudit anak Beeri, orang Het, dan Basmat anak Elon, orang Het,"
sebongkah,3,"Ropa lodꞌo cèna, Yakob dꞌai era èci, ka na jꞌunu ètu era èèna. Na neo jꞌunu, nare hadhu cue, tao lalaka kètu na.","Lalu, dia tiba di suatu tempat dan dia bermalam di sana sebab matahari telah terbenam. Yakub mengambil sebongkah batu dari tempat itu dan menjadikannya bantal, lalu berbaringlah dia di tempat itu untuk tidur."
lus,3,"Ka na pangare era ne Betel, dhu sasoa na ‘Èmu Lamatua’. (Uru èèna, era ne ngara na Lus.)","Yakub menyebut tempat itu Betel, tetapi sebelumnya nama kota itu adalah Lus."
jarak,3,Hèia eo rèti ka badha se asa era èci dhu kajꞌèu na tèlu lodꞌo kako haga nèti era Yakob si. Ka Yakob madhenge ka badha dhu ata se.,"Kemudian, dia mengambil jarak antara dirinya dengan Yakub selama tiga hari perjalanan, sementara Yakub menggembalakan sisanya dari kawanan kambing domba Laban."
terafim,3,"Lodꞌo èèna, Laban dhu laꞌe gꞌute rèu kahibꞌi-kalèbho na. Ka Rahel manaꞌu nare patung mèdha sogo-tagu ama na.","Ketika Laban pergi untuk mengguntingi bulu domba-dombanya, Rahel mencuri terafim ayahnya."
pahanya,3,"Ropa mone ne neꞌa na nèngu segi boe Yakob, ka na kalabhe mi kolo keja Yakob, ka gage na tabodꞌa eele nèti era na.","Ketika Orang itu melihat bahwa Dia tidak dapat mengalahkan Yakub, Dia memukul pangkal paha Yakub sehingga pangkal pahanya terkilir ketika bergulat dengan-Nya."
merangkul,3,"Te ngaa lodꞌo Esau ladhe nèdhi ari na, rai dènge ka, laꞌe liku nare Yakob. Dua ra paliku dènge paꞌuu. Hèia dua ra tangi dꞌara pèdꞌa.","Kemudian, Esau berlari menyongsongnya, memeluknya, merangkul lehernya, dan menciumnya, lalu mereka menangis."
kaumnya,3,"Umur Isak dꞌai 180 (ca ngasu aru nguru) tèu, heka madhe kèna. Ka ana na Esau dènge Yakob padhane ne.","Umur Ishak adalah 180 tahun. Kemudian, hidup Ishak berakhir dan dia pun mati. Dia dikumpulkan kepada kaumnya, menjadi tua, dan genap hari-harinya. Anak-anaknya, Esau dan Yakub, yang menguburkannya."
yeush,3,"Aa Oholibama matana Yeus, Yalam dènge Kora. Ana Esau aaꞌi-aaꞌi ra sèra rara iisi si ètu rai Kanaꞌan.","dan Oholibama melahirkan Yeush, Yaelam, dan Korah. Inilah anak-anak laki-laki Esau yang dilahirkan baginya di tanah Kanaan."
yaelam,3,"Aa Oholibama matana Yeus, Yalam dènge Kora. Ana Esau aaꞌi-aaꞌi ra sèra rara iisi si ètu rai Kanaꞌan.","dan Oholibama melahirkan Yeush, Yaelam, dan Korah. Inilah anak-anak laki-laki Esau yang dilahirkan baginya di tanah Kanaan."
syobal,3,"Ètu era èèna, abhu dhèu Hori èci, ngara na Seir. Ana-ana na pahagꞌa palème rai, ka jꞌajꞌi suku ae-ae. Èci-èci ka dènge kapala suku na. Èle èèna ka, ana-ana na se jꞌajꞌi kapala suku nèti suku Lotan, suku Sobal, suku Sibeon, suku Anah, suku Dison, suku Eser, dènge suku Disan.","Inilah keturunan Seir, orang Hori, yang tinggal di negeri itu: Lotan, Syobal, Zibeon, Ana, Disyon, Ezer, dan Disyan. Itulah kepala kaum Hori, keturunan Seir di tanah Edom."
ezer,3,"Ètu era èèna, abhu dhèu Hori èci, ngara na Seir. Ana-ana na pahagꞌa palème rai, ka jꞌajꞌi suku ae-ae. Èci-èci ka dènge kapala suku na. Èle èèna ka, ana-ana na se jꞌajꞌi kapala suku nèti suku Lotan, suku Sobal, suku Sibeon, suku Anah, suku Dison, suku Eser, dènge suku Disan.","Inilah keturunan Seir, orang Hori, yang tinggal di negeri itu: Lotan, Syobal, Zibeon, Ana, Disyon, Ezer, dan Disyan. Itulah kepala kaum Hori, keturunan Seir di tanah Edom."
disyan,3,"Ètu era èèna, abhu dhèu Hori èci, ngara na Seir. Ana-ana na pahagꞌa palème rai, ka jꞌajꞌi suku ae-ae. Èci-èci ka dènge kapala suku na. Èle èèna ka, ana-ana na se jꞌajꞌi kapala suku nèti suku Lotan, suku Sobal, suku Sibeon, suku Anah, suku Dison, suku Eser, dènge suku Disan.","Inilah keturunan Seir, orang Hori, yang tinggal di negeri itu: Lotan, Syobal, Zibeon, Ana, Disyon, Ezer, dan Disyan. Itulah kepala kaum Hori, keturunan Seir di tanah Edom."
adulam,3,"Èle èèna ka, Yahuda tèke eele aꞌari na, ka laꞌe pea dènge angalai na èci, ngara na Hira, ètu rae Adulam.","Pada suatu waktu, Yehuda pergi dari saudara-saudaranya dan mendirikan tenda di dekat tempat seorang Adulam yang bernama Hira."
hira,3,"Èle èèna ka, Yahuda tèke eele aꞌari na, ka laꞌe pea dènge angalai na èci, ngara na Hira, ètu rae Adulam.","Pada suatu waktu, Yehuda pergi dari saudara-saudaranya dan mendirikan tenda di dekat tempat seorang Adulam yang bernama Hira."
tafsirannya,3,"Tadèngi nare hèia, Yusuf peka dènge ne sèmi neꞌe ka, “Ama, ee. Sasoa nii na sèmi neꞌe ka: dadana tèlu, sasoa na di tèlu lodꞌo ka.","Lalu, Yusuf berkata kepadanya, “Inilah tafsirannya: tiga dahan itu adalah tiga hari."
dahan,3,"Tadèngi nare hèia, Yusuf peka dènge ne sèmi neꞌe ka, “Ama, ee. Sasoa nii na sèmi neꞌe ka: dadana tèlu, sasoa na di tèlu lodꞌo ka.","Lalu, Yusuf berkata kepadanya, “Inilah tafsirannya: tiga dahan itu adalah tiga hari."
bernas,3,"Nèbhu boe ka, dhèu aae bhèjꞌi luu hari. Ka na nii hari ca tèka. Lii nii na sèmi neꞌe ka: nèngu ladhe nèdhi are pidhu huri dhu isi pènu, bhodho nèti laa are dhu subꞌu.","Setelah itu, Firaun tertidur dan bermimpi untuk kedua kalinya. Tampak tujuh bulir gandum yang bernas dan bagus muncul dari satu tangkai."
menafsirkannya,3,"Madꞌae aae èèna, dꞌara isi na beꞌa boe. Hèia, na paredha dhèu lasi paroa aaꞌi dhèu ai tadha dènge dhèu dꞌèlu-mèu, ètu rai Masir mai paraga dènge ne. Ka na lolo lii nii na sèra dènge si. Te ngaa dhèu èci sa bisa boe peka sasoa lii nii deo sa mi dhèu aae.","Pada pagi harinya, rohnya gelisah. Karena itu, dia menyuruh dan memanggil semua ahli sihir Mesir beserta semua orang bijaknya. Kemudian, Firaun menceritakan mimpinya kepada mereka, tetapi tidak ada satu pun yang mampu menafsirkannya bagi Firaun."
tipis,3,"Èle èèna ka, jaꞌa kèdhi hari, pidhu huri are dhu isi aadꞌo, aa dhu kamale dhae-dhae, lèke lai ngèlu pana.","Lalu, tampak tujuh bulir gandum yang layu, tipis, dan rusak karena angin timur, yang muncul setelahnya."
seperlima,3,"Dꞌara pidhu tèu dhu bècu èèna, beꞌa risi ama dhèu aae dedꞌe hari dhèu, ho ra oru-pakaboko ngangaꞌa dhu risi eele. Ngangaꞌa dhu risi sèra, bagi mi lèmi ho tèke ca pala.","Lalu, hendaklah Firaun menunjuk para pengawas atas tanah ini dan mengambil seperlima bagian dari hasil tanah Mesir selama tujuh tahun kelimpahan itu."
asnat,3,"Èle ka, dhèu aae pangare Yusuf madhutu ngara Masir, na Safnat Panea. Aa, na hia Yusuf madhèdi dènge ana bhèni èci, ngara na Asnat. Ama dhèu èmu na, ngara na Potifera. Nèngu neꞌe ka dhu jꞌajꞌi ama agama ètu dꞌara kota On. Dènge jꞌara neꞌe, Yusuf jꞌajꞌi dhèu kapai ètu rai Masir.","Kemudian, Firaun menamai Yusuf dengan Zafnat-Paaneah. Dia juga memberikan Asnat kepadanya sebagai istri, yaitu anak Potifera, imam di On. Lalu, Yusuf pergi ke seluruh tanah Mesir."
potifera,3,"Èle ka, dhèu aae pangare Yusuf madhutu ngara Masir, na Safnat Panea. Aa, na hia Yusuf madhèdi dènge ana bhèni èci, ngara na Asnat. Ama dhèu èmu na, ngara na Potifera. Nèngu neꞌe ka dhu jꞌajꞌi ama agama ètu dꞌara kota On. Dènge jꞌara neꞌe, Yusuf jꞌajꞌi dhèu kapai ètu rai Masir.","Kemudian, Firaun menamai Yusuf dengan Zafnat-Paaneah. Dia juga memberikan Asnat kepadanya sebagai istri, yaitu anak Potifera, imam di On. Lalu, Yusuf pergi ke seluruh tanah Mesir."
on,3,"Èle ka, dhèu aae pangare Yusuf madhutu ngara Masir, na Safnat Panea. Aa, na hia Yusuf madhèdi dènge ana bhèni èci, ngara na Asnat. Ama dhèu èmu na, ngara na Potifera. Nèngu neꞌe ka dhu jꞌajꞌi ama agama ètu dꞌara kota On. Dènge jꞌara neꞌe, Yusuf jꞌajꞌi dhèu kapai ètu rai Masir.","Kemudian, Firaun menamai Yusuf dengan Zafnat-Paaneah. Dia juga memberikan Asnat kepadanya sebagai istri, yaitu anak Potifera, imam di On. Lalu, Yusuf pergi ke seluruh tanah Mesir."
kakak,3,"Ka aꞌa Yusuf canguru dhèu seꞌe paꞌèra ka, lasi hèli ngangaꞌa asa Masir.","Lalu, sepuluh kakak Yusuf berangkat ke Mesir untuk membeli gandum."
bercerita,3,"Hèia Yakob jèke si, peka na, “Nga tao ka miu lolo dènge dhèu èèna, peka na, miu dènge ari èci era? Miu tenge jꞌara ho pajꞌèra tabha jaꞌa!”","Kemudian, Israel berkata, “Mengapa kalian menyakitiku dengan bercerita kepada orang itu bahwa kalian masih memiliki seorang adik?”"
titah,3,"Aa more moo hualaa pudhi jaꞌa èèna, ho tao asa dꞌara hèbꞌa karo ari ra dhu limuri èèna.” Ka na laꞌe tao madhutu lii paredha Yusuf.","Kemudian, pialaku, piala perak itu, taruhlah itu di mulut karung yang bungsu beserta uang gandumnya.” Dia pun melaksanakan titah yang dititahkan oleh Yusuf."
terunggul,3,"Ruben! Èu ne, ana jaꞌa dhu uru tèka! Èu neꞌe tatea jaꞌa, dènge ai gꞌana jaꞌa. Dhèu pakabꞌua risi èu.","“Ruben, anak sulungku, kamulah kejantananku, permulaan dari kegagahanku. Yang terunggul dalam keluhuran Yang terunggul dalam kekuatan."
rerumputan,2,"Ka Ama Lamatua lii hari, peka na, “Rai hudꞌi pamamuri ku rupa-rupa ana aajꞌu. Sèna ka abhu ajꞌu dhu hua, dhu dènge lamusi, aa dhu dènge rèu mangèru. Sèna ka ajꞌu-ajꞌu se, hua-hela madhutu rupa rèngu.” Ropa padhai lii nare sèmi neꞌe, jꞌajꞌi dènge ka ana aajꞌu aaꞌi-aaꞌi ra.","Allah berfirman, “Biarlah bumi menumbuhkan rerumputan, tumbuh-tumbuhan berbiji, dan pohon buah yang berbuah menurut jenisnya dan berbiji di dalamnya, di atas bumi.” Lalu, jadilah demikian."
melintasi,2,"Hèia Ama Lamatua padhai lii hari, peka na, “Hudꞌi abhu ku ae-ae dhu mamuri ètu dꞌara èi. Dènge hudꞌi abhu ku rupa-rupa manu-bhui dhu lela ètu dedha rai-haha ne.”","Kemudian, Allah berfirman, “Biarlah air dikerumuni oleh makhluk-makhluk hidup, dan biarlah burung-burung beterbangan di atas bumi, melintasi cakrawala langit.”"
bersayap,2,"Ka Na tao ka iꞌa aaꞌi-aaꞌi dènge badha kapai dhu mamuri ètu dꞌara èi. Na pajꞌajꞌi kahèi manu-bhui aaꞌi-aaꞌi. Ropa nèdhi aaꞌi-aaꞌi se, dꞌara Na karejꞌe, lula ngaa dhu Na adꞌu, mema beꞌa.","Lalu, Allah menciptakan binatang-binatang laut yang besar dan segala jenis makhluk hidup yang bergerak serta berkerumun di dalam air menurut jenisnya, dan segala burung bersayap menurut jenisnya. Allah melihat bahwa itu baik."
tumbuhan,2,"Mi nanene paie-iie! Jaꞌa hia miu rupa-rupa ngangaꞌa ètu rai-haha neꞌe. Sèmi: ana aajꞌu dhu dènge hua, dhu dènge lamusi, aa dhu dènge rèu mangèru.","Kemudian, Allah berfirman, “Lihat, Aku telah memberikan kepadamu segala tumbuhan yang menghasilkan biji yang ada di seluruh muka bumi, dan segala pohon yang buahnya berbiji, itulah yang akan menjadi makananmu."
riwayat,2,"Dꞌai sange neꞌe ka, lii lolo Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha ne. Lodꞌo Ama LAMATUA heka pajꞌajꞌi dedha-liru dènge rai-haha èèna,","Inilah riwayat langit dan bumi ketika mereka diciptakan, pada waktu TUHAN Allah menjadikan bumi dan langit,"
berahi,2,"Èle èèna ka, Ama Lamatua peka dènge bhèni ne, “Èèna na, Jaꞌa pasusa tabha èu, ropa èu dènge babia; lodꞌo mora iisi, èu asa tabha jꞌèra. Masi ka sèmi èèna, dꞌara èu dꞌèi taruu dhèu èmu èu, aa nèngu ka dhu ator èu.”","Kepada perempuan itu, Allah berfirman, “Aku akan sangat melipatgandakan susah payahmu ketika mengandung; dalam kesakitan kamu akan melahirkan anak-anak; tetapi kamu tetap akan berahi kepada suamimu, dan dia akan berkuasa atasmu.”"
irad,2,"Ka Henok matana Irad. Hèia Irad matana Mehuyael. Mehuyael matana Metusael. Aa ana Metusael, Lamek.","Bagi Henokh, lahirlah Irad, dan Irad adalah ayah Mehuyael. Mehuyael adalah ayah Metusael, dan Metusael adalah ayah Lamekh."
mehuyael,2,"Ka Henok matana Irad. Hèia Irad matana Mehuyael. Mehuyael matana Metusael. Aa ana Metusael, Lamek.","Bagi Henokh, lahirlah Irad, dan Irad adalah ayah Mehuyael. Mehuyael adalah ayah Metusael, dan Metusael adalah ayah Lamekh."
metusael,2,"Ka Henok matana Irad. Hèia Irad matana Mehuyael. Mehuyael matana Metusael. Aa ana Metusael, Lamek.","Bagi Henokh, lahirlah Irad, dan Irad adalah ayah Mehuyael. Mehuyael adalah ayah Metusael, dan Metusael adalah ayah Lamekh."
beternak,2,"Ana Ada, ngara na Yabal. Ana-èpu na, jꞌajꞌi dhèu piara badha. Mamuri ra ètu boe ca era, aa ra pea dhoka ètu dꞌara paleo di.",Ada melahirkan Yabal yang adalah nenek moyang semua yang tinggal dalam tenda dan beternak.
betinanya,2,"Mèti dènge badha-badha dhu bisa miꞌa, aa bisa hia Jaꞌa kahèi, de mèti pidhu-pidhu pasa asa dꞌara kapa. Mèti kahèi rupa-rupa manu-bhui pidhu-pidhu pasa. Te ngaa badha dhu leo, mèti dhoka ca pasa-ca pasa di. Sèna ka badha dènge manu-bhui se, jꞌajꞌi hini, ho baku maꞌète.","Bawalah tujuh pasang binatang yang halal, jantan dan betinanya, dan sepasang dari setiap jenis binatang yang haram jantan dan betinanya, juga tujuh pasang burung di udara, jantan dan betina, untuk menjaga keturunan mereka di seluruh muka bumi."
dibuatnya,2,"Risi nèti èpa nguru lodꞌo, hèia Noh bhoke jendela èci.","Pada akhir dari 40 hari itu, Nuh membuka jendela bahtera yang dibuatnya,"
mengering,2,"Ka na patalale lakaa ciꞌu. Manu-bhui ne lela laꞌe-mai, toke èi puru. Ka na lèpa heka asa kapa.","dan melepaskan seekor gagak yang pergi, terbang, dan kembali lagi sampai air itu mengering dari permukaan bumi."
memasukannya,2,"Te ngaa, lula èi hutu nare dedha-rai era, ka koro ne abhu boe era tèka. Ka lèpa hari asa kapa. Hèia Noh jꞌole ai na, kèpe nare, ka na pamaso hari asa dꞌara kapa.","Akan tetapi, merpati itu tidak menemukan tempat untuk bertengger sehingga ia kembali kepada Nuh di dalam bahtera itu karena air masih ada di seluruh permukaan bumi. Nuh mengulurkan tangannya untuk menangkap merpati itu dan memasukannya ke bahtera."
